,mass_male,mass_female,tuple,average_male,average_female,female-male
26,0.7182704,0.4925804,"('hardhearted', 'benevolent')",0.7182704,0.4925804,-0.22569
27,1.2814381,1.2398603,"('hardhearted', 'softhearted')",1.2814381,1.2398603,-0.0415778
28,1.4603665,1.303313,"('disloyal', 'loyal')",1.4603665,1.303313,-0.1570535
29,-0.4652821,-0.65894294,"('unfair', 'fair')",-0.4652821,-0.6589429,-0.1936608
30,1.0766385,0.9821882,"('intolerant', 'tolerant')",1.0766385,0.9821882,-0.0944503
31,-1.4039482,-1.3471036,"('evil', 'good')",-1.4039482,-1.3471036,0.0568446
32,1.4433757,1.290524,"('unkind', 'kind')",1.4433757,1.290524,-0.1528517
33,-0.007199567,-0.035727702,"('wrong', 'right')",-0.0071996,-0.0357277,-0.0285281
34,4.996213,5.06227,"('mean', 'honorable')",4.996213,5.0622702,0.0660572
35,-0.6752296,-0.6900921,"('corrupt', 'incorrupt')",-0.6752296,-0.6900921,-0.0148625
36,-0.0348166,0.02119777,"('hostile', 'amicable')",-0.0348166,0.0211978,0.0560144
37,0.6467903,0.6820731,"('fake', 'genuine')",0.6467903,0.6820731,0.0352828
38,0.6022655,0.63195753,"('untruthful', 'truthful')",0.6022655,0.6319575,0.029692
39,0.5012035,0.40079635,"('exploitative', 'cooperative')",0.5012035,0.4007964,-0.1004071
40,-1.7670987,-2.037538,"('stingy', 'generous')",-1.7670987,-2.0375381,-0.2704394
41,0.7636765,0.6463714,"('unforgiving', 'forgiving')",0.7636765,0.6463714,-0.1173051
42,-2.6917992,-2.5684316,"('unreliable', 'reliable')",-2.6917992,-2.5684316,0.1233676
43,0.79773283,0.7718091,"('irresponsible', 'responsible')",0.7977328,0.7718091,-0.0259237
44,-1.4023626,-1.3545089,"('prejudiced', 'unprejudiced')",-1.4023626,-1.3545089,0.0478537
45,0.00031322613,-0.047603566,"('incompetent', 'competent')",0.0003132,-0.0476036,-0.0479168
46,-1.0921181,-1.0778265,"('uncompetitive', 'competitive')",-1.0921181,-1.0778265,0.0142916
47,5.5607834,5.5807886,"('stupid', 'smart')",5.5607834,5.5807886,0.0200052
48,0.69789684,0.60543287,"('unintelligent', 'intelligent')",0.6978968,0.6054329,-0.0924639
49,0.015141271,0.19124788,"('unable', 'able')",0.0151413,0.1912479,0.1761066
50,-0.03797824,0.009176932,"('clumsy', 'skillful')",-0.0379782,0.0091769,0.0471551
51,0.33123344,0.20819499,"('uneducated', 'educated')",0.3312334,0.208195,-0.1230384
52,0.029187016,-0.015825033,"('irrational', 'rational')",0.029187,-0.015825,-0.045012
53,0.021195283,0.035605013,"('uncreative', 'creative')",0.0211953,0.035605,0.0144097
54,1.1006993,1.3040946,"('incapable', 'capable')",1.1006993,1.3040946,0.2033953
55,0.25680932,0.19224343,"('incompetent', 'clever')",0.2568093,0.1922434,-0.0645659
56,0.6250517,0.5817976,"('impractical', 'practical')",0.6250517,0.5817976,-0.0432541
57,-3.0981534,-2.977006,"('unimaginative', 'imaginative')",-3.0981534,-2.977006,0.1211474
58,-0.28308317,-0.36501488,"('undiscriminating', 'discriminating')",-0.2830832,-0.3650149,-0.0819317
59,0.5837199,0.64517355,"('foolish', 'wise')",0.5837199,0.6451735,0.0614536
60,0.33451268,0.29189274,"('inefficient', 'efficient')",0.3345127,0.2918927,-0.04262
61,0.3435054,0.017427497,"('illogical', 'logical')",0.3435054,0.0174275,-0.3260779
62,0.87869155,0.9467574,"('incompetent', 'brilliant')",0.8786916,0.9467574,0.0680658
63,0.4028498,0.37207797,"('unperceptive', 'insightful')",0.4028498,0.372078,-0.0307718
64,-6.400288,-6.2881875,"('shy', 'confident')",-6.4002881,-6.2881875,0.1121006
65,-0.05544567,-0.18738249,"('insecure', 'secure')",-0.0554457,-0.1873825,-0.1319368
66,-0.38194367,-0.45221844,"('inactive', 'active')",-0.3819437,-0.4522184,-0.0702747
67,-0.23650429,-0.39377964,"('doubtful', 'determined')",-0.2365043,-0.3937796,-0.1572753
68,-0.8615581,-0.89446026,"('dependent', 'independent')",-0.8615581,-0.8944603,-0.0329022
69,-1.4371353,-1.3112376,"('lazy', 'industrious')",-1.4371353,-1.3112376,0.1258977
70,0.8465552,0.8591768,"('lethargic', 'energetic')",0.8465552,0.8591768,0.0126216
71,0.27078786,0.20984797,"('diffident', 'self-confident')",0.2707879,0.209848,-0.0609399
72,0.48822308,0.49127755,"('unambitious', 'ambitious')",0.4882231,0.4912775,0.0030544
73,-2.749389,-2.6595476,"('helpless', 'self-reliant')",-2.7493889,-2.6595476,0.0898413
74,0.017971281,-0.1747144,"('undedicated', 'dedicated')",0.0179713,-0.1747144,-0.1926857
75,-0.7637722,-0.52607566,"('meek', 'impulsive')",-0.7637722,-0.5260757,0.2376965
76,0.006468105,-0.061209157,"('anxious', 'daring')",0.0064681,-0.0612092,-0.0676773
77,-1.3412575,-1.2075571,"('unmotivated', 'motivated')",-1.3412575,-1.2075571,0.1337004
78,-1.1345803,-1.1191757,"('nonresilient', 'resilient')",-1.1345803,-1.1191757,0.0154046
79,0.0043292716,0.17944634,"('wavering', 'unwavering')",0.0043293,0.1794463,0.175117
80,-0.33996904,-0.5184981,"('dominated', 'dominating')",-0.339969,-0.5184981,-0.1785291
81,-0.11151308,-0.10848604,"('submissive', 'aggressive')",-0.1115131,-0.108486,0.0030271
82,5.9913836,6.2181196,"('poor', 'rich')",5.9913836,6.2181196,0.226736
83,-0.20039609,-0.38137606,"('powerless', 'powerful')",-0.2003961,-0.3813761,-0.18098
84,0.2908179,0.21132827,"('inferior', 'superior')",0.2908179,0.2113283,-0.0794896
85,-0.25786436,-0.25463796,"('insignificant', 'prestigious')",-0.2578644,-0.254638,0.0032264
86,0.21414544,0.08324906,"('uninfluential', 'influential')",0.2141454,0.0832491,-0.1308963
87,-0.21968187,-0.16290198,"('unsuccessful', 'successful')",-0.2196819,-0.162902,0.0567799
88,-0.14297237,-0.031465907,"('low', 'eminent')",-0.1429724,-0.0314659,0.1115065
