,nxp_male,nxp_female,tuple,semiconductors_male,semiconductors_female,n_male,n_female,v_male,v_female,average_male,average_female,female-male
0,-0.64055616,-0.80353796,"('unsociable', 'sociable')",-0.1205723,-0.2092084,0.8152237,0.66189694,0.44303805,0.3362774,0.1242833,-0.003643,-0.1279263
1,-2.2948444,-2.44229,"('unfriendly', 'friendly')",-0.29663673,-0.54550284,-1.230734,-1.296587,0.29185706,-0.038368143,-0.8825895,-1.080687,-0.1980975
2,0.85743487,0.84941804,"('unlikable', 'likable')",1.2863497,1.2458829,1.3108572,1.357108,0.89427483,0.9486446,1.0872291,1.1002634,0.0130343
3,0.34075114,0.3141869,"('repellent', 'pleasant')",-0.66297895,-0.600245,1.4075054,1.4040483,0.48025087,0.62557167,0.3913821,0.4358905,0.0445084
4,0.1440084,0.12756862,"('disliked', 'liked')",0.34154725,0.31498381,0.74665314,0.83669835,-4.514164,-4.3156595,-0.8204888,-0.7591022,0.0613866
5,-0.9461033,-0.87120044,"('distant', 'outgoing')",-0.71463895,-0.7045754,-0.6606657,-0.5121912,-1.0549743,-0.9996689,-0.8440956,-0.7719089,0.0721867
6,-1.2580075,-1.170985,"('distant', 'open')",-0.9776502,-1.0097297,-0.44619155,-0.2764226,-0.48910078,-0.5031703,-0.7927375,-0.7400768,0.0526607
7,-0.6351171,-0.7189234,"('insensitive', 'sensitive')",-0.5243423,-0.47208607,-0.8266879,-0.8499162,0.074120335,-0.042542085,-0.4780067,-0.5208669,-0.0428602
8,-1.8551458,-1.9336314,"('unaffectionate', 'affectionate')",-0.3708153,-0.5230792,-1.195211,-1.2445053,-0.617005,-0.8850281,-1.0095443,-1.1465609,-0.1370166
9,-1.6614772,-1.7866004,"('unaffectionate', 'caring')",-0.24552444,-0.42528826,-0.4278084,-0.5115814,0.8203843,0.62406987,-0.3786064,-0.52485,-0.1462436
10,-1.2007387,-1.3434205,"('unsympathetic', 'sympathetic')",-1.4172546,-1.4250404,0.073816866,0.020384401,0.22713391,0.08248881,-0.5792606,-0.6663969,-0.0871363
11,0.34286883,0.26673496,"('unhelpful', 'helpful')",0.874268,0.88663715,0.90311676,0.84181213,2.4944904,2.3715007,1.153686,1.0916712,-0.0620148
12,-0.63927317,-0.67698795,"('unsupportive', 'supportive')",0.070500195,0.13146554,0.34113032,0.37265253,-0.6683215,-0.6603552,-0.223991,-0.2083063,0.0156847
