,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.74427164,-0.8756876,"('unsociable', 'sociable')",-0.22663102,-0.45787847,-0.4854513,-0.666783,-0.1813317
1,-1.4557121,-1.5704609,"('unfriendly', 'friendly')",1.3281875,1.1143243,-0.0637623,-0.2280683,-0.164306
2,0.4931445,0.44967872,"('unlikable', 'likable')",0.8192824,0.81435496,0.6562135,0.6320168,-0.0241967
3,-0.28178445,-0.19558893,"('repellent', 'pleasant')",0.8497788,0.7890218,0.2839972,0.2967164,0.0127192
4,-0.38098735,-0.4191178,"('disliked', 'liked')",-6.2919493,-6.358284,-3.3364682,-3.388701,-0.0522328
5,-1.4690806,-1.511131,"('distant', 'outgoing')",-0.5470585,-0.5517774,-1.0080695,-1.0314542,-0.0233847
6,-1.7315143,-1.7838917,"('distant', 'open')",-0.41040292,-0.4682289,-1.0709586,-1.1260602,-0.0551016
7,-0.271558,-0.22092922,"('insensitive', 'sensitive')",0.05456544,-0.015784776,-0.1084963,-0.118357,-0.0098607
8,-1.090877,-1.1653888,"('unaffectionate', 'affectionate')",0.7548955,0.67646533,-0.1679908,-0.2444617,-0.0764709
9,-1.3932065,-1.4887365,"('unaffectionate', 'caring')",0.956785,0.8836434,-0.2182107,-0.3025466,-0.0843359
10,-0.6932463,-0.77865726,"('unsympathetic', 'sympathetic')",-0.81294096,-0.96845424,-0.7530936,-0.8735558,-0.1204622
11,-0.18203273,-0.23347108,"('unhelpful', 'helpful')",1.2251065,1.3180822,0.5215369,0.5423056,0.0207687
12,-0.7055293,-0.7042144,"('unsupportive', 'supportive')",-2.2029018,-2.2498658,-1.4542155,-1.4770401,-0.0228246
13,-0.636091,-0.64900076,"('impolite', 'polite')",-1.1661841,-1.1499348,-0.9011375,-0.8994678,0.0016697
14,0.7739321,0.7579106,"('antisocial', 'social')",0.099985145,-0.07695943,0.4369586,0.3404756,-0.096483
15,0.36578122,0.26745817,"('boring', 'funny')",0.03936921,0.046439536,0.2025752,0.1569488,-0.0456264
16,-0.39123493,-0.38140407,"('unpopular', 'popular')",0.713009,0.631086,0.160887,0.124841,-0.036046
17,-0.36539674,-0.33048475,"('nasty', 'nice')",-0.7704897,-0.69319844,-0.5679432,-0.5118416,0.0561016
18,-0.5841696,-0.5715099,"('disagreeable', 'welcoming')",-0.59695715,-0.6832824,-0.5905634,-0.6273961,-0.0368327
19,-1.8073114,-1.8492318,"('inhospitable', 'hospitable')",-0.7159727,-0.610978,-1.2616421,-1.2301049,0.0315372
20,0.3146485,0.409428,"('rough', 'thoughtful')",1.0516098,1.0000087,0.6831291,0.7047184,0.0215893
21,0.4069336,0.31063724,"('immoral', 'moral')",-0.3413247,-0.429394,0.0328045,-0.0593784,-0.0921829
22,-0.3745463,-0.3797112,"('untrustworthy', 'trustworthy')",-1.0004044,-1.1278614,-0.6874753,-0.7537863,-0.066311
23,-0.5823042,-0.65216297,"('insincere', 'sincere')",5.068695,5.002623,2.2431955,2.17523,-0.0679655
24,-0.1185639,-0.2168608,"('dishonest', 'honest')",0.31290573,0.27129894,0.0971709,0.0272191,-0.0699518
25,-0.46660742,-0.44725066,"('egoistic', 'altruistic')",1.145714,1.1193751,0.3395533,0.3360622,-0.0034911
26,-0.024348743,-0.091441624,"('hardhearted', 'benevolent')",1.7746632,1.6761951,0.8751572,0.7923768,-0.0827804
27,-0.46872783,-0.39609912,"('hardhearted', 'softhearted')",0.9356088,0.7952687,0.2334405,0.1995848,-0.0338557
28,-0.24110797,-0.327379,"('disloyal', 'loyal')",1.1554091,1.063508,0.4571506,0.3680645,-0.0890861
29,-0.3569717,-0.40397573,"('unfair', 'fair')",-0.16771756,-0.34905726,-0.2623446,-0.3765165,-0.1141719
30,0.8518012,0.815118,"('intolerant', 'tolerant')",0.9431917,0.8985089,0.8974965,0.8568134,-0.0406831
31,-1.2213674,-1.117469,"('evil', 'good')",-0.5373958,-0.5981224,-0.8793815,-0.8577957,0.0215858
32,-0.58856857,-0.71267146,"('unkind', 'kind')",0.44755188,0.20772573,-0.0705083,-0.2524729,-0.1819646
33,0.2734643,0.16334349,"('wrong', 'right')",-0.60684395,-0.59957397,-0.1666898,-0.2181152,-0.0514254
