,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.08757404,-0.27983838,"('unsociable', 'sociable')",-0.020200118,-0.19949207,-0.0538871,-0.2396652,-0.1857781
1,-1.3074021,-1.2028357,"('unfriendly', 'friendly')",1.181016,1.0000871,-0.0631931,-0.1013743,-0.0381812
2,0.18253331,0.17386547,"('unlikable', 'likable')",0.45872182,0.4148714,0.3206276,0.2943684,-0.0262592
3,-0.102239646,-0.0069055557,"('repellent', 'pleasant')",0.73864824,0.77715755,0.3182043,0.385126,0.0669217
4,0.3482209,0.43035403,"('disliked', 'liked')",-6.6837354,-6.8612885,-3.1677573,-3.2154672,-0.0477099
5,-1.236633,-1.0408884,"('distant', 'outgoing')",-0.71745193,-0.7850171,-0.9770424,-0.9129528,0.0640896
6,-1.6356915,-1.387824,"('distant', 'open')",-0.6340187,-0.7364664,-1.1348552,-1.0621452,0.07271
7,-0.3155396,-0.37054408,"('insensitive', 'sensitive')",0.24082336,0.2748818,-0.0373581,-0.0478311,-0.010473
8,-0.5695983,-0.5206833,"('unaffectionate', 'affectionate')",0.60652,0.53146845,0.0184608,0.0053926,-0.0130682
9,-0.84173846,-0.7695911,"('unaffectionate', 'caring')",0.8756384,0.85941815,0.01695,0.0449135,0.0279635
10,-0.7248018,-0.87858963,"('unsympathetic', 'sympathetic')",-0.46024606,-0.47081265,-0.5925239,-0.6747012,-0.0821773
11,-0.10903972,-0.18904947,"('unhelpful', 'helpful')",1.2423885,1.3784567,0.5666744,0.5947036,0.0280292
12,-0.15883054,-0.096042976,"('unsupportive', 'supportive')",-2.213221,-2.2287676,-1.1860259,-1.1624053,0.0236206
13,-0.67445886,-0.86184716,"('impolite', 'polite')",-1.013139,-0.9789523,-0.8437989,-0.9203997,-0.0766008
14,0.946489,0.7690883,"('antisocial', 'social')",0.2662805,0.1601173,0.6063848,0.4646028,-0.141782
15,-0.18530054,-0.24114378,"('boring', 'funny')",0.099046335,0.05952927,-0.0431271,-0.0908073,-0.0476802
16,-0.76815164,-0.6884838,"('unpopular', 'popular')",0.4178608,0.3457141,-0.1751454,-0.1713848,0.0037606
17,-0.40327102,-0.34445623,"('nasty', 'nice')",-0.56651306,-0.49636796,-0.484892,-0.4204121,0.0644799
18,-0.6015909,-0.5641638,"('disagreeable', 'welcoming')",-0.62120396,-0.72289497,-0.6113974,-0.6435294,-0.032132
19,-1.3726547,-1.2488142,"('inhospitable', 'hospitable')",-0.8037165,-0.78569955,-1.0881855,-1.0172569,0.0709286
20,0.34824768,0.34296712,"('rough', 'thoughtful')",1.1094247,1.0881472,0.7288362,0.7155572,-0.013279
21,0.37346926,0.21526617,"('immoral', 'moral')",-0.27212936,-0.25142926,0.05067,-0.0180815,-0.0687515
22,0.19612016,0.10627035,"('untrustworthy', 'trustworthy')",-0.7715658,-0.8553519,-0.2877228,-0.3745408,-0.086818
23,-0.6470029,-0.78168374,"('insincere', 'sincere')",5.4830008,5.550744,2.417999,2.3845301,-0.0334689
24,-0.3283805,-0.4531694,"('dishonest', 'honest')",0.32324445,0.31013197,-0.002568,-0.0715187,-0.0689507
25,-0.16662455,-0.0568887,"('egoistic', 'altruistic')",1.2732306,1.2409849,0.553303,0.5920481,0.0387451
26,-0.4770877,-0.4836753,"('hardhearted', 'benevolent')",1.6164294,1.5080508,0.5696709,0.5121877,-0.0574832
27,-0.7467648,-0.70578647,"('hardhearted', 'softhearted')",1.137504,1.0292922,0.1953696,0.1617529,-0.0336167
28,0.30855528,0.2242594,"('disloyal', 'loyal')",1.151729,1.1114674,0.7301421,0.6678634,-0.0622787
29,-0.52524143,-0.5351255,"('unfair', 'fair')",-0.3566637,-0.5353878,-0.4409526,-0.5352566,-0.094304
30,0.7066958,0.60402554,"('intolerant', 'tolerant')",1.0779468,1.0139067,0.8923213,0.8089662,-0.0833551
31,-0.78587925,-0.46589908,"('evil', 'good')",-0.6961308,-0.8385949,-0.7410051,-0.652247,0.0887581
32,-0.34410527,-0.54694957,"('unkind', 'kind')",0.36841264,0.22029595,0.0121537,-0.1633268,-0.1754805
33,0.07674199,0.11047196,"('wrong', 'right')",-0.86206955,-0.87824035,-0.3926638,-0.3838842,0.0087796
34,-0.648569,-0.51422197,"('mean', 'honorable')",5.469421,5.680271,2.4104259,2.5830245,0.1725986
35,-0.4944773,-0.4548722,"('corrupt', 'incorrupt')",-0.35147047,-0.4052533,-0.4229739,-0.4300627,-0.0070888
36,-0.98771465,-0.77351856,"('hostile', 'amicable')",-0.037730824,-0.20319356,-0.5127227,-0.4883561,0.0243666
