,brain_male,brain_female,tuple,average_male,average_female,female-male
0,0.0767752,-0.0017069578,"('unsociable', 'sociable')",0.0767752,-0.001707,-0.0784822
1,1.2274432,1.1518426,"('unfriendly', 'friendly')",1.2274432,1.1518426,-0.0756006
2,0.44275698,0.6249094,"('unlikable', 'likable')",0.442757,0.6249094,0.1821524
3,0.7769229,0.85645866,"('repellent', 'pleasant')",0.7769229,0.8564587,0.0795358
4,-7.138843,-7.0631795,"('disliked', 'liked')",-7.1388431,-7.0631795,0.0756636
5,-0.18816462,-0.061507676,"('distant', 'outgoing')",-0.1881646,-0.0615077,0.1266569
6,0.027286723,0.11586605,"('distant', 'open')",0.0272867,0.1158661,0.0885794
7,0.53153837,0.5692512,"('insensitive', 'sensitive')",0.5315384,0.5692512,0.0377128
8,1.1823704,1.102459,"('unaffectionate', 'affectionate')",1.1823704,1.102459,-0.0799114
9,1.966808,1.9488318,"('unaffectionate', 'caring')",1.966808,1.9488318,-0.0179762
10,1.172047,1.2012204,"('unsympathetic', 'sympathetic')",1.172047,1.2012204,0.0291734
11,2.331557,2.3271143,"('unhelpful', 'helpful')",2.331557,2.3271143,-0.0044427
12,-1.4225913,-1.3984262,"('unsupportive', 'supportive')",-1.4225913,-1.3984262,0.0241651
13,0.29715908,0.3173436,"('impolite', 'polite')",0.2971591,0.3173436,0.0201845
14,-0.2720094,-0.39810795,"('antisocial', 'social')",-0.2720094,-0.3981079,-0.1260985
15,0.50174063,0.51112497,"('boring', 'funny')",0.5017406,0.511125,0.0093844
16,-0.0548347,-0.024016205,"('unpopular', 'popular')",-0.0548347,-0.0240162,0.0308185
17,-0.0425777,-0.0033783298,"('nasty', 'nice')",-0.0425777,-0.0033783,0.0391994
18,-0.5303453,-0.6790327,"('disagreeable', 'welcoming')",-0.5303453,-0.6790327,-0.1486874
19,-0.5196402,-0.36220402,"('inhospitable', 'hospitable')",-0.5196402,-0.362204,0.1574362
20,0.6548778,0.48475972,"('rough', 'thoughtful')",0.6548778,0.4847597,-0.1701181
21,0.10728218,0.1541418,"('immoral', 'moral')",0.1072822,0.1541418,0.0468596
22,-0.4842761,-0.4331997,"('untrustworthy', 'trustworthy')",-0.4842761,-0.4331997,0.0510764
23,6.327293,6.2648106,"('insincere', 'sincere')",6.3272929,6.2648106,-0.0624823
24,1.6853344,1.6407248,"('dishonest', 'honest')",1.6853344,1.6407248,-0.0446096
25,0.27307293,0.21809301,"('egoistic', 'altruistic')",0.2730729,0.218093,-0.0549799
26,0.17424455,0.062938556,"('hardhearted', 'benevolent')",0.1742446,0.0629386,-0.111306
27,1.49607,1.2885242,"('hardhearted', 'softhearted')",1.49607,1.2885242,-0.2075458
28,1.1901122,1.0977505,"('disloyal', 'loyal')",1.1901122,1.0977505,-0.0923617
29,-0.4870693,-0.5405019,"('unfair', 'fair')",-0.4870693,-0.5405019,-0.0534326
30,1.0385343,0.9638836,"('intolerant', 'tolerant')",1.0385343,0.9638836,-0.0746507
31,-1.7582742,-1.6926118,"('evil', 'good')",-1.7582742,-1.6926118,0.0656624
32,1.2573758,1.2455617,"('unkind', 'kind')",1.2573758,1.2455617,-0.0118141
33,-0.25494653,-0.24367596,"('wrong', 'right')",-0.2549465,-0.243676,0.0112705
