,purse_male,purse_female,tuple,average_male,average_female,female-male
0,-0.5623193,-0.78133374,"('unsociable', 'sociable')",-0.5623193,-0.7813337,-0.2190144
1,1.8307402,1.7590766,"('unfriendly', 'friendly')",1.8307402,1.7590766,-0.0716636
2,0.726819,0.9229172,"('unlikable', 'likable')",0.726819,0.9229172,0.1960982
3,-0.2572433,-0.4072451,"('repellent', 'pleasant')",-0.2572433,-0.4072451,-0.1500018
4,-7.5677686,-7.2472763,"('disliked', 'liked')",-7.5677686,-7.2472763,0.3204923
5,0.009738572,0.07314888,"('distant', 'outgoing')",0.0097386,0.0731489,0.0634103
6,0.43175104,0.50192297,"('distant', 'open')",0.431751,0.501923,0.070172
7,0.4778425,0.7688701,"('insensitive', 'sensitive')",0.4778425,0.7688701,0.2910276
8,2.0437279,1.9103253,"('unaffectionate', 'affectionate')",2.0437279,1.9103253,-0.1334026
9,2.257888,2.3866358,"('unaffectionate', 'caring')",2.2578881,2.3866358,0.1287477
10,0.25879893,0.27397338,"('unsympathetic', 'sympathetic')",0.2587989,0.2739734,0.0151745
11,1.9600071,2.0856998,"('unhelpful', 'helpful')",1.9600071,2.0856998,0.1256927
12,-1.8456663,-1.7397038,"('unsupportive', 'supportive')",-1.8456663,-1.7397038,0.1059625
13,-0.16490385,-0.32322264,"('impolite', 'polite')",-0.1649038,-0.3232226,-0.1583188
14,-0.63121897,-0.6148329,"('antisocial', 'social')",-0.631219,-0.6148329,0.0163861
15,0.72358394,0.6917065,"('boring', 'funny')",0.7235839,0.6917065,-0.0318774
16,-0.31643084,-0.3291401,"('unpopular', 'popular')",-0.3164308,-0.3291401,-0.0127093
17,0.14547169,0.07552745,"('nasty', 'nice')",0.1454717,0.0755275,-0.0699442
18,-0.5825848,-0.68474245,"('disagreeable', 'welcoming')",-0.5825848,-0.6847425,-0.1021577
19,0.23027173,0.38880503,"('inhospitable', 'hospitable')",0.2302717,0.388805,0.1585333
20,0.5698324,0.49599588,"('rough', 'thoughtful')",0.5698324,0.4959959,-0.0738365
21,-0.5819771,-0.42196268,"('immoral', 'moral')",-0.5819771,-0.4219627,0.1600144
22,-0.9314712,-0.72351426,"('untrustworthy', 'trustworthy')",-0.9314712,-0.7235143,0.2079569
23,6.7476583,6.648066,"('insincere', 'sincere')",6.7476583,6.648066,-0.0995923
24,1.7793773,1.8641064,"('dishonest', 'honest')",1.7793773,1.8641064,0.0847291
25,0.8855256,0.7265374,"('egoistic', 'altruistic')",0.8855256,0.7265374,-0.1589882
26,1.0714104,0.9694069,"('hardhearted', 'benevolent')",1.0714104,0.9694069,-0.1020035
27,1.5597304,1.2824204,"('hardhearted', 'softhearted')",1.5597304,1.2824204,-0.27731
28,1.6654686,1.6696838,"('disloyal', 'loyal')",1.6654686,1.6696838,0.0042152
29,-0.47645095,-0.55618215,"('unfair', 'fair')",-0.4764509,-0.5561821,-0.0797312
30,0.69973886,0.80583346,"('intolerant', 'tolerant')",0.6997389,0.8058335,0.1060946
