,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5061586,-0.63707703,"('unsociable', 'sociable')",0.6835351,0.5383723,-0.37557536,-0.46121138,-0.0660663,-0.1866387,-0.1205724
1,-1.5642186,-1.6327841,"('unfriendly', 'friendly')",-0.61621207,-0.70142156,1.8425227,1.7727512,-0.112636,-0.1871515,-0.0745155
2,1.4067183,1.4314656,"('unlikable', 'likable')",1.8185042,1.8608861,0.6811352,0.783344,1.3021193,1.3585652,0.0564459
3,-0.1986312,-0.13548172,"('repellent', 'pleasant')",0.5643861,0.6310578,0.11627276,0.17446043,0.1606759,0.2233455,0.0626696
4,-0.056442935,-0.115359575,"('disliked', 'liked')",-0.15149778,-0.2883054,-6.5164614,-6.6501412,-2.2414673,-2.3512688,-0.1098015
5,-0.8318633,-0.7793251,"('distant', 'outgoing')",-1.7186662,-1.6869609,-0.25187004,-0.27512124,-0.9341332,-0.9138025,0.0203307
6,-1.0271335,-0.9376101,"('distant', 'open')",-1.9558574,-1.9076482,0.3834775,0.33446828,-0.8665044,-0.83693,0.0295744
7,-0.30923685,-0.35314438,"('insensitive', 'sensitive')",0.17113315,0.26307642,0.6663006,0.7203674,0.1760656,0.2100998,0.0340342
8,-1.3675159,-1.4684134,"('unaffectionate', 'affectionate')",-0.4678601,-0.48094305,0.8809449,0.80107015,-0.3181437,-0.3827621,-0.0646184
9,-1.2377803,-1.3333076,"('unaffectionate', 'caring')",-0.32653978,-0.3206398,1.2007917,1.19913,-0.1211761,-0.1516058,-0.0304297
10,-0.7906727,-0.881807,"('unsympathetic', 'sympathetic')",0.2204935,0.29902104,-0.39670476,-0.32734144,-0.3222947,-0.3033758,0.0189189
11,-0.07342795,-0.17690462,"('unhelpful', 'helpful')",0.09758478,0.10267234,1.6344347,1.7124234,0.5528638,0.5460637,-0.0068001
12,-0.07991629,-0.017956622,"('unsupportive', 'supportive')",0.7419932,0.8836779,-1.8750122,-1.8229176,-0.4043117,-0.3190654,0.0852463
13,-0.63964057,-0.6290561,"('impolite', 'polite')",0.075755864,0.099462666,-0.5745326,-0.52700865,-0.3794725,-0.3522007,0.0272718
14,1.0337057,0.9767075,"('antisocial', 'social')",1.9487884,1.9479166,-0.2430354,-0.29117784,0.9131529,0.8778155,-0.0353374
15,0.82712394,0.64153284,"('boring', 'funny')",-0.5338492,-0.63388723,0.62315434,0.5592826,0.3054764,0.1889761,-0.1165003
16,-0.15125707,-0.16573012,"('unpopular', 'popular')",-0.5096212,-0.52622133,0.48261076,0.46129876,-0.0594225,-0.0768842,-0.0174617
17,0.37051183,0.4433608,"('nasty', 'nice')",-0.726763,-0.70793986,-0.42852926,-0.41504604,-0.2615935,-0.2265417,0.0350518
18,-0.9288985,-0.93815637,"('disagreeable', 'welcoming')",-0.70747274,-0.67672616,-0.3644027,-0.43735877,-0.6669246,-0.6840804,-0.0171558
19,-1.0820456,-1.0937095,"('inhospitable', 'hospitable')",-1.6926627,-1.7620032,-0.17701322,-0.11550078,-0.9839071,-0.9904044,-0.0064973
20,0.76624614,0.8075554,"('rough', 'thoughtful')",1.0930065,1.1411778,1.2001133,1.1571279,1.0197887,1.035287,0.0154983
21,0.42905545,0.36798865,"('immoral', 'moral')",0.7820448,0.8003139,-0.74847424,-0.68348104,0.1542087,0.1616072,0.0073985
22,0.14017984,0.100792795,"('untrustworthy', 'trustworthy')",0.55532986,0.51352143,-0.89830256,-0.9606114,-0.0675976,-0.1154324,-0.0478348
23,-1.1950154,-1.2856859,"('insincere', 'sincere')",0.16473337,0.21963619,5.835255,5.7648916,1.6016577,1.5662807,-0.035377
24,-0.76941824,-0.82678986,"('dishonest', 'honest')",-0.33973676,-0.28676194,0.566282,0.53635913,-0.1809577,-0.1923976,-0.0114399
25,-0.41661468,-0.49327928,"('egoistic', 'altruistic')",-0.20850874,-0.3318539,1.6807415,1.6055156,0.3518727,0.2601275,-0.0917452
26,0.57176757,0.50651264,"('hardhearted', 'benevolent')",1.0707155,1.052021,1.8955401,1.8438686,1.1793411,1.1341341,-0.045207
27,-0.12680744,-0.066612065,"('hardhearted', 'softhearted')",-0.25781506,-0.23412135,1.3038993,1.2200651,0.3064256,0.3064439,1.83e-05
