,chubb_male,chubb_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.38681865,-0.6523982,"('unsociable', 'sociable')",-0.060092397,-0.2369601,-0.2234555,-0.4446792,-0.2212237
1,-1.1358631,-1.198382,"('unfriendly', 'friendly')",1.1871858,0.991283,0.0256613,-0.1035495,-0.1292108
2,-0.16411388,-0.091529906,"('unlikable', 'likable')",0.23464648,0.25778353,0.0352663,0.0831268,0.0478605
3,-0.593093,-0.4514135,"('repellent', 'pleasant')",0.45568687,0.5185294,-0.0687031,0.033558,0.1022611
4,0.30568287,0.29655406,"('disliked', 'liked')",-6.412057,-6.3699265,-3.0531871,-3.0366862,0.0165009
5,-0.33439383,-0.26253358,"('distant', 'outgoing')",-0.31178296,-0.32784447,-0.3230884,-0.295189,0.0278994
6,-1.0523024,-0.92100847,"('distant', 'open')",-0.60970014,-0.6550573,-0.8310013,-0.7880329,0.0429684
7,-0.6509874,-0.6217363,"('insensitive', 'sensitive')",0.142652,0.12590267,-0.2541677,-0.2479168,0.0062509
8,-2.42559,-2.494223,"('unaffectionate', 'affectionate')",0.23516157,0.0880602,-1.0952142,-1.2030815,-0.1078673
9,-1.9959143,-2.013999,"('unaffectionate', 'caring')",0.8226052,0.74230695,-0.5866545,-0.635846,-0.0491915
10,-1.10306,-1.2036256,"('unsympathetic', 'sympathetic')",-0.6985102,-0.77134025,-0.9007851,-0.9874829,-0.0866978
11,0.03179728,-0.03608574,"('unhelpful', 'helpful')",1.8959461,1.908426,0.9638717,0.9361702,-0.0277015
12,-0.80240667,-0.76113665,"('unsupportive', 'supportive')",-2.0315864,-2.0152233,-1.4169965,-1.38818,0.0288165
13,0.42416835,0.26749986,"('impolite', 'polite')",-0.41562712,-0.42345563,0.0042706,-0.0779779,-0.0822485
14,-0.018471293,-0.089141324,"('antisocial', 'social')",0.08171079,0.05021613,0.0316197,-0.0194626,-0.0510823
15,0.86580634,0.7184805,"('boring', 'funny')",0.08708314,0.015321707,0.4764448,0.3669011,-0.1095437
16,-0.2847658,-0.24676788,"('unpopular', 'popular')",0.5845693,0.5390393,0.1499017,0.1461357,-0.003766
17,0.08864448,0.075883865,"('nasty', 'nice')",-0.42585295,-0.3452548,-0.1686042,-0.1346855,0.0339187
18,-0.80869925,-0.7913533,"('disagreeable', 'welcoming')",-0.58115697,-0.69460344,-0.6949281,-0.7429783,-0.0480502
19,-0.84016454,-0.8145693,"('inhospitable', 'hospitable')",-0.59640366,-0.60519093,-0.7182841,-0.7098801,0.008404
20,-0.3904854,-0.4192435,"('rough', 'thoughtful')",0.7925956,0.78038764,0.2010551,0.1805721,-0.020483
21,0.43308735,0.3368033,"('immoral', 'moral')",-0.3580972,-0.34614193,0.0374951,-0.0046693,-0.0421644
22,0.104460806,0.07127334,"('untrustworthy', 'trustworthy')",-1.0335191,-1.04185,-0.4645292,-0.4852883,-0.0207591
23,-0.41269425,-0.4921189,"('insincere', 'sincere')",5.790231,5.707188,2.6887684,2.6075346,-0.0812338
24,0.3685959,0.29879525,"('dishonest', 'honest')",0.46699002,0.45318726,0.417793,0.3759913,-0.0418017
25,-0.8359888,-0.83067405,"('egoistic', 'altruistic')",0.669683,0.61713845,-0.0831529,-0.1067678,-0.0236149
26,-0.30452484,-0.37866354,"('hardhearted', 'benevolent')",1.3589765,1.2496675,0.5272259,0.435502,-0.0917239
27,0.23776896,0.2985008,"('hardhearted', 'softhearted')",0.6247327,0.4840696,0.4312508,0.3912852,-0.0399656
28,-1.182103,-1.2663882,"('disloyal', 'loyal')",1.0713568,0.9726822,-0.0553731,-0.146853,-0.0914799
29,0.47937164,0.47769538,"('unfair', 'fair')",-0.45139006,-0.59374243,0.0139908,-0.0580235,-0.0720143
30,0.6404365,0.48498154,"('intolerant', 'tolerant')",1.1631095,1.0984838,0.901773,0.7917327,-0.1100403
31,-1.3918002,-1.336038,"('evil', 'good')",-0.8698182,-0.9391617,-1.1308092,-1.1375998,-0.0067906
32,0.09452613,0.031078398,"('unkind', 'kind')",0.58972317,0.40320566,0.3421246,0.217142,-0.1249826
33,-0.1655319,-0.13140228,"('wrong', 'right')",-0.73291975,-0.7009162,-0.4492258,-0.4161592,0.0330666
34,-0.31102434,-0.27110884,"('mean', 'honorable')",5.664717,5.719122,2.6768465,2.7240067,0.0471602
35,-0.63502914,-0.60517097,"('corrupt', 'incorrupt')",-0.57851684,-0.5966721,-0.606773,-0.6009215,0.0058515
36,-1.2543426,-1.2429061,"('hostile', 'amicable')",-0.41836274,-0.54003197,-0.8363526,-0.891469,-0.0551164
37,-0.471185,-0.5295588,"('fake', 'genuine')",-0.24085449,-0.21359743,-0.3560197,-0.3715781,-0.0155584
38,-0.7398701,-0.7307391,"('untruthful', 'truthful')",0.26515558,0.3968994,-0.2373572,-0.1669199,0.0704373
39,1.0013674,1.0067798,"('exploitative', 'cooperative')",-0.09413706,-0.03745686,0.4536152,0.4846615,0.0310463
40,-0.50919384,-0.4713367,"('stingy', 'generous')",-1.9610631,-1.93564,-1.2351285,-1.2034883,0.0316402
41,-0.30024678,-0.41292313,"('unforgiving', 'forgiving')",-0.06740385,-0.190047,-0.1838253,-0.3014851,-0.1176598
42,0.11263539,0.11517116,"('unreliable', 'reliable')",-3.4678235,-3.4465818,-1.6775941,-1.6657053,0.0118888
43,-0.18495333,-0.21330583,"('irresponsible', 'responsible')",0.30085006,0.25361946,0.0579484,0.0201568,-0.0377916
