,ingevity_male,ingevity_female,tuple,corp_male,corp_female,average_male,average_female,female-male
51,-0.6937766,-0.7569415,"('uneducated', 'educated')",-0.25245574,-0.2472743,-0.4731162,-0.5021079,-0.0289917
52,-0.6090561,-0.8063245,"('irrational', 'rational')",0.47295496,0.30155492,-0.0680506,-0.2523848,-0.1843342
53,-1.7150681,-1.6880246,"('uncreative', 'creative')",0.52711725,0.42215365,-0.5939754,-0.6329355,-0.0389601
54,-0.710799,-0.71541077,"('incapable', 'capable')",0.89032674,0.94862807,0.0897639,0.1166086,0.0268447
55,-0.6790712,-0.62381256,"('incompetent', 'clever')",0.08916321,0.12146382,-0.294954,-0.2511744,0.0437796
56,0.47215745,0.4971983,"('impractical', 'practical')",-0.66904455,-0.60233885,-0.0984436,-0.0525703,0.0458733
57,-1.0890051,-1.082152,"('unimaginative', 'imaginative')",-3.3002067,-3.3608685,-2.1946058,-2.2215102,-0.0269044
58,-0.7625268,-0.7580523,"('undiscriminating', 'discriminating')",0.07714417,0.015014535,-0.3426913,-0.3715189,-0.0288276
59,0.0037375726,-0.04629805,"('foolish', 'wise')",0.4502885,0.48069417,0.227013,0.2171981,-0.0098149
60,0.2524654,0.34984338,"('inefficient', 'efficient')",-0.42548698,-0.24973291,-0.0865108,0.0500552,0.136566
61,-0.45272776,-0.507911,"('illogical', 'logical')",0.5893169,0.4217614,0.0682946,-0.0430748,-0.1113694
62,0.081135616,0.19826809,"('incompetent', 'brilliant')",0.36151025,0.51422364,0.2213229,0.3562459,0.134923
63,-0.96948564,-0.84570736,"('unperceptive', 'insightful')",0.48229578,0.5575759,-0.2435949,-0.1440657,0.0995292
64,0.5570616,0.5887735,"('shy', 'confident')",-7.0213737,-7.0611,-3.232156,-3.2361631,-0.0040071
65,-0.105539165,-0.19851883,"('insecure', 'secure')",-0.6207662,-0.5396337,-0.3631527,-0.3690763,-0.0059236
66,-0.41721818,-0.37684572,"('inactive', 'active')",0.5282181,0.52702093,0.0555,0.0750876,0.0195876
67,0.9209194,0.9047699,"('doubtful', 'determined')",-0.45436254,-0.43518,0.2332784,0.2347949,0.0015165
68,-0.4108131,-0.45900083,"('dependent', 'independent')",-0.811857,-0.8127794,-0.611335,-0.6358901,-0.0245551
69,1.435625,1.4925627,"('lazy', 'industrious')",-0.40252534,-0.392266,0.5165498,0.5501483,0.0335985
70,-0.24355632,-0.119109005,"('lethargic', 'energetic')",-0.17666039,-0.13896464,-0.2101084,-0.1290368,0.0810716
71,-0.2826928,-0.20082745,"('diffident', 'self-confident')",0.8501138,0.85058606,0.2837105,0.3248793,0.0411688
72,-0.73145825,-0.74890274,"('unambitious', 'ambitious')",-0.37585607,-0.3379498,-0.5536572,-0.5434263,0.0102309
73,0.9038659,0.8888295,"('helpless', 'self-reliant')",-3.2526,-3.2741828,-1.1743671,-1.1926767,-0.0183096
74,-0.69955105,-0.63103634,"('undedicated', 'dedicated')",-0.45296293,-0.5460653,-0.576257,-0.5885508,-0.0122938
75,0.29172504,0.30237085,"('meek', 'impulsive')",-0.6185496,-0.531796,-0.1634123,-0.1147126,0.0486997
76,0.7017637,0.80126935,"('anxious', 'daring')",-0.53837353,-0.43962055,0.0816951,0.1808244,0.0991293
77,-0.40028504,-0.32130286,"('unmotivated', 'motivated')",-1.3857074,-1.2437923,-0.8929962,-0.7825476,0.1104486
78,-1.2483189,-1.1444969,"('nonresilient', 'resilient')",0.070771664,0.06653502,-0.5887736,-0.538981,0.0497926
79,-0.7724343,-0.7564596,"('wavering', 'unwavering')",-0.21505894,-0.17386842,-0.4937466,-0.465164,0.0285826
80,0.594259,0.57369715,"('dominated', 'dominating')",-1.2322565,-1.0658766,-0.3189988,-0.2460897,0.0729091
81,0.80298126,0.772381,"('submissive', 'aggressive')",-1.0324514,-0.84798974,-0.1147351,-0.0378044,0.0769307
82,-0.7471096,-0.71115863,"('poor', 'rich')",6.683124,6.771937,2.9680073,3.0303891,0.0623818
83,0.25406465,0.25699538,"('powerless', 'powerful')",-1.0517904,-1.0411317,-0.3988628,-0.3920682,0.0067946
84,0.57726794,0.49710032,"('inferior', 'superior')",0.7431603,0.7708763,0.6602141,0.6339883,-0.0262258
85,-0.6766868,-0.696605,"('insignificant', 'prestigious')",0.59783214,0.5026009,-0.0394273,-0.0970021,-0.0575748
86,-2.0909684,-2.1018128,"('uninfluential', 'influential')",-0.3372451,-0.4050437,-1.2141068,-1.2534282,-0.0393214
87,0.1879614,0.1390695,"('unsuccessful', 'successful')",0.7258228,0.8313558,0.4568921,0.4852127,0.0283206
88,0.06995119,0.03130072,"('low', 'eminent')",-0.4090731,-0.40778944,-0.169561,-0.1882444,-0.0186834
