,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0460588,-1.1968552,"('unsociable', 'sociable')",0.1828866,-0.014584394,-0.62058467,-0.7522419,-0.4945856,-0.6545605,-0.1599749
1,-0.20733339,-0.29502586,"('unfriendly', 'friendly')",0.73621356,0.45907757,1.558103,1.4253471,0.6956611,0.5297996,-0.1658615
2,0.46703446,0.5043287,"('unlikable', 'likable')",0.9686875,0.9864572,0.68099046,0.7841911,0.7055708,0.7583257,0.0527549
3,0.13874805,0.15440702,"('repellent', 'pleasant')",0.9742003,1.0037415,0.36140743,0.3830734,0.4914519,0.5137406,0.0222887
4,-1.0956304,-1.173708,"('disliked', 'liked')",-0.26032278,-0.39108327,-6.167994,-6.188757,-2.5079824,-2.584516,-0.0765336
5,-1.008089,-0.9650709,"('distant', 'outgoing')",-0.5829831,-0.58566785,-0.19216523,-0.17528272,-0.5944124,-0.5753405,0.0190719
6,-1.5306412,-1.5140979,"('distant', 'open')",-0.9408262,-1.0332682,0.36439937,0.37074125,-0.702356,-0.7255416,-0.0231856
7,0.64312273,0.6053439,"('insensitive', 'sensitive')",0.8790194,0.95864874,0.5998239,0.60817593,0.707322,0.7240562,0.0167342
8,-0.3630705,-0.37124377,"('unaffectionate', 'affectionate')",-0.37171662,-0.45210996,0.6893648,0.61232543,-0.0151408,-0.0703428,-0.055202
9,0.88376886,0.88788444,"('unaffectionate', 'caring')",0.7276521,0.7032726,0.9638657,0.93499285,0.8584289,0.8420499,-0.016379
10,0.53072584,0.35239646,"('unsympathetic', 'sympathetic')",-0.10675497,-0.2087887,-0.37884563,-0.41095236,0.0150417,-0.0891149,-0.1041566
11,0.6207023,0.74085677,"('unhelpful', 'helpful')",0.9084964,0.9986223,1.5453637,1.6469448,1.0248541,1.1288079,0.1039538
12,1.0516757,1.0454605,"('unsupportive', 'supportive')",0.9998013,1.0157123,-1.7885373,-1.769088,0.0876466,0.0973616,0.009715
13,-0.10306585,-0.06775574,"('impolite', 'polite')",-0.29729977,-0.17352054,-0.5050286,-0.5466876,-0.3017981,-0.2626546,0.0391435
14,0.09882878,0.094500214,"('antisocial', 'social')",0.6681537,0.6787168,-0.7734257,-0.8299271,-0.0021477,-0.0189034,-0.0167557
15,-0.70350975,-0.71030015,"('boring', 'funny')",-0.7830015,-0.7834068,0.25222328,0.23071532,-0.4114293,-0.4209972,-0.0095679
16,-1.6823368,-1.7394111,"('unpopular', 'popular')",0.05664946,-0.09175518,0.53096235,0.49579132,-0.3649083,-0.445125,-0.0802167
17,-0.5842241,-0.5312917,"('nasty', 'nice')",-0.15111163,-0.004582744,-0.5695332,-0.47944525,-0.4349563,-0.3384399,0.0965164
18,-0.24066031,-0.27672595,"('disagreeable', 'welcoming')",-0.5666306,-0.6210625,-0.39139485,-0.41508666,-0.3995619,-0.4376251,-0.0380632
