,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-0.8966884,-1.0888549,"('unsociable', 'sociable')",-0.8966884,-1.0888549,-0.1921665
1,-1.2831618,-1.4951161,"('unfriendly', 'friendly')",-1.2831618,-1.4951161,-0.2119543
2,-0.08825281,-0.06261953,"('unlikable', 'likable')",-0.0882528,-0.0626195,0.0256333
3,-0.2728869,-0.22798605,"('repellent', 'pleasant')",-0.2728869,-0.2279861,0.0449008
4,-1.727249,-1.6926966,"('disliked', 'liked')",-1.727249,-1.6926966,0.0345524
5,-1.1770064,-1.126925,"('distant', 'outgoing')",-1.1770064,-1.126925,0.0500814
6,-1.2239546,-1.1972996,"('distant', 'open')",-1.2239546,-1.1972996,0.026655
7,-0.4921231,-0.5471912,"('insensitive', 'sensitive')",-0.4921231,-0.5471912,-0.0550681
8,-1.6980153,-1.8339704,"('unaffectionate', 'affectionate')",-1.6980153,-1.8339704,-0.1359551
9,-1.4355842,-1.5764561,"('unaffectionate', 'caring')",-1.4355842,-1.5764561,-0.1408719
10,-0.81821936,-0.919799,"('unsympathetic', 'sympathetic')",-0.8182194,-0.919799,-0.1015796
11,0.81107855,0.7990021,"('unhelpful', 'helpful')",0.8110785,0.7990021,-0.0120764
12,-1.1618046,-1.1462685,"('unsupportive', 'supportive')",-1.1618046,-1.1462685,0.0155361
13,-0.53568685,-0.61364365,"('impolite', 'polite')",-0.5356869,-0.6136436,-0.0779567
14,-0.16755389,-0.23740292,"('antisocial', 'social')",-0.1675539,-0.2374029,-0.069849
15,0.24370985,0.17720926,"('boring', 'funny')",0.2437098,0.1772093,-0.0665005
16,-0.8979545,-0.98688906,"('unpopular', 'popular')",-0.8979545,-0.9868891,-0.0889346
17,-0.06804188,0.01281129,"('nasty', 'nice')",-0.0680419,0.0128113,0.0808532
18,-0.8093466,-0.9167967,"('disagreeable', 'welcoming')",-0.8093466,-0.9167967,-0.1074501
19,-1.1009495,-1.0049822,"('inhospitable', 'hospitable')",-1.1009495,-1.0049822,0.0959673
20,1.0056477,0.94507754,"('rough', 'thoughtful')",1.0056477,0.9450775,-0.0605702
21,0.7796672,0.74502766,"('immoral', 'moral')",0.7796672,0.7450277,-0.0346395
22,-0.10040605,-0.18916178,"('untrustworthy', 'trustworthy')",-0.1004061,-0.1891618,-0.0887557
23,1.037773,0.9086889,"('insincere', 'sincere')",1.037773,0.9086889,-0.1290841
24,-0.17218842,-0.23665905,"('dishonest', 'honest')",-0.1721884,-0.236659,-0.0644706
25,-0.27768221,-0.3686443,"('egoistic', 'altruistic')",-0.2776822,-0.3686443,-0.0909621
26,0.3943032,0.1996748,"('hardhearted', 'benevolent')",0.3943032,0.1996748,-0.1946284
27,0.02211231,-0.13268374,"('hardhearted', 'softhearted')",0.0221123,-0.1326837,-0.154796
28,-0.526667,-0.7128843,"('disloyal', 'loyal')",-0.526667,-0.7128843,-0.1862173
29,-0.33403376,-0.35517606,"('unfair', 'fair')",-0.3340338,-0.3551761,-0.0211423
