,eqt_male,eqt_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.91382915,-1.0920547,"('unsociable', 'sociable')",-0.119318426,-0.30469587,-0.5165738,-0.6983753,-0.1818015
1,-1.8687057,-1.89141,"('unfriendly', 'friendly')",1.3845214,1.2625629,-0.2420922,-0.3144236,-0.0723314
2,0.4926557,0.48248285,"('unlikable', 'likable')",0.7072198,0.6647133,0.5999377,0.5735981,-0.0263396
3,-0.31828195,-0.28561473,"('repellent', 'pleasant')",0.6834288,0.7207192,0.1825734,0.2175522,0.0349788
4,0.10541946,0.07314886,"('disliked', 'liked')",-6.036353,-6.207687,-2.9654667,-3.0672691,-0.1018024
5,-0.97649264,-0.89735085,"('distant', 'outgoing')",-0.5985246,-0.60065955,-0.7875086,-0.7490052,0.0385034
6,-1.0818337,-0.9691874,"('distant', 'open')",-0.59020096,-0.5957475,-0.8360174,-0.7824674,0.05355
7,-0.6471447,-0.69370925,"('insensitive', 'sensitive')",0.29118827,0.27996948,-0.1779782,-0.2068699,-0.0288917
8,-1.6095998,-1.6282165,"('unaffectionate', 'affectionate')",0.4112496,0.3512381,-0.5991751,-0.6384892,-0.0393141
9,-1.8334073,-1.8902967,"('unaffectionate', 'caring')",0.75531554,0.72162,-0.5390459,-0.5843383,-0.0452924
10,-1.1911886,-1.2886689,"('unsympathetic', 'sympathetic')",-0.97082,-1.0095875,-1.0810043,-1.1491282,-0.0681239
11,-0.36274445,-0.48469293,"('unhelpful', 'helpful')",1.1901764,1.1829138,0.413716,0.3491104,-0.0646056
12,-0.43327478,-0.40252328,"('unsupportive', 'supportive')",-2.2368956,-2.3072097,-1.3350852,-1.3548665,-0.0197813
13,-0.6205681,-0.74434745,"('impolite', 'polite')",-1.1866672,-1.2204545,-0.9036176,-0.982401,-0.0787834
14,0.31505078,0.21719603,"('antisocial', 'social')",0.19109017,0.10535681,0.2530705,0.1612764,-0.0917941
15,0.51508796,0.42613015,"('boring', 'funny')",0.31450588,0.28568172,0.4147969,0.355906,-0.0588909
16,-0.060527124,-0.07473869,"('unpopular', 'popular')",0.6109123,0.55443335,0.2751926,0.2398473,-0.0353453
17,-0.13820021,-0.11093559,"('nasty', 'nice')",-0.2764259,-0.276678,-0.2073131,-0.1938068,0.0135063
18,-0.9948649,-1.0413077,"('disagreeable', 'welcoming')",-0.4589913,-0.56303304,-0.7269281,-0.8021704,-0.0752423
19,-0.96425015,-0.9443855,"('inhospitable', 'hospitable')",-0.4547654,-0.4361417,-0.7095078,-0.6902636,0.0192442
20,0.67751074,0.64711756,"('rough', 'thoughtful')",0.9550652,0.94662094,0.816288,0.7968693,-0.0194187
21,0.18524219,0.051695377,"('immoral', 'moral')",-0.46079117,-0.47437137,-0.1377745,-0.211338,-0.0735635
22,-0.025692403,-0.10293561,"('untrustworthy', 'trustworthy')",-0.84787923,-0.9277193,-0.4367858,-0.5153275,-0.0785417
23,-1.0300564,-1.1606579,"('insincere', 'sincere')",5.3923326,5.347706,2.181138,2.093524,-0.087614
24,-0.76479167,-0.83743,"('dishonest', 'honest')",0.29248902,0.2645266,-0.2361513,-0.2864517,-0.0503004
25,-0.5582416,-0.52990025,"('egoistic', 'altruistic')",1.4103382,1.4271922,0.4260483,0.448646,0.0225977
26,-0.23899318,-0.2706383,"('hardhearted', 'benevolent')",2.1303456,2.0691454,0.9456762,0.8992536,-0.0464226
27,-0.640539,-0.60210407,"('hardhearted', 'softhearted')",1.0499258,1.0001628,0.2046934,0.1990294,-0.005664
28,-0.8896449,-1.0135639,"('disloyal', 'loyal')",1.1069921,1.0056413,0.1086736,-0.0039613,-0.1126349
29,-0.17267814,-0.21804586,"('unfair', 'fair')",-0.28748018,-0.41427553,-0.2300792,-0.3161607,-0.0860815
30,0.5236843,0.3696212,"('intolerant', 'tolerant')",0.99309784,0.880376,0.7583911,0.6249986,-0.1333925
31,-0.69867325,-0.5192303,"('evil', 'good')",-0.308266,-0.36452115,-0.5034696,-0.4418757,0.0615939
32,-0.53195196,-0.68016636,"('unkind', 'kind')",0.59400207,0.40362307,0.0310251,-0.1382716,-0.1692967
33,0.21387883,0.16984302,"('wrong', 'right')",-0.82960266,-0.8780054,-0.3078619,-0.3540812,-0.0462193
34,-0.36923432,-0.25611627,"('mean', 'honorable')",5.3371353,5.4935865,2.4839506,2.6187351,0.1347845
35,0.2896726,0.29299513,"('corrupt', 'incorrupt')",-0.05710901,-0.09485181,0.1162818,0.0990717,-0.0172101
36,-0.6325924,-0.6422187,"('hostile', 'amicable')",0.18278001,0.042872436,-0.2249062,-0.2996731,-0.0747669
37,-0.30577505,-0.32330608,"('fake', 'genuine')",-0.36613026,-0.35424313,-0.3359526,-0.3387746,-0.002822
38,-1.2056953,-1.2142619,"('untruthful', 'truthful')",-0.49070776,-0.47362375,-0.8482015,-0.8439428,0.0042587
39,1.0713487,1.0323379,"('exploitative', 'cooperative')",0.2779851,0.29066733,0.6746669,0.6615026,-0.0131643
40,-0.36309737,-0.3581169,"('stingy', 'generous')",-1.4205859,-1.5577377,-0.8918417,-0.9579273,-0.0660856
41,-0.7154793,-0.7268045,"('unforgiving', 'forgiving')",0.068497166,-0.10679748,-0.3234911,-0.416801,-0.0933099
42,0.42574054,0.40549073,"('unreliable', 'reliable')",-3.5350716,-3.6429346,-1.5546656,-1.618722,-0.0640564
43,-0.57003695,-0.5544027,"('irresponsible', 'responsible')",0.09121348,0.07411151,-0.2394117,-0.2401456,-0.0007339
44,0.7713516,0.77738494,"('prejudiced', 'unprejudiced')",-1.3397584,-1.3272582,-0.2842034,-0.2749366,0.0092668
45,-0.53589493,-0.5381976,"('incompetent', 'competent')",-0.041961372,-0.12088467,-0.2889282,-0.3295411,-0.0406129
46,-0.53203577,-0.56496054,"('uncompetitive', 'competitive')",-1.1378963,-1.1826884,-0.8349661,-0.8738245,-0.0388584
47,0.4131024,0.4731439,"('stupid', 'smart')",5.0299993,5.168151,2.7215509,2.8206475,0.0990966
48,-0.59159935,-0.6518352,"('unintelligent', 'intelligent')",0.83252144,0.82633823,0.120461,0.0872515,-0.0332095
49,-0.16465412,-0.0774415,"('unable', 'able')",-0.1808274,-0.13635957,-0.1727408,-0.1069005,0.0658403
50,0.33762088,0.30147135,"('clumsy', 'skillful')",-0.08861255,-0.19751108,0.1245042,0.0519801,-0.0725241
51,-0.63158154,-0.8339608,"('uneducated', 'educated')",0.46881282,0.3805723,-0.0813844,-0.2266942,-0.1453098
52,-0.20967098,-0.34084556,"('irrational', 'rational')",0.33260667,0.23315755,0.0614678,-0.053844,-0.1153118
53,-1.2560499,-1.3081234,"('uncreative', 'creative')",0.48420057,0.40994212,-0.3859246,-0.4490906,-0.063166
54,-0.36171946,-0.45210978,"('incapable', 'capable')",0.606988,0.6632338,0.1226343,0.105562,-0.0170723
55,0.11877953,0.07043796,"('incompetent', 'clever')",0.37340918,0.34781232,0.2460944,0.2091251,-0.0369693
56,0.3573829,0.25826257,"('impractical', 'practical')",-0.65994585,-0.73655653,-0.1512815,-0.239147,-0.0878655
57,-0.6534681,-0.740809,"('unimaginative', 'imaginative')",-3.0337367,-3.076888,-1.8436024,-1.9088485,-0.0652461
58,-0.34988773,-0.39968982,"('undiscriminating', 'discriminating')",0.37528098,0.30645904,0.0126966,-0.0466154,-0.059312
59,0.90331745,0.8999544,"('foolish', 'wise')",0.20282643,0.19954868,0.5530719,0.5497515,-0.0033204
60,0.45345354,0.3872587,"('inefficient', 'efficient')",-0.6078398,-0.53636324,-0.0771931,-0.0745523,0.0026408
61,-0.011358749,-0.21068579,"('illogical', 'logical')",0.59861267,0.47110635,0.293627,0.1302103,-0.1634167
62,0.3941102,0.37090585,"('incompetent', 'brilliant')",0.25293192,0.29750678,0.3235211,0.3342063,0.0106852
63,-0.18724886,-0.20132121,"('unperceptive', 'insightful')",0.30090788,0.31193763,0.0568295,0.0553082,-0.0015213
64,0.6385277,0.5895304,"('shy', 'confident')",-6.6218414,-6.734091,-2.9916568,-3.0722802,-0.0806234
65,0.2351537,0.057497248,"('insecure', 'secure')",-0.4876343,-0.46703923,-0.1262403,-0.204771,-0.0785307
66,-0.90561,-0.88299936,"('inactive', 'active')",0.25215256,0.31041682,-0.3267287,-0.2862913,0.0404374
67,0.6426208,0.62261343,"('doubtful', 'determined')",-0.47658303,-0.49205732,0.0830189,0.0652781,-0.0177408
68,-0.18272212,-0.28002283,"('dependent', 'independent')",-0.5807204,-0.56154007,-0.3817213,-0.4207814,-0.0390601
69,0.8901646,0.9996625,"('lazy', 'industrious')",-0.41836482,-0.38265508,0.2358999,0.3085037,0.0726038
70,-0.20459042,-0.2657553,"('lethargic', 'energetic')",-0.12538533,-0.08979389,-0.1649879,-0.1777746,-0.0127867
71,0.055803947,0.0933546,"('diffident', 'self-confident')",0.56097305,0.5243514,0.3083885,0.308853,0.0004645
72,-0.44314903,-0.42809597,"('unambitious', 'ambitious')",-0.74724054,-0.7413045,-0.5951948,-0.5847002,0.0104946
73,1.3568227,1.3231759,"('helpless', 'self-reliant')",-2.9723556,-2.9999766,-0.8077664,-0.8384004,-0.030634
74,-0.3393413,-0.38357535,"('undedicated', 'dedicated')",-0.3753228,-0.4879938,-0.3573321,-0.4357846,-0.0784525
75,0.1547527,0.26572424,"('meek', 'impulsive')",-0.5421581,-0.44277298,-0.1937027,-0.0885244,0.1051783
76,0.34834224,0.3712599,"('anxious', 'daring')",-0.6614735,-0.62184733,-0.1565656,-0.1252937,0.0312719
77,-0.20826639,-0.20484397,"('unmotivated', 'motivated')",-1.4200902,-1.3049866,-0.8141783,-0.7549153,0.059263
78,-1.0127053,-0.9402679,"('nonresilient', 'resilient')",-0.1139504,-0.1474921,-0.5633278,-0.54388,0.0194478
79,-0.9667414,-0.987159,"('wavering', 'unwavering')",-0.46318245,-0.43438864,-0.7149619,-0.7107738,0.0041881
80,0.4115742,0.37578934,"('dominated', 'dominating')",-0.9322969,-0.82774395,-0.2603613,-0.2259773,0.034384
81,0.7438657,0.5946324,"('submissive', 'aggressive')",-1.0681587,-0.96516275,-0.1621465,-0.1852652,-0.0231187
82,-0.7418652,-0.78103745,"('poor', 'rich')",6.2160444,6.238335,2.7370896,2.7286489,-0.0084407
83,-0.02801431,-0.052662298,"('powerless', 'powerful')",-0.9854433,-1.0126625,-0.5067288,-0.5326624,-0.0259336
84,0.5988265,0.5344299,"('inferior', 'superior')",1.0045241,0.9812027,0.8016753,0.7578163,-0.043859
85,0.4090886,0.43668157,"('insignificant', 'prestigious')",0.8568803,0.767009,0.6329845,0.6018453,-0.0311392
86,-1.639291,-1.7905729,"('uninfluential', 'influential')",-0.35249525,-0.45424426,-0.9958931,-1.1224086,-0.1265155
