,contingency_male,contingency_female,tuple,average_male,average_female,female-male
0,-1.054045,-1.210265,"('unsociable', 'sociable')",-1.054045,-1.210265,-0.15622
1,-0.97681034,-1.0693201,"('unfriendly', 'friendly')",-0.9768103,-1.0693201,-0.0925098
2,0.043870248,0.16742279,"('unlikable', 'likable')",0.0438702,0.1674228,0.1235526
3,-1.445258,-1.2887524,"('repellent', 'pleasant')",-1.445258,-1.2887524,0.1565056
4,-2.3988678,-2.3676724,"('disliked', 'liked')",-2.3988678,-2.3676724,0.0311954
5,-0.23556468,-0.29542926,"('distant', 'outgoing')",-0.2355647,-0.2954293,-0.0598646
6,-0.12481756,-0.1932477,"('distant', 'open')",-0.1248176,-0.1932477,-0.0684301
7,-0.584765,-0.5265899,"('insensitive', 'sensitive')",-0.584765,-0.5265899,0.0581751
8,-0.89126873,-0.9762191,"('unaffectionate', 'affectionate')",-0.8912687,-0.9762191,-0.0849504
9,-0.8806914,-0.9076875,"('unaffectionate', 'caring')",-0.8806914,-0.9076875,-0.0269961
10,-1.5319939,-1.5450029,"('unsympathetic', 'sympathetic')",-1.5319939,-1.5450029,-0.013009
11,0.20770258,0.32543132,"('unhelpful', 'helpful')",0.2077026,0.3254313,0.1177287
12,-1.5543077,-1.4203341,"('unsupportive', 'supportive')",-1.5543077,-1.4203341,0.1339736
13,-0.90603745,-0.8976959,"('impolite', 'polite')",-0.9060374,-0.8976959,0.0083415
14,0.3284979,0.25940883,"('antisocial', 'social')",0.3284979,0.2594088,-0.0690891
15,0.7272068,0.65067506,"('boring', 'funny')",0.7272068,0.6506751,-0.0765317
16,-0.9273524,-0.78847015,"('unpopular', 'popular')",-0.9273524,-0.7884701,0.1388823
17,-0.38140893,-0.28239515,"('nasty', 'nice')",-0.3814089,-0.2823952,0.0990137
18,-0.8322315,-0.7053356,"('disagreeable', 'welcoming')",-0.8322315,-0.7053356,0.1268959
19,-1.3650169,-1.2771869,"('inhospitable', 'hospitable')",-1.3650169,-1.2771869,0.08783
20,0.9347532,0.9261299,"('rough', 'thoughtful')",0.9347532,0.9261299,-0.0086233
21,-1.1092242,-0.89211416,"('immoral', 'moral')",-1.1092242,-0.8921142,0.21711
22,0.32425368,0.36024702,"('untrustworthy', 'trustworthy')",0.3242537,0.360247,0.0359933
23,0.6512254,0.74714994,"('insincere', 'sincere')",0.6512254,0.7471499,0.0959245
24,-0.9291914,-0.8833356,"('dishonest', 'honest')",-0.9291914,-0.8833356,0.0458558
25,0.7431649,0.7276329,"('egoistic', 'altruistic')",0.7431649,0.7276329,-0.015532
26,1.9120785,1.6633404,"('hardhearted', 'benevolent')",1.9120785,1.6633404,-0.2487381
27,0.37574148,0.27047664,"('hardhearted', 'softhearted')",0.3757415,0.2704766,-0.1052649
28,-0.7443389,-0.8468868,"('disloyal', 'loyal')",-0.7443389,-0.8468868,-0.1025479
29,0.15091671,0.0380786,"('unfair', 'fair')",0.1509167,0.0380786,-0.1128381
