,bandana_male,bandana_female,tuple,average_male,average_female,female-male
0,0.2720549,0.030427828,"('unsociable', 'sociable')",0.2720549,0.0304278,-0.2416271
1,0.15037367,-0.028521847,"('unfriendly', 'friendly')",0.1503737,-0.0285218,-0.1788955
2,0.60521245,0.5953175,"('unlikable', 'likable')",0.6052125,0.5953175,-0.009895
3,-0.68382233,-0.6437394,"('repellent', 'pleasant')",-0.6838223,-0.6437394,0.0400829
4,-1.1741545,-1.0153815,"('disliked', 'liked')",-1.1741545,-1.0153815,0.158773
5,0.15901129,0.24579045,"('distant', 'outgoing')",0.1590113,0.2457905,0.0867792
6,-0.27872175,-0.21800768,"('distant', 'open')",-0.2787217,-0.2180077,0.060714
7,-0.2650131,-0.35165545,"('insensitive', 'sensitive')",-0.2650131,-0.3516555,-0.0866424
8,0.37976155,0.2603314,"('unaffectionate', 'affectionate')",0.3797615,0.2603314,-0.1194301
9,0.4632647,0.27915835,"('unaffectionate', 'caring')",0.4632647,0.2791584,-0.1841063
10,-0.9663493,-1.1411449,"('unsympathetic', 'sympathetic')",-0.9663493,-1.1411449,-0.1747956
11,0.34554943,0.21134672,"('unhelpful', 'helpful')",0.3455494,0.2113467,-0.1342027
12,-0.31261298,-0.3117911,"('unsupportive', 'supportive')",-0.312613,-0.3117911,0.0008219
13,-0.31065613,-0.47433847,"('impolite', 'polite')",-0.3106561,-0.4743385,-0.1636824
14,0.41287926,0.29848582,"('antisocial', 'social')",0.4128793,0.2984858,-0.1143935
15,1.3130777,1.1514201,"('boring', 'funny')",1.3130777,1.1514201,-0.1616576
16,-0.33122146,-0.25434855,"('unpopular', 'popular')",-0.3312215,-0.2543485,0.076873
17,-0.37945914,-0.34862956,"('nasty', 'nice')",-0.3794591,-0.3486296,0.0308295
18,-0.009566575,-0.066196404,"('disagreeable', 'welcoming')",-0.0095666,-0.0661964,-0.0566298
19,0.1517044,0.17530954,"('inhospitable', 'hospitable')",0.1517044,0.1753095,0.0236051
20,-0.3372313,-0.34330636,"('rough', 'thoughtful')",-0.3372313,-0.3433064,-0.0060751
21,-0.41222477,-0.43723732,"('immoral', 'moral')",-0.4122248,-0.4372373,-0.0250125
22,-0.32137933,-0.45638254,"('untrustworthy', 'trustworthy')",-0.3213793,-0.4563825,-0.1350032
23,1.0548346,0.7842293,"('insincere', 'sincere')",1.0548346,0.7842293,-0.2706053
24,-0.4818025,-0.6725349,"('dishonest', 'honest')",-0.4818025,-0.6725349,-0.1907324
