,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
31,-3.1371233,-3.0960505,"('evil', 'good')",-3.1371233,-3.0960505,0.0410728
32,1.7620641,1.5572388,"('unkind', 'kind')",1.7620641,1.5572388,-0.2048253
33,-0.6177127,-0.70893246,"('wrong', 'right')",-0.6177127,-0.7089325,-0.0912198
34,4.067502,4.1965704,"('mean', 'honorable')",4.067502,4.1965704,0.1290684
35,-1.6567638,-1.754827,"('corrupt', 'incorrupt')",-1.6567638,-1.754827,-0.0980632
36,-1.2793252,-1.3368562,"('hostile', 'amicable')",-1.2793252,-1.3368562,-0.057531
37,0.35634303,0.364102,"('fake', 'genuine')",0.356343,0.364102,0.007759
38,0.7557761,0.69017655,"('untruthful', 'truthful')",0.7557761,0.6901765,-0.0655996
39,-0.1316408,-0.029554697,"('exploitative', 'cooperative')",-0.1316408,-0.0295547,0.1020861
40,-3.08322,-3.0967472,"('stingy', 'generous')",-3.08322,-3.0967472,-0.0135272
41,0.02584625,-0.056994162,"('unforgiving', 'forgiving')",0.0258463,-0.0569942,-0.0828405
42,-2.5044649,-2.3922942,"('unreliable', 'reliable')",-2.5044649,-2.3922942,0.1121707
43,1.0500315,1.1120284,"('irresponsible', 'responsible')",1.0500315,1.1120284,0.0619969
44,-2.0238783,-1.822005,"('prejudiced', 'unprejudiced')",-2.0238783,-1.822005,0.2018733
45,0.05076883,-0.05431164,"('incompetent', 'competent')",0.0507688,-0.0543116,-0.1050804
46,0.33845812,0.30881688,"('uncompetitive', 'competitive')",0.3384581,0.3088169,-0.0296412
47,4.6433554,4.706087,"('stupid', 'smart')",4.6433554,4.7060871,0.0627317
48,1.0015837,0.84257674,"('unintelligent', 'intelligent')",1.0015837,0.8425767,-0.159007
49,-0.07142546,0.1252527,"('unable', 'able')",-0.0714255,0.1252527,0.1966782
50,-0.7599955,-0.7939754,"('clumsy', 'skillful')",-0.7599955,-0.7939754,-0.0339799
51,1.103752,0.9660586,"('uneducated', 'educated')",1.103752,0.9660586,-0.1376934
52,-1.226928,-1.2087005,"('irrational', 'rational')",-1.226928,-1.2087005,0.0182275
53,-0.21182656,-0.1646822,"('uncreative', 'creative')",-0.2118266,-0.1646822,0.0471444
54,0.4666667,0.4972449,"('incapable', 'capable')",0.4666667,0.4972449,0.0305782
55,0.72558784,0.69150263,"('incompetent', 'clever')",0.7255878,0.6915026,-0.0340852
56,2.0370622,1.9622514,"('impractical', 'practical')",2.0370622,1.9622514,-0.0748108
57,-2.3049579,-2.3178616,"('unimaginative', 'imaginative')",-2.3049579,-2.3178616,-0.0129037
58,-0.42461556,-0.48488697,"('undiscriminating', 'discriminating')",-0.4246156,-0.484887,-0.0602714
59,-0.30137137,-0.3639363,"('foolish', 'wise')",-0.3013714,-0.3639363,-0.0625649
60,0.9076979,1.0180377,"('inefficient', 'efficient')",0.9076979,1.0180377,0.1103398
61,0.7183008,0.5095516,"('illogical', 'logical')",0.7183008,0.5095516,-0.2087492
62,1.3879956,1.4338409,"('incompetent', 'brilliant')",1.3879956,1.4338409,0.0458453
63,0.9211998,0.8256621,"('unperceptive', 'insightful')",0.9211998,0.8256621,-0.0955377
64,-5.210262,-5.196983,"('shy', 'confident')",-5.2102618,-5.1969829,0.0132789
65,-0.101165265,-0.09312843,"('insecure', 'secure')",-0.1011653,-0.0931284,0.0080369
66,-0.41494086,-0.5123934,"('inactive', 'active')",-0.4149409,-0.5123934,-0.0974525
67,0.13731872,0.0070277527,"('doubtful', 'determined')",0.1373187,0.0070278,-0.1302909
68,-1.0226222,-1.0908856,"('dependent', 'independent')",-1.0226222,-1.0908856,-0.0682634
69,-2.6756585,-2.5474923,"('lazy', 'industrious')",-2.6756585,-2.5474923,0.1281662
70,0.73843086,0.7533715,"('lethargic', 'energetic')",0.7384309,0.7533715,0.0149406
71,-0.12712348,-0.20702979,"('diffident', 'self-confident')",-0.1271235,-0.2070298,-0.0799063
72,0.70506907,0.75651914,"('unambitious', 'ambitious')",0.7050691,0.7565191,0.05145
73,-3.420253,-3.2826397,"('helpless', 'self-reliant')",-3.420253,-3.2826397,0.1376133
74,0.73744524,0.588973,"('undedicated', 'dedicated')",0.7374452,0.588973,-0.1484722
75,-1.381806,-1.178292,"('meek', 'impulsive')",-1.381806,-1.178292,0.203514
76,0.014129722,0.05646025,"('anxious', 'daring')",0.0141297,0.0564603,0.0423306
77,-0.8847136,-0.81032586,"('unmotivated', 'motivated')",-0.8847136,-0.8103259,0.0743877
78,-0.12455998,-0.18303801,"('nonresilient', 'resilient')",-0.12456,-0.183038,-0.058478
79,-1.1192347,-1.0522246,"('wavering', 'unwavering')",-1.1192347,-1.0522246,0.0670101
80,0.15894406,0.13989359,"('dominated', 'dominating')",0.1589441,0.1398936,-0.0190505
81,1.0876474,1.0625834,"('submissive', 'aggressive')",1.0876474,1.0625834,-0.025064
82,5.799209,5.73243,"('poor', 'rich')",5.7992091,5.73243,-0.0667791
83,-0.43125966,-0.5400055,"('powerless', 'powerful')",-0.4312597,-0.5400055,-0.1087458
84,0.01186242,-0.19561553,"('inferior', 'superior')",0.0118624,-0.1956155,-0.2074779
85,-1.746404,-1.9319308,"('insignificant', 'prestigious')",-1.7464041,-1.9319308,-0.1855267
86,1.4236438,1.2717372,"('uninfluential', 'influential')",1.4236438,1.2717372,-0.1519066
87,0.66867834,0.54836816,"('unsuccessful', 'successful')",0.6686783,0.5483682,-0.1203101
88,1.0686576,0.6969317,"('low', 'eminent')",1.0686576,0.6969317,-0.3717259
