,payee_male,payee_female,tuple,average_male,average_female,female-male
0,1.47702,1.3322438,"('unsociable', 'sociable')",1.47702,1.3322438,-0.1447762
1,-0.96446383,-0.9919745,"('unfriendly', 'friendly')",-0.9644638,-0.9919745,-0.0275107
2,0.27509955,0.39868495,"('unlikable', 'likable')",0.2750995,0.3986849,0.1235854
3,-0.3520724,-0.2263979,"('repellent', 'pleasant')",-0.3520724,-0.2263979,0.1256745
4,-2.6730034,-2.6831217,"('disliked', 'liked')",-2.6730034,-2.6831217,-0.0101183
5,-1.8626884,-1.8515123,"('distant', 'outgoing')",-1.8626884,-1.8515123,0.0111761
6,-1.9342786,-1.9368865,"('distant', 'open')",-1.9342786,-1.9368865,-0.0026079
7,1.0737286,1.0993875,"('insensitive', 'sensitive')",1.0737286,1.0993875,0.0256589
8,-1.2350193,-1.2813241,"('unaffectionate', 'affectionate')",-1.2350193,-1.2813241,-0.0463048
9,-0.42265728,-0.40912998,"('unaffectionate', 'caring')",-0.4226573,-0.40913,0.0135273
10,1.0558773,1.0755767,"('unsympathetic', 'sympathetic')",1.0558773,1.0755767,0.0196994
11,1.3364693,1.4871582,"('unhelpful', 'helpful')",1.3364693,1.4871582,0.1506889
12,-0.564095,-0.46119982,"('unsupportive', 'supportive')",-0.564095,-0.4611998,0.1028952
13,0.9347256,0.94624907,"('impolite', 'polite')",0.9347256,0.9462491,0.0115235
14,1.6755217,1.7321417,"('antisocial', 'social')",1.6755217,1.7321417,0.05662
15,0.14547822,-0.018632673,"('boring', 'funny')",0.1454782,-0.0186327,-0.1641109
16,-1.0700815,-1.0935539,"('unpopular', 'popular')",-1.0700815,-1.0935539,-0.0234724
17,0.31375456,0.39093626,"('nasty', 'nice')",0.3137546,0.3909363,0.0771817
18,-1.2798783,-1.1582144,"('disagreeable', 'welcoming')",-1.2798783,-1.1582144,0.1216639
19,-1.302493,-1.3194624,"('inhospitable', 'hospitable')",-1.302493,-1.3194624,-0.0169694
20,0.5072281,0.5112382,"('rough', 'thoughtful')",0.5072281,0.5112382,0.0040101
21,0.77613854,0.92342395,"('immoral', 'moral')",0.7761385,0.9234239,0.1472854
22,-0.0747008,0.018956814,"('untrustworthy', 'trustworthy')",-0.0747008,0.0189568,0.0936576
23,3.1969597,3.2241673,"('insincere', 'sincere')",3.1969597,3.2241673,0.0272076
24,0.21377194,0.1917266,"('dishonest', 'honest')",0.2137719,0.1917266,-0.0220453
25,0.0031856243,-0.13937485,"('egoistic', 'altruistic')",0.0031856,-0.1393749,-0.1425605
26,1.505534,1.292258,"('hardhearted', 'benevolent')",1.5055341,1.292258,-0.2132761
27,0.44476804,0.3860193,"('hardhearted', 'softhearted')",0.444768,0.3860193,-0.0587487
28,0.9182687,0.81627864,"('disloyal', 'loyal')",0.9182687,0.8162786,-0.1019901
29,-1.3053935,-1.2738383,"('unfair', 'fair')",-1.3053935,-1.2738383,0.0315552
30,0.8258795,0.8031971,"('intolerant', 'tolerant')",0.8258795,0.8031971,-0.0226824
31,-2.3470955,-2.3142328,"('evil', 'good')",-2.3470955,-2.3142328,0.0328627
32,1.5097547,1.5282656,"('unkind', 'kind')",1.5097547,1.5282656,0.0185109
33,-0.61070895,-0.6048653,"('wrong', 'right')",-0.610709,-0.6048653,0.0058437
34,2.2291412,2.4981782,"('mean', 'honorable')",2.2291412,2.4981782,0.269037
35,-1.3383974,-1.547966,"('corrupt', 'incorrupt')",-1.3383974,-1.547966,-0.2095686
36,-0.64969176,-0.8620646,"('hostile', 'amicable')",-0.6496918,-0.8620646,-0.2123728
37,0.28769496,0.34535617,"('fake', 'genuine')",0.287695,0.3453562,0.0576612
38,-0.13706961,-0.08308815,"('untruthful', 'truthful')",-0.1370696,-0.0830882,0.0539814
39,0.16820316,0.19847432,"('exploitative', 'cooperative')",0.1682032,0.1984743,0.0302711
40,-1.103201,-1.1284738,"('stingy', 'generous')",-1.103201,-1.1284738,-0.0252728
41,1.2666917,1.3128407,"('unforgiving', 'forgiving')",1.2666917,1.3128407,0.046149
42,0.00082847103,0.042971894,"('unreliable', 'reliable')",0.0008285,0.0429719,0.0421434
43,0.7339662,0.83518493,"('irresponsible', 'responsible')",0.7339662,0.8351849,0.1012187
44,-1.113383,-0.97246045,"('prejudiced', 'unprejudiced')",-1.1133831,-0.9724604,0.1409227
45,0.25420457,0.30838528,"('incompetent', 'competent')",0.2542046,0.3083853,0.0541807
46,0.56863505,0.6077098,"('uncompetitive', 'competitive')",0.568635,0.6077098,0.0390748
47,3.0712893,3.1404042,"('stupid', 'smart')",3.0712893,3.1404042,0.0691149
