,impairment_male,impairment_female,tuple,average_male,average_female,female-male
0,0.023809955,-0.14479892,"('unsociable', 'sociable')",0.02381,-0.1447989,-0.1686089
1,0.0776282,-0.040515356,"('unfriendly', 'friendly')",0.0776282,-0.0405154,-0.1181436
2,-0.5337958,-0.5449703,"('unlikable', 'likable')",-0.5337958,-0.5449703,-0.0111745
3,0.8375088,0.81402045,"('repellent', 'pleasant')",0.8375088,0.8140205,-0.0234883
4,-7.4418936,-7.512863,"('disliked', 'liked')",-7.4418936,-7.5128632,-0.0709696
5,-1.6821909,-1.7705134,"('distant', 'outgoing')",-1.6821909,-1.7705134,-0.0883225
6,-1.2881851,-1.3950448,"('distant', 'open')",-1.2881851,-1.3950448,-0.1068597
7,1.0677887,1.0015355,"('insensitive', 'sensitive')",1.0677887,1.0015355,-0.0662532
8,0.3321613,0.21275684,"('unaffectionate', 'affectionate')",0.3321613,0.2127568,-0.1194045
9,1.1746935,1.1126308,"('unaffectionate', 'caring')",1.1746935,1.1126308,-0.0620627
10,1.6704248,1.6365466,"('unsympathetic', 'sympathetic')",1.6704248,1.6365466,-0.0338782
11,2.1573467,2.1609628,"('unhelpful', 'helpful')",2.1573467,2.1609628,0.0036161
12,-1.132598,-1.149123,"('unsupportive', 'supportive')",-1.132598,-1.149123,-0.016525
13,-0.11673421,-0.22859736,"('impolite', 'polite')",-0.1167342,-0.2285974,-0.1118632
14,0.42702946,0.31518266,"('antisocial', 'social')",0.4270295,0.3151827,-0.1118468
15,-0.36448297,-0.51547307,"('boring', 'funny')",-0.364483,-0.5154731,-0.1509901
16,-1.3748761,-1.3953443,"('unpopular', 'popular')",-1.3748761,-1.3953443,-0.0204682
17,-0.7590484,-0.8195678,"('nasty', 'nice')",-0.7590484,-0.8195678,-0.0605194
18,-1.1466957,-1.2978466,"('disagreeable', 'welcoming')",-1.1466957,-1.2978466,-0.1511509
19,-1.4592764,-1.492276,"('inhospitable', 'hospitable')",-1.4592764,-1.492276,-0.0329996
20,0.9234109,0.82764715,"('rough', 'thoughtful')",0.9234109,0.8276471,-0.0957638
21,-0.16849115,-0.15791099,"('immoral', 'moral')",-0.1684912,-0.157911,0.0105802
22,-0.8565666,-0.9740881,"('untrustworthy', 'trustworthy')",-0.8565666,-0.9740881,-0.1175215
23,6.212185,6.138586,"('insincere', 'sincere')",6.2121849,6.138586,-0.0735989
24,1.185005,1.0105722,"('dishonest', 'honest')",1.1850049,1.0105722,-0.1744327
25,0.09464921,-0.032005534,"('egoistic', 'altruistic')",0.0946492,-0.0320055,-0.1266547
26,0.82961994,0.7843237,"('hardhearted', 'benevolent')",0.8296199,0.7843237,-0.0452962
27,1.0527157,0.8196035,"('hardhearted', 'softhearted')",1.0527157,0.8196035,-0.2331122
28,0.8474095,0.78856367,"('disloyal', 'loyal')",0.8474095,0.7885637,-0.0588458
29,-1.6563737,-1.7998213,"('unfair', 'fair')",-1.6563737,-1.7998213,-0.1434476
30,1.2949082,1.1998215,"('intolerant', 'tolerant')",1.2949082,1.1998215,-0.0950867
31,-2.7812788,-2.8262844,"('evil', 'good')",-2.7812788,-2.8262844,-0.0450056
32,0.8636002,0.7680653,"('unkind', 'kind')",0.8636002,0.7680653,-0.0955349
33,-0.98865616,-1.1082603,"('wrong', 'right')",-0.9886562,-1.1082603,-0.1196041
34,4.287151,4.340754,"('mean', 'honorable')",4.2871509,4.340754,0.0536031
