,impairment_male,impairment_female,tuple,average_male,average_female,female-male
35,-1.2133808,-1.3778018,"('corrupt', 'incorrupt')",-1.2133808,-1.3778018,-0.164421
36,-1.3757192,-1.4705484,"('hostile', 'amicable')",-1.3757192,-1.4705484,-0.0948292
37,0.7996435,0.653591,"('fake', 'genuine')",0.7996435,0.653591,-0.1460525
38,-0.13267061,-0.1991639,"('untruthful', 'truthful')",-0.1326706,-0.1991639,-0.0664933
39,0.25812006,0.19836083,"('exploitative', 'cooperative')",0.2581201,0.1983608,-0.0597593
40,-1.9004486,-2.066082,"('stingy', 'generous')",-1.9004486,-2.066082,-0.1656334
41,-0.061046656,-0.19884557,"('unforgiving', 'forgiving')",-0.0610467,-0.1988456,-0.1377989
42,-2.6976788,-2.7094831,"('unreliable', 'reliable')",-2.6976788,-2.7094831,-0.0118043
43,1.0413961,1.0338669,"('irresponsible', 'responsible')",1.0413961,1.0338669,-0.0075292
44,-1.6409013,-1.6833965,"('prejudiced', 'unprejudiced')",-1.6409013,-1.6833965,-0.0424952
45,0.12593865,-0.0026749223,"('incompetent', 'competent')",0.1259387,-0.0026749,-0.1286136
46,0.14918485,0.12944582,"('uncompetitive', 'competitive')",0.1491849,0.1294458,-0.0197391
47,4.4953995,4.5153446,"('stupid', 'smart')",4.4953995,4.5153446,0.0199451
48,0.5125601,0.5033524,"('unintelligent', 'intelligent')",0.5125601,0.5033524,-0.0092077
49,0.19394079,0.20185035,"('unable', 'able')",0.1939408,0.2018504,0.0079096
50,-0.6955192,-0.6997219,"('clumsy', 'skillful')",-0.6955192,-0.6997219,-0.0042027
51,0.7453655,0.601766,"('uneducated', 'educated')",0.7453655,0.601766,-0.1435995
52,-1.6737987,-1.8126323,"('irrational', 'rational')",-1.6737987,-1.8126323,-0.1388336
53,-0.45613334,-0.45899662,"('uncreative', 'creative')",-0.4561333,-0.4589966,-0.0028633
54,0.17661516,0.16837464,"('incapable', 'capable')",0.1766152,0.1683746,-0.0082406
55,0.80279124,0.73924273,"('incompetent', 'clever')",0.8027912,0.7392427,-0.0635485
56,1.3235972,1.3457211,"('impractical', 'practical')",1.3235972,1.3457211,0.0221239
57,-2.30374,-2.267708,"('unimaginative', 'imaginative')",-2.30374,-2.2677081,0.0360319
58,-0.40626255,-0.48718265,"('undiscriminating', 'discriminating')",-0.4062625,-0.4871826,-0.0809201
59,-1.3785553,-1.4494916,"('foolish', 'wise')",-1.3785553,-1.4494916,-0.0709363
60,1.1478195,1.1601068,"('inefficient', 'efficient')",1.1478195,1.1601068,0.0122873
61,-0.09898655,-0.28988644,"('illogical', 'logical')",-0.0989866,-0.2898864,-0.1908998
62,0.6591072,0.65000075,"('incompetent', 'brilliant')",0.6591072,0.6500008,-0.0091064
63,0.7055717,0.76084656,"('unperceptive', 'insightful')",0.7055717,0.7608466,0.0552749
64,-5.422355,-5.3025675,"('shy', 'confident')",-5.4223552,-5.3025675,0.1197877
65,0.35263637,0.42146182,"('insecure', 'secure')",0.3526364,0.4214618,0.0688254
66,-0.89764374,-1.0007697,"('inactive', 'active')",-0.8976437,-1.0007697,-0.103126
67,-0.15970556,-0.09232038,"('doubtful', 'determined')",-0.1597056,-0.0923204,0.0673852
68,-1.2383789,-1.3067298,"('dependent', 'independent')",-1.2383789,-1.3067298,-0.0683509
69,-2.2674084,-2.3036597,"('lazy', 'industrious')",-2.2674084,-2.3036597,-0.0362513
70,1.5420014,1.4411587,"('lethargic', 'energetic')",1.5420014,1.4411587,-0.1008427
71,-0.24374107,-0.23566648,"('diffident', 'self-confident')",-0.2437411,-0.2356665,0.0080746
72,0.6746753,0.74050725,"('unambitious', 'ambitious')",0.6746753,0.7405072,0.0658319
73,-3.453643,-3.413508,"('helpless', 'self-reliant')",-3.4536431,-3.4135079,0.0401352
74,0.48686415,0.38736123,"('undedicated', 'dedicated')",0.4868641,0.3873612,-0.0995029
75,-1.0982451,-1.0048358,"('meek', 'impulsive')",-1.0982451,-1.0048358,0.0934093
76,0.6535988,0.6092439,"('anxious', 'daring')",0.6535988,0.6092439,-0.0443549
77,-0.6690778,-0.53670937,"('unmotivated', 'motivated')",-0.6690778,-0.5367094,0.1323684
78,-0.056884073,0.0023648925,"('nonresilient', 'resilient')",-0.0568841,0.0023649,0.059249
79,-0.8226048,-0.7888404,"('wavering', 'unwavering')",-0.8226048,-0.7888404,0.0337644
80,0.7211946,0.6743895,"('dominated', 'dominating')",0.7211946,0.6743895,-0.0468051
81,0.6707204,0.7363142,"('submissive', 'aggressive')",0.6707204,0.7363142,0.0655938
82,5.521414,5.5463333,"('poor', 'rich')",5.5214138,5.5463333,0.0249195
83,-0.27726263,-0.3219219,"('powerless', 'powerful')",-0.2772626,-0.3219219,-0.0446593
84,0.4810474,0.45708683,"('inferior', 'superior')",0.4810474,0.4570868,-0.0239606
85,-1.4475977,-1.613415,"('insignificant', 'prestigious')",-1.4475977,-1.613415,-0.1658173
86,0.6221034,0.50725514,"('uninfluential', 'influential')",0.6221034,0.5072551,-0.1148483
87,-0.25740224,-0.17292456,"('unsuccessful', 'successful')",-0.2574022,-0.1729246,0.0844776
88,0.69018936,0.6363066,"('low', 'eminent')",0.6901894,0.6363066,-0.0538828
