,condominium_male,condominium_female,tuple,average_male,average_female,female-male
58,0.009542337,-0.007139297,"('undiscriminating', 'discriminating')",0.0095423,-0.0071393,-0.0166816
59,0.21599783,0.21474963,"('foolish', 'wise')",0.2159978,0.2147496,-0.0012482
60,-0.661132,-0.6242218,"('inefficient', 'efficient')",-0.661132,-0.6242218,0.0369102
61,-0.089490086,-0.057375845,"('illogical', 'logical')",-0.0894901,-0.0573758,0.0321143
62,0.3006093,0.47476146,"('incompetent', 'brilliant')",0.3006093,0.4747615,0.1741522
63,-0.20381966,-0.24150735,"('unperceptive', 'insightful')",-0.2038197,-0.2415074,-0.0376877
64,-2.5437157,-2.3958106,"('shy', 'confident')",-2.5437157,-2.3958106,0.1479051
65,-1.4500875,-1.3842195,"('insecure', 'secure')",-1.4500875,-1.3842195,0.065868
66,0.8413172,0.68771815,"('inactive', 'active')",0.8413172,0.6877182,-0.153599
67,0.89528847,0.7877993,"('doubtful', 'determined')",0.8952885,0.7877993,-0.1074892
68,-1.1613256,-1.1739427,"('dependent', 'independent')",-1.1613256,-1.1739427,-0.0126171
69,0.7523713,0.779864,"('lazy', 'industrious')",0.7523713,0.779864,0.0274927
70,-0.39896938,-0.41789994,"('lethargic', 'energetic')",-0.3989694,-0.4178999,-0.0189305
71,0.8540205,0.8654178,"('diffident', 'self-confident')",0.8540205,0.8654178,0.0113973
72,0.40488985,0.3779581,"('unambitious', 'ambitious')",0.4048899,0.3779581,-0.0269318
73,-0.6611183,-0.5758883,"('helpless', 'self-reliant')",-0.6611183,-0.5758883,0.08523
74,-1.383995,-1.4000332,"('undedicated', 'dedicated')",-1.3839951,-1.4000332,-0.0160381
75,-0.5799327,-0.48946863,"('meek', 'impulsive')",-0.5799327,-0.4894686,0.0904641
76,0.02605595,-0.027300656,"('anxious', 'daring')",0.026056,-0.0273007,-0.0533567
77,-0.9178111,-0.89913845,"('unmotivated', 'motivated')",-0.9178111,-0.8991385,0.0186726
78,0.86846185,0.93945634,"('nonresilient', 'resilient')",0.8684618,0.9394563,0.0709945
79,0.48430553,0.39660576,"('wavering', 'unwavering')",0.4843055,0.3966058,-0.0876997
80,-0.5251519,-0.5852002,"('dominated', 'dominating')",-0.5251519,-0.5852002,-0.0600483
81,-1.6876546,-1.7778358,"('submissive', 'aggressive')",-1.6876546,-1.7778358,-0.0901812
82,2.0279057,2.034283,"('poor', 'rich')",2.0279057,2.0342829,0.0063772
83,0.26827583,0.1300109,"('powerless', 'powerful')",0.2682758,0.1300109,-0.1382649
84,-0.6238301,-0.68780154,"('inferior', 'superior')",-0.6238301,-0.6878015,-0.0639714
85,1.1523833,0.97857094,"('insignificant', 'prestigious')",1.1523833,0.9785709,-0.1738124
86,-1.1184659,-1.2601328,"('uninfluential', 'influential')",-1.1184659,-1.2601328,-0.1416669
87,0.69382674,0.70956486,"('unsuccessful', 'successful')",0.6938267,0.7095649,0.0157382
88,-1.7935456,-1.9153696,"('low', 'eminent')",-1.7935456,-1.9153696,-0.121824
