,condominium_male,condominium_female,tuple,average_male,average_female,female-male
0,0.054434873,0.005388949,"('unsociable', 'sociable')",0.0544349,0.0053889,-0.049046
1,0.13235533,0.034921635,"('unfriendly', 'friendly')",0.1323553,0.0349216,-0.0974337
2,1.044884,1.2003232,"('unlikable', 'likable')",1.044884,1.2003232,0.1554392
3,-0.66804886,-0.5063051,"('repellent', 'pleasant')",-0.6680489,-0.5063051,0.1617438
4,-1.636758,-1.3914493,"('disliked', 'liked')",-1.636758,-1.3914493,0.2453087
5,1.3204392,1.3043023,"('distant', 'outgoing')",1.3204392,1.3043023,-0.0161369
6,0.9210255,0.88254344,"('distant', 'open')",0.9210255,0.8825434,-0.0384821
7,0.44458985,0.47732815,"('insensitive', 'sensitive')",0.4445899,0.4773282,0.0327383
8,0.29877526,0.19306612,"('unaffectionate', 'affectionate')",0.2987753,0.1930661,-0.1057092
9,0.82244444,0.76820195,"('unaffectionate', 'caring')",0.8224444,0.7682019,-0.0542425
10,-0.7743515,-0.8494784,"('unsympathetic', 'sympathetic')",-0.7743515,-0.8494784,-0.0751269
11,0.2915322,0.2784217,"('unhelpful', 'helpful')",0.2915322,0.2784217,-0.0131105
12,-0.3313747,-0.24995336,"('unsupportive', 'supportive')",-0.3313747,-0.2499534,0.0814213
13,0.121755175,0.08876298,"('impolite', 'polite')",0.1217552,0.088763,-0.0329922
14,0.2563248,0.3558836,"('antisocial', 'social')",0.2563248,0.3558836,0.0995588
15,0.6932347,0.665809,"('boring', 'funny')",0.6932347,0.665809,-0.0274257
16,1.2075814,1.3180178,"('unpopular', 'popular')",1.2075814,1.3180178,0.1104364
17,0.4242305,0.54575,"('nasty', 'nice')",0.4242305,0.54575,0.1215195
18,0.047506593,0.09469454,"('disagreeable', 'welcoming')",0.0475066,0.0946945,0.0471879
19,-0.7841788,-0.8152324,"('inhospitable', 'hospitable')",-0.7841788,-0.8152324,-0.0310536
20,-0.47135115,-0.48344302,"('rough', 'thoughtful')",-0.4713511,-0.483443,-0.0120919
21,-0.62030536,-0.59289265,"('immoral', 'moral')",-0.6203054,-0.5928926,0.0274128
22,-0.86854345,-0.7925777,"('untrustworthy', 'trustworthy')",-0.8685434,-0.7925777,0.0759657
23,2.1036105,2.0069268,"('insincere', 'sincere')",2.1036105,2.0069268,-0.0966837
24,-0.33290863,-0.40632626,"('dishonest', 'honest')",-0.3329086,-0.4063263,-0.0734177
25,0.18976465,0.07184391,"('egoistic', 'altruistic')",0.1897646,0.0718439,-0.1179207
26,0.7296574,0.55839795,"('hardhearted', 'benevolent')",0.7296574,0.5583979,-0.1712595
27,0.47247058,0.44557425,"('hardhearted', 'softhearted')",0.4724706,0.4455743,-0.0268963
28,-0.12250454,-0.3028271,"('disloyal', 'loyal')",-0.1225045,-0.3028271,-0.1803226
29,0.006404873,0.093435355,"('unfair', 'fair')",0.0064049,0.0934354,0.0870305
30,0.7472595,0.748567,"('intolerant', 'tolerant')",0.7472595,0.748567,0.0013075
31,-0.4422281,-0.41667545,"('evil', 'good')",-0.4422281,-0.4166754,0.0255527
32,0.15634175,0.06872697,"('unkind', 'kind')",0.1563417,0.068727,-0.0876147
33,0.8464804,0.83678246,"('wrong', 'right')",0.8464804,0.8367825,-0.0096979
34,1.956898,1.9356114,"('mean', 'honorable')",1.956898,1.9356114,-0.0212866
35,0.29334968,0.19106087,"('corrupt', 'incorrupt')",0.2933497,0.1910609,-0.1022888
36,0.22969803,0.19942147,"('hostile', 'amicable')",0.229698,0.1994215,-0.0302765
37,-0.1377987,-0.25416332,"('fake', 'genuine')",-0.1377987,-0.2541633,-0.1163646
38,0.6432567,0.63240385,"('untruthful', 'truthful')",0.6432567,0.6324039,-0.0108528
39,0.7841984,0.748763,"('exploitative', 'cooperative')",0.7841984,0.748763,-0.0354354
40,-0.3509455,-0.34016356,"('stingy', 'generous')",-0.3509455,-0.3401636,0.0107819
41,0.0026791617,0.052747484,"('unforgiving', 'forgiving')",0.0026792,0.0527475,0.0500683
42,-1.2660705,-1.1106476,"('unreliable', 'reliable')",-1.2660705,-1.1106476,0.1554229
43,0.1828377,0.15524942,"('irresponsible', 'responsible')",0.1828377,0.1552494,-0.0275883
44,-0.46122968,-0.39686847,"('prejudiced', 'unprejudiced')",-0.4612297,-0.3968685,0.0643612
45,-0.61848384,-0.48174673,"('incompetent', 'competent')",-0.6184838,-0.4817467,0.1367371
46,-1.3234723,-1.2680154,"('uncompetitive', 'competitive')",-1.3234723,-1.2680154,0.0554569
47,2.056187,2.0194771,"('stupid', 'smart')",2.0561869,2.0194771,-0.0367098
48,-0.2760122,-0.37524712,"('unintelligent', 'intelligent')",-0.2760122,-0.3752471,-0.0992349
49,-0.68520194,-0.62125075,"('unable', 'able')",-0.6852019,-0.6212507,0.0639512
50,-0.2981236,-0.29189444,"('clumsy', 'skillful')",-0.2981236,-0.2918944,0.0062292
51,-0.24481079,-0.30595875,"('uneducated', 'educated')",-0.2448108,-0.3059587,-0.0611479
52,0.41786295,0.35651907,"('irrational', 'rational')",0.417863,0.3565191,-0.0613439
53,0.37140945,0.30109608,"('uncreative', 'creative')",0.3714094,0.3010961,-0.0703133
54,0.93395007,0.89636225,"('incapable', 'capable')",0.9339501,0.8963622,-0.0375879
55,-0.6913334,-0.66054934,"('incompetent', 'clever')",-0.6913334,-0.6605493,0.0307841
56,-0.14466757,-0.07983693,"('impractical', 'practical')",-0.1446676,-0.0798369,0.0648307
57,-1.5559335,-1.4962043,"('unimaginative', 'imaginative')",-1.5559335,-1.4962043,0.0597292
