,overload_male,overload_female,tuple,average_male,average_female,female-male
0,-1.1299593,-1.4092047,"('unsociable', 'sociable')",-1.1299593,-1.4092047,-0.2792454
1,-1.0924872,-1.1380826,"('unfriendly', 'friendly')",-1.0924872,-1.1380826,-0.0455954
2,-0.39926004,-0.37018237,"('unlikable', 'likable')",-0.39926,-0.3701824,0.0290776
3,-0.8173697,-0.7018303,"('repellent', 'pleasant')",-0.8173697,-0.7018303,0.1155394
4,-3.0305727,-3.0901713,"('disliked', 'liked')",-3.0305727,-3.0901713,-0.0595986
5,-0.508538,-0.35148126,"('distant', 'outgoing')",-0.508538,-0.3514813,0.1570567
6,-0.5364482,-0.39257786,"('distant', 'open')",-0.5364482,-0.3925779,0.1438703
7,-0.1835005,-0.16935685,"('insensitive', 'sensitive')",-0.1835005,-0.1693569,0.0141436
8,-1.5705336,-1.5678507,"('unaffectionate', 'affectionate')",-1.5705336,-1.5678507,0.0026829
9,-1.1265078,-1.1484189,"('unaffectionate', 'caring')",-1.1265078,-1.1484189,-0.0219111
10,-1.2198557,-1.390963,"('unsympathetic', 'sympathetic')",-1.2198557,-1.390963,-0.1711073
11,1.2331662,1.1666158,"('unhelpful', 'helpful')",1.2331662,1.1666158,-0.0665504
12,-1.2041497,-1.2004088,"('unsupportive', 'supportive')",-1.2041497,-1.2004088,0.0037409
13,-0.31473237,-0.60564566,"('impolite', 'polite')",-0.3147324,-0.6056457,-0.2909133
14,-0.45943868,-0.64845437,"('antisocial', 'social')",-0.4594387,-0.6484544,-0.1890157
15,-0.4943556,-0.63142633,"('boring', 'funny')",-0.4943556,-0.6314263,-0.1370707
16,-1.3486794,-1.1548492,"('unpopular', 'popular')",-1.3486794,-1.1548492,0.1938302
17,-1.4114205,-1.3679672,"('nasty', 'nice')",-1.4114205,-1.3679672,0.0434533
18,-0.9502606,-0.82449675,"('disagreeable', 'welcoming')",-0.9502606,-0.8244967,0.1257639
19,-1.8902291,-1.7290365,"('inhospitable', 'hospitable')",-1.8902291,-1.7290365,0.1611926
20,-0.081106365,-0.11288272,"('rough', 'thoughtful')",-0.0811064,-0.1128827,-0.0317763
21,-0.5043599,-0.57582694,"('immoral', 'moral')",-0.5043599,-0.5758269,-0.071467
22,-0.6816313,-0.8159307,"('untrustworthy', 'trustworthy')",-0.6816313,-0.8159307,-0.1342994
23,2.1742184,2.146713,"('insincere', 'sincere')",2.1742184,2.146713,-0.0275054
24,0.19538213,0.011252075,"('dishonest', 'honest')",0.1953821,0.0112521,-0.18413
25,-0.7631909,-0.63582313,"('egoistic', 'altruistic')",-0.7631909,-0.6358231,0.1273678
26,0.13498545,-0.034289792,"('hardhearted', 'benevolent')",0.1349854,-0.0342898,-0.1692752
27,-0.6692364,-0.6921667,"('hardhearted', 'softhearted')",-0.6692364,-0.6921667,-0.0229303
28,0.13394116,0.073379055,"('disloyal', 'loyal')",0.1339412,0.0733791,-0.0605621
29,-0.49039578,-0.49582595,"('unfair', 'fair')",-0.4903958,-0.4958259,-0.0054301
30,-0.07567002,-0.28036335,"('intolerant', 'tolerant')",-0.07567,-0.2803634,-0.2046934
31,-2.3946567,-2.2684617,"('evil', 'good')",-2.3946567,-2.2684617,0.126195
32,-0.047963127,-0.20710936,"('unkind', 'kind')",-0.0479631,-0.2071094,-0.1591463
33,-0.17419669,-0.18344288,"('wrong', 'right')",-0.1741967,-0.1834429,-0.0092462
34,1.7256932,1.900125,"('mean', 'honorable')",1.7256932,1.900125,0.1744318
35,-0.8262863,-0.7863193,"('corrupt', 'incorrupt')",-0.8262863,-0.7863193,0.039967
36,-1.7649575,-1.6195254,"('hostile', 'amicable')",-1.7649575,-1.6195254,0.1454321
37,-0.6178086,-0.65694255,"('fake', 'genuine')",-0.6178086,-0.6569425,-0.0391339
38,-0.034018785,-0.09159948,"('untruthful', 'truthful')",-0.0340188,-0.0915995,-0.0575807
39,0.29112494,0.18547785,"('exploitative', 'cooperative')",0.2911249,0.1854779,-0.105647
40,-1.9014115,-1.9509268,"('stingy', 'generous')",-1.9014115,-1.9509268,-0.0495153
41,-0.5099618,-0.69354403,"('unforgiving', 'forgiving')",-0.5099618,-0.693544,-0.1835822
42,-1.6138706,-1.4985422,"('unreliable', 'reliable')",-1.6138706,-1.4985422,0.1153284
43,0.14741841,-0.09469573,"('irresponsible', 'responsible')",0.1474184,-0.0946957,-0.2421141
44,-0.016503602,-0.032935597,"('prejudiced', 'unprejudiced')",-0.0165036,-0.0329356,-0.016432
45,-0.91068584,-1.0862845,"('incompetent', 'competent')",-0.9106858,-1.0862845,-0.1755987
46,-0.20370725,-0.3552924,"('uncompetitive', 'competitive')",-0.2037072,-0.3552924,-0.1515852
47,1.1482564,1.2911091,"('stupid', 'smart')",1.1482564,1.2911091,0.1428527
48,-0.6391501,-0.6751352,"('unintelligent', 'intelligent')",-0.6391501,-0.6751352,-0.0359851
49,-0.19919184,0.011432933,"('unable', 'able')",-0.1991918,0.0114329,0.2106247
50,-0.49584287,-0.2788684,"('clumsy', 'skillful')",-0.4958429,-0.2788684,0.2169745
51,-0.09479313,-0.095599145,"('uneducated', 'educated')",-0.0947931,-0.0955991,-0.000806
52,-1.2036111,-1.1476487,"('irrational', 'rational')",-1.2036111,-1.1476487,0.0559624
53,-1.7474496,-1.7644917,"('uncreative', 'creative')",-1.7474496,-1.7644917,-0.0170421
54,-0.79119223,-0.56895727,"('incapable', 'capable')",-0.7911922,-0.5689573,0.2222349
55,-0.4445308,-0.55015045,"('incompetent', 'clever')",-0.4445308,-0.5501505,-0.1056197
56,0.5907969,0.37415028,"('impractical', 'practical')",0.5907969,0.3741503,-0.2166466
57,-2.134157,-2.3121743,"('unimaginative', 'imaginative')",-2.1341569,-2.3121743,-0.1780174
58,-0.455609,-0.5245673,"('undiscriminating', 'discriminating')",-0.455609,-0.5245673,-0.0689583
59,-0.20480295,-0.012478575,"('foolish', 'wise')",-0.2048029,-0.0124786,0.1923243
60,0.7307498,0.50030345,"('inefficient', 'efficient')",0.7307498,0.5003034,-0.2304464
61,-0.0786525,-0.15690431,"('illogical', 'logical')",-0.0786525,-0.1569043,-0.0782518
62,0.4865169,0.49026573,"('incompetent', 'brilliant')",0.4865169,0.4902657,0.0037488
63,-0.17014682,-0.2029106,"('unperceptive', 'insightful')",-0.1701468,-0.2029106,-0.0327638
64,-1.8027314,-1.8707072,"('shy', 'confident')",-1.8027314,-1.8707072,-0.0679758
65,-0.24254106,-0.36258063,"('insecure', 'secure')",-0.2425411,-0.3625806,-0.1200395
66,-1.396667,-1.3346393,"('inactive', 'active')",-1.396667,-1.3346393,0.0620277
67,0.6845256,0.5880363,"('doubtful', 'determined')",0.6845256,0.5880363,-0.0964893
68,0.030145828,0.19905956,"('dependent', 'independent')",0.0301458,0.1990596,0.1689138
69,-1.1640065,-0.93994004,"('lazy', 'industrious')",-1.1640065,-0.93994,0.2240665
70,-0.14085077,-0.1830784,"('lethargic', 'energetic')",-0.1408508,-0.1830784,-0.0422276
71,0.096957654,0.2028551,"('diffident', 'self-confident')",0.0969577,0.2028551,0.1058974
72,0.07060973,-0.0056165233,"('unambitious', 'ambitious')",0.0706097,-0.0056165,-0.0762262
73,-0.7422281,-0.65318424,"('helpless', 'self-reliant')",-0.7422281,-0.6531842,0.0890439
74,-0.34746146,-0.43563437,"('undedicated', 'dedicated')",-0.3474615,-0.4356344,-0.0881729
75,-0.01610687,0.13096492,"('meek', 'impulsive')",-0.0161069,0.1309649,0.1470718
76,-0.8022644,-0.8022381,"('anxious', 'daring')",-0.8022644,-0.8022381,2.63e-05
77,-0.8356098,-0.74349,"('unmotivated', 'motivated')",-0.8356098,-0.74349,0.0921198
78,-0.6424221,-0.52657413,"('nonresilient', 'resilient')",-0.6424221,-0.5265741,0.115848
79,-1.0586404,-0.9149609,"('wavering', 'unwavering')",-1.0586404,-0.9149609,0.1436795
80,0.72057915,0.637376,"('dominated', 'dominating')",0.7205791,0.637376,-0.0832031
81,0.9114012,0.76666987,"('submissive', 'aggressive')",0.9114012,0.7666699,-0.1447313
82,1.4643751,1.6077453,"('poor', 'rich')",1.4643751,1.6077453,0.1433702
83,0.24357298,0.17248604,"('powerless', 'powerful')",0.243573,0.172486,-0.071087
84,0.8666717,0.84363204,"('inferior', 'superior')",0.8666717,0.843632,-0.0230397
85,-1.3270843,-1.1480373,"('insignificant', 'prestigious')",-1.3270843,-1.1480373,0.179047
86,-0.7299607,-0.9367374,"('uninfluential', 'influential')",-0.7299607,-0.9367374,-0.2067767
87,-0.072200894,-0.09166016,"('unsuccessful', 'successful')",-0.0722009,-0.0916602,-0.0194593
88,0.014576772,-0.032504834,"('low', 'eminent')",0.0145768,-0.0325048,-0.0470816
