,ford_male,ford_female,tuple,average_male,average_female,female-male
0,-0.21010688,-0.25706774,"('unsociable', 'sociable')",-0.2101069,-0.2570677,-0.0469608
1,1.774293,1.6464467,"('unfriendly', 'friendly')",1.7742929,1.6464467,-0.1278462
2,0.18540536,0.303475,"('unlikable', 'likable')",0.1854054,0.303475,0.1180696
3,0.3080842,0.5142983,"('repellent', 'pleasant')",0.3080842,0.5142983,0.2062141
4,-6.9400926,-7.3432,"('disliked', 'liked')",-6.9400926,-7.3432002,-0.4031076
5,0.02416129,-0.05053168,"('distant', 'outgoing')",0.0241613,-0.0505317,-0.074693
6,0.071966544,0.0766038,"('distant', 'open')",0.0719665,0.0766038,0.0046373
7,0.72245896,0.8587324,"('insensitive', 'sensitive')",0.722459,0.8587324,0.1362734
8,1.7974479,1.7074445,"('unaffectionate', 'affectionate')",1.7974479,1.7074445,-0.0900034
9,2.1729646,2.1616902,"('unaffectionate', 'caring')",2.1729646,2.1616902,-0.0112744
10,0.28243792,0.49634877,"('unsympathetic', 'sympathetic')",0.2824379,0.4963488,0.2139109
11,1.8500866,1.8866246,"('unhelpful', 'helpful')",1.8500866,1.8866246,0.036538
12,-1.0761622,-1.1041716,"('unsupportive', 'supportive')",-1.0761622,-1.1041716,-0.0280094
13,-0.17055643,-0.14088875,"('impolite', 'polite')",-0.1705564,-0.1408888,0.0296676
14,0.030867111,0.07933929,"('antisocial', 'social')",0.0308671,0.0793393,0.0484722
15,0.7798961,0.5739939,"('boring', 'funny')",0.7798961,0.5739939,-0.2059022
16,-0.75642604,-0.7336453,"('unpopular', 'popular')",-0.756426,-0.7336453,0.0227807
17,-0.16378742,-0.15778017,"('nasty', 'nice')",-0.1637874,-0.1577802,0.0060072
18,-0.9600855,-0.8776667,"('disagreeable', 'welcoming')",-0.9600855,-0.8776667,0.0824188
19,-0.07207754,-0.06640257,"('inhospitable', 'hospitable')",-0.0720775,-0.0664026,0.0056749
20,0.43022665,0.43272412,"('rough', 'thoughtful')",0.4302267,0.4327241,0.0024974
21,-0.24280544,-0.04187095,"('immoral', 'moral')",-0.2428054,-0.041871,0.2009344
22,-0.42928958,-0.537796,"('untrustworthy', 'trustworthy')",-0.4292896,-0.537796,-0.1085064
23,6.108324,6.3845224,"('insincere', 'sincere')",6.1083241,6.3845224,0.2761983
24,1.2882087,1.268876,"('dishonest', 'honest')",1.2882087,1.268876,-0.0193327
25,1.0079864,0.92898273,"('egoistic', 'altruistic')",1.0079864,0.9289827,-0.0790037
26,1.815083,1.6852785,"('hardhearted', 'benevolent')",1.815083,1.6852785,-0.1298045
27,1.1511524,1.1349144,"('hardhearted', 'softhearted')",1.1511524,1.1349144,-0.016238
28,1.1861119,1.1358267,"('disloyal', 'loyal')",1.1861119,1.1358267,-0.0502852
29,-0.43218997,-0.5813801,"('unfair', 'fair')",-0.43219,-0.5813801,-0.1491901
30,0.5066257,0.6159638,"('intolerant', 'tolerant')",0.5066257,0.6159638,0.1093381
31,-1.3303401,-1.4346986,"('evil', 'good')",-1.3303401,-1.4346986,-0.1043585
32,1.2107332,1.2197691,"('unkind', 'kind')",1.2107332,1.2197691,0.0090359
33,0.526971,0.3221203,"('wrong', 'right')",0.526971,0.3221203,-0.2048507
34,4.8330545,5.165773,"('mean', 'honorable')",4.8330545,5.1657729,0.3327184
