,fossil_male,fossil_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.109202504,-0.25978792,"('unsociable', 'sociable')",1.2083288,1.0944802,-0.4691149,-0.6639904,0.2100038,0.0569006,-0.1531032
1,1.1041744,0.9039096,"('unfriendly', 'friendly')",-0.46283308,-0.5791576,1.6607705,1.6342409,0.7673706,0.6529977,-0.1143729
2,0.36933196,0.33672893,"('unlikable', 'likable')",1.4261731,1.390268,0.67712164,0.7879525,0.8242089,0.8383164,0.0141075
3,-0.15390345,-0.08895248,"('repellent', 'pleasant')",1.2773669,1.3899297,0.35230535,0.3559647,0.4919229,0.552314,0.0603911
4,-0.14116572,-0.24888685,"('disliked', 'liked')",-0.5386114,-0.701499,-6.4101243,-6.445393,-2.3633005,-2.4652596,-0.1019591
5,-0.6118683,-0.6313739,"('distant', 'outgoing')",-2.0451121,-1.9812813,-0.2116746,-0.08263263,-0.9562184,-0.8984292,0.0577892
6,-0.5442047,-0.6025479,"('distant', 'open')",-2.4355335,-2.3809505,0.17789158,0.29033056,-0.9339489,-0.8977226,0.0362263
7,1.046251,1.0506914,"('insensitive', 'sensitive')",0.6037271,0.761206,0.5751289,0.5375074,0.7417024,0.7831349,0.0414325
8,0.8803175,0.73408526,"('unaffectionate', 'affectionate')",-0.64610815,-0.6704461,0.68415356,0.7074324,0.306121,0.2570239,-0.0490971
9,1.2139953,1.1250879,"('unaffectionate', 'caring')",-0.5226691,-0.4965898,1.1869147,1.2654033,0.6260803,0.6313004,0.0052201
10,0.3714976,0.33310923,"('unsympathetic', 'sympathetic')",1.0230306,1.1199567,-0.1971403,-0.29834846,0.3991293,0.3849059,-0.0142234
11,-0.2334427,-0.14078715,"('unhelpful', 'helpful')",0.33586818,0.43825835,2.0289168,2.0996146,0.7104475,0.7990286,0.0885811
12,0.7111994,0.7229068,"('unsupportive', 'supportive')",0.7929694,1.0183408,-1.7613987,-1.7197384,-0.0857433,0.0071698,0.0929131
13,-0.39462784,-0.3744155,"('impolite', 'polite')",0.37131888,0.40027112,-0.49138066,-0.5755184,-0.1715632,-0.1832209,-0.0116577
14,0.72904444,0.6982991,"('antisocial', 'social')",2.4269214,2.4424884,-0.43182477,-0.56776524,0.908047,0.8576741,-0.0503729
15,-0.12076387,-0.1731792,"('boring', 'funny')",-1.104949,-1.1637758,0.44106168,0.38865852,-0.2615504,-0.3160988,-0.0545484
16,-0.7141392,-0.88239,"('unpopular', 'popular')",-0.514342,-0.59607244,0.67581654,0.6462138,-0.1842216,-0.2774162,-0.0931946
17,-0.87554973,-0.84285825,"('nasty', 'nice')",-0.6790743,-0.6578353,-0.15794519,-0.13073927,-0.5708564,-0.5438109,0.0270455
18,-0.9046112,-0.964875,"('disagreeable', 'welcoming')",-1.015387,-0.9050657,-0.59828264,-0.584337,-0.8394269,-0.8180926,0.0213343
19,-2.0043473,-1.9239944,"('inhospitable', 'hospitable')",-2.1913252,-2.1753538,-0.24440777,-0.08866593,-1.4800267,-1.3960047,0.084022
20,-0.2528657,-0.13141732,"('rough', 'thoughtful')",1.349647,1.4160467,1.0772781,1.0066879,0.7246865,0.7637725,0.039086
21,0.6109421,0.5922904,"('immoral', 'moral')",1.3977729,1.4655683,-0.666847,-0.72733843,0.4472894,0.4435068,-0.0037826
22,0.50169027,0.4136644,"('untrustworthy', 'trustworthy')",1.2551794,1.2882028,-0.9122453,-0.9887058,0.2815415,0.2377204,-0.0438211
23,0.33325478,0.3072793,"('insincere', 'sincere')",0.79495716,0.86437446,5.9728947,5.868323,2.3670355,2.3466589,-0.0203766
24,1.4388448,1.4025046,"('dishonest', 'honest')",0.14412785,0.25064704,0.718254,0.6662215,0.7670755,0.7731244,0.0060489
25,0.4871937,0.40030596,"('egoistic', 'altruistic')",-0.64293534,-0.6686654,1.3821951,1.3417886,0.4088178,0.3578097,-0.0510081
26,1.0260068,0.88769567,"('hardhearted', 'benevolent')",0.99702615,0.9748098,1.6050168,1.5422326,1.20935,1.1349126,-0.0744374
27,-0.14471677,-0.080283165,"('hardhearted', 'softhearted')",-0.7943569,-0.62584746,1.2968942,1.2677017,0.1192735,0.1871904,0.0679169
28,1.2758021,1.041819,"('disloyal', 'loyal')",0.5082155,0.35897535,0.7981861,0.70596725,0.8607345,0.7022538,-0.1584807
29,0.33121437,0.34112215,"('unfair', 'fair')",-0.3744322,-0.32188874,-0.5283927,-0.6527816,-0.1905368,-0.2111827,-0.0206459
30,0.1699925,0.18739095,"('intolerant', 'tolerant')",0.9409969,0.905266,1.1026936,1.0294133,0.7378943,0.7073568,-0.0305375
