,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.11924513,-0.1293024,"('unsociable', 'sociable')",-0.0030512884,-0.29435268,0.2923048,0.1955351,0.0566695,-0.07604,-0.1327095
1,1.0252928,0.9114478,"('unfriendly', 'friendly')",-0.10202785,-0.3558439,0.6395181,0.3985998,0.5209277,0.3180679,-0.2028598
2,0.792211,0.83264524,"('unlikable', 'likable')",1.4323245,1.603703,0.649403,0.6757789,0.9579795,1.0373757,0.0793962
3,-0.77149177,-0.56311893,"('repellent', 'pleasant')",0.6310433,0.6534638,1.0275016,1.0602255,0.2956844,0.3835235,0.0878391
4,-0.050244898,-0.16643861,"('disliked', 'liked')",0.43322816,0.48786774,-7.11773,-7.211505,-2.2449156,-2.2966919,-0.0517763
5,0.38918424,0.20083894,"('distant', 'outgoing')",-0.79392225,-0.7130164,-0.90448344,-0.9385556,-0.4364072,-0.4835777,-0.0471705
6,0.22000155,0.084571734,"('distant', 'open')",-0.937541,-0.85685563,-0.7924509,-0.850754,-0.5033301,-0.5410126,-0.0376825
7,0.42766678,0.5533907,"('insensitive', 'sensitive')",0.25028923,0.2110943,0.59501415,0.5604594,0.4243234,0.4416481,0.0173247
8,1.3812851,1.2866167,"('unaffectionate', 'affectionate')",-0.6721817,-0.7731295,-0.1011321,-0.2083138,0.2026571,0.1017245,-0.1009326
9,1.891404,1.8451962,"('unaffectionate', 'caring')",-0.086128466,-0.19683075,0.76312596,0.7278801,0.8561339,0.7920818,-0.0640521
10,0.29261184,0.4172408,"('unsympathetic', 'sympathetic')",-0.026124118,-0.19683821,0.50093466,0.4730034,0.2558075,0.2311353,-0.0246722
11,-0.44017646,-0.29755843,"('unhelpful', 'helpful')",-0.706882,-0.74212384,2.414033,2.435843,0.4223248,0.4653869,0.0430621
12,1.466807,1.5814092,"('unsupportive', 'supportive')",0.8275501,0.90316176,-1.7916734,-1.8866531,0.1675612,0.199306,0.0317448
13,-0.5961955,-0.59508926,"('impolite', 'polite')",-0.12080098,-0.20906463,0.15442038,0.13600862,-0.1875254,-0.2227151,-0.0351897
14,0.15611741,0.28014064,"('antisocial', 'social')",1.7138355,1.6907778,0.16287935,0.21005258,0.6776107,0.7269903,0.0493796
15,0.24791917,0.122135,"('boring', 'funny')",-1.1340653,-1.1703551,-0.31095308,-0.30931032,-0.3990331,-0.4525101,-0.053477
16,-0.866807,-0.8356793,"('unpopular', 'popular')",-0.4813099,-0.32370466,0.2490785,0.3242608,-0.3663461,-0.2783744,0.0879717
17,-0.2137704,-0.16448843,"('nasty', 'nice')",-0.95149344,-0.8382322,-0.6628177,-0.58220714,-0.6093605,-0.5283093,0.0810512
18,-0.5888023,-0.6025585,"('disagreeable', 'welcoming')",-0.44159222,-0.371496,-0.7475813,-0.8710285,-0.5926586,-0.6150277,-0.0223691
19,0.44332975,0.2510435,"('inhospitable', 'hospitable')",-0.90528756,-0.92611545,-0.7395503,-0.8102601,-0.4005027,-0.4951107,-0.094608
20,-0.18949915,-0.0939064,"('rough', 'thoughtful')",0.33348006,0.49540952,0.9096857,0.86528563,0.3512222,0.4222629,0.0710407
21,0.032802258,0.04006255,"('immoral', 'moral')",0.1201486,0.03171746,-0.112035744,0.0038373284,0.0136384,0.0252058,0.0115674
22,-0.51027733,-0.5122764,"('untrustworthy', 'trustworthy')",-0.512252,-0.4933467,-0.7079788,-0.67264915,-0.576836,-0.5594241,0.0174119
23,-0.03307715,0.039867606,"('insincere', 'sincere')",-0.25798354,-0.38657823,6.3646884,6.3547807,2.0245425,2.00269,-0.0218525
24,0.9672687,0.9499478,"('dishonest', 'honest')",-0.66244435,-0.75025415,0.72479016,0.642649,0.3432048,0.2807809,-0.0624239
25,0.59450614,0.5826806,"('egoistic', 'altruistic')",0.34796247,0.31873378,0.4312966,0.35314178,0.4579217,0.4181854,-0.0397363
26,1.4568394,1.3276732,"('hardhearted', 'benevolent')",0.99642754,0.85806143,1.0395586,0.8284424,1.1642752,1.0047257,-0.1595495
27,1.0930734,1.1236297,"('hardhearted', 'softhearted')",-0.4185504,-0.34472582,1.2536013,1.0648017,0.6427081,0.6145685,-0.0281396
28,-0.045597877,-0.12567301,"('disloyal', 'loyal')",-0.31057793,-0.51905626,1.1709989,1.0519209,0.2716077,0.1357305,-0.1358772
29,-0.039475087,-0.11256133,"('unfair', 'fair')",-0.83363134,-0.715939,-0.21401784,-0.39841056,-0.3623747,-0.4089703,-0.0465956
30,0.21861969,0.26477763,"('intolerant', 'tolerant')",1.0687836,0.9229305,0.68824667,0.59073484,0.65855,0.5928143,-0.0657357
31,-0.14064865,-0.3225629,"('evil', 'good')",-1.4451051,-1.448348,-1.6749569,-1.8025584,-1.0869036,-1.1911565,-0.1042529
32,0.42879605,0.41014695,"('unkind', 'kind')",0.06811096,-0.08776056,0.9046941,0.7556702,0.4672004,0.3593522,-0.1078482
33,0.8291826,0.71318793,"('wrong', 'right')",0.33768028,0.3620799,-1.0448433,-1.0770009,0.0406732,-0.0005777,-0.0412509
34,0.7794694,0.8974533,"('mean', 'honorable')",0.03894279,0.13952217,5.7407937,5.814748,2.186402,2.2839077,0.0975057
35,0.05642715,-0.15176684,"('corrupt', 'incorrupt')",-1.4857488,-1.3543504,-0.98394966,-1.1102545,-0.8044238,-0.872124,-0.0677002
36,-0.11728317,-0.24332705,"('hostile', 'amicable')",-1.0945454,-1.1732689,-0.6450196,-0.77815455,-0.6189494,-0.7315835,-0.1126341
37,0.3810872,0.31288835,"('fake', 'genuine')",-0.3179605,-0.26177227,0.2292411,0.18164931,0.0974559,0.0775885,-0.0198674
38,0.268741,0.24763614,"('untruthful', 'truthful')",-0.26536733,-0.2666838,-0.003057314,-0.04507237,0.0001055,-0.0213733,-0.0214788
39,1.0297139,1.0774151,"('exploitative', 'cooperative')",-0.47899812,-0.45980594,-0.18694453,-0.18123174,0.1212571,0.1454591,0.024202
40,0.99892443,1.0804157,"('stingy', 'generous')",1.0325011,1.0518329,-1.8681253,-2.0044272,0.0544334,0.0426071,-0.0118263
41,0.0673585,0.0659899,"('unforgiving', 'forgiving')",-0.37462556,-0.40133262,-0.13964127,-0.29702345,-0.1489695,-0.2107887,-0.0618192
42,0.66195095,0.7431693,"('unreliable', 'reliable')",1.6939571,1.7977082,-2.3071296,-2.229124,0.0162594,0.1039178,0.0876584
43,0.99041104,1.0298487,"('irresponsible', 'responsible')",-0.39104912,-0.33308777,0.56003845,0.4671324,0.3864668,0.3879644,0.0014976
44,-1.9408408,-1.8822964,"('prejudiced', 'unprejudiced')",-1.161573,-1.0686636,-1.5437211,-1.5749378,-1.5487116,-1.5086327,0.0400789
45,-0.28874445,-0.1936049,"('incompetent', 'competent')",-0.04836881,-0.070534766,0.37533817,0.29005444,0.0127416,0.0086383,-0.0041033
46,0.12736547,0.2729705,"('uncompetitive', 'competitive')",1.5678518,1.4949814,0.14556393,0.13539639,0.6135937,0.6344494,0.0208557
47,0.1768054,0.30862,"('stupid', 'smart')",0.23949683,0.34843647,5.863615,5.941235,2.0933057,2.1994305,0.1061248
48,0.6347052,0.6868124,"('unintelligent', 'intelligent')",-0.10619861,-0.26457492,0.9317338,0.89250934,0.4867468,0.438249,-0.0484978
49,-0.7685665,-0.77740777,"('unable', 'able')",-0.8912596,-0.6982739,-0.2046535,0.016689707,-0.6214932,-0.4863307,0.1351625
50,-0.16436026,-0.16215374,"('clumsy', 'skillful')",0.7613282,0.8629206,0.4318225,0.45536903,0.3429302,0.3853786,0.0424484
