,broadridge_male,broadridge_female,tuple,financial_male,financial_female,solutns_male,solutns_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.76539016,-0.96654207,"('unsociable', 'sociable')",1.1419069,0.8877329,-0.38282838,-0.38485745,-0.22058618,-0.38127998,-0.0567245,-0.2112366,-0.1545121
1,-2.5338473,-2.5761335,"('unfriendly', 'friendly')",0.11512758,-0.06499837,-2.0655558,-2.0808532,1.7636658,1.4679602,-0.6801525,-0.8135061,-0.1333536
2,0.03893309,0.05274329,"('unlikable', 'likable')",2.278921,2.3041236,0.9943475,1.0790994,0.53518206,0.652896,0.9618459,1.0222156,0.0603697
3,0.39262497,0.46428224,"('repellent', 'pleasant')",0.05523929,0.067953266,-0.32638228,-0.23253676,0.07019844,0.21531846,0.0479201,0.1287543,0.0808342
4,-0.318593,-0.29981458,"('disliked', 'liked')",-1.1504128,-1.05749,-0.6380678,-0.6259606,-5.4498115,-5.417549,-1.8892212,-1.8502035,0.0390177
5,-0.979671,-0.9337996,"('distant', 'outgoing')",-0.7258741,-0.6361936,-1.4571283,-1.4283457,-0.37403816,-0.41672626,-0.8841779,-0.8537663,0.0304116
6,-1.1252768,-1.0220304,"('distant', 'open')",-1.470549,-1.3822647,-2.1144207,-2.0991669,0.2596196,0.117875636,-1.1126566,-1.0963966,0.01626
7,0.19799344,0.18506202,"('insensitive', 'sensitive')",0.8513813,0.9000931,0.20701869,0.32518816,0.8001048,0.8283257,0.5141246,0.5596672,0.0455426
8,-1.7193745,-1.7197324,"('unaffectionate', 'affectionate')",-0.6258431,-0.66412026,-2.8320088,-2.8379545,0.24286813,-0.0028016325,-1.2335896,-1.3061522,-0.0725626
9,-1.3990221,-1.3854079,"('unaffectionate', 'caring')",0.8061449,0.72585106,-2.4635057,-2.4250913,0.97312057,0.78858835,-0.5208156,-0.574015,-0.0531994
10,-0.006355146,-0.048724897,"('unsympathetic', 'sympathetic')",0.38294291,0.34759673,-0.8297464,-0.7344289,0.37804413,0.24440138,-0.0187786,-0.0477889,-0.0290103
11,-0.15941311,-0.2286744,"('unhelpful', 'helpful')",1.2180251,1.1323304,-0.3855621,-0.35007536,2.028493,2.0289133,0.6753857,0.6456234,-0.0297623
12,0.057533793,0.08175407,"('unsupportive', 'supportive')",1.6432991,1.7198732,-1.3923804,-1.2563672,-1.5297244,-1.5049143,-0.305318,-0.2399136,0.0654044
13,0.5926661,0.45486936,"('impolite', 'polite')",1.8599064,1.7770939,1.1223426,1.156065,0.15229137,0.16951248,0.9318016,0.8893852,-0.0424164
14,0.29812926,0.24293418,"('antisocial', 'social')",2.3418276,2.2904434,0.8613595,0.97970724,-0.7972138,-0.6742494,0.6760257,0.7097089,0.0336832
15,-1.0152973,-1.1202661,"('boring', 'funny')",-0.14257494,-0.112518355,0.44883654,0.40022004,0.20267223,0.22164936,-0.1265908,-0.1527288,-0.026138
16,-0.54083997,-0.47450596,"('unpopular', 'popular')",-1.2018452,-1.1065557,-0.95059305,-0.93733805,0.39152917,0.4666854,-0.5754372,-0.5129286,0.0625086
17,-0.1790605,-0.14255853,"('nasty', 'nice')",-0.51511645,-0.39797223,0.39163318,0.49252862,-0.6548777,-0.5439793,-0.2393554,-0.1479954,0.09136
18,-0.37198734,-0.36240676,"('disagreeable', 'welcoming')",-0.5063996,-0.47541165,-0.6635927,-0.5800736,-0.42138496,-0.44122365,-0.4908411,-0.4647789,0.0260622
19,-0.35866365,-0.3159154,"('inhospitable', 'hospitable')",-0.7794691,-0.76509595,-1.2686803,-1.2378594,-0.20463382,-0.2608505,-0.6528617,-0.6449302,0.0079315
20,0.12405856,0.1981681,"('rough', 'thoughtful')",-0.08576775,-0.081902444,-0.35072753,-0.31620893,0.84704906,0.8245005,0.1336531,0.1561393,0.0224862
21,0.5779884,0.52313715,"('immoral', 'moral')",1.804896,1.7846415,0.42934838,0.5228916,-0.8089467,-0.7451658,0.5008216,0.5213761,0.0205545
22,0.8319604,0.7567409,"('untrustworthy', 'trustworthy')",0.46807188,0.37060788,0.52914643,0.58063245,-0.98762566,-0.9255881,0.2103883,0.1955983,-0.01479
23,0.037530314,-0.03066716,"('insincere', 'sincere')",1.7977625,1.6055878,-0.6583589,-0.60481364,5.187599,5.0309534,1.5911334,1.5002651,-0.0908683
24,-0.13124381,-0.21584424,"('dishonest', 'honest')",0.8609703,0.78689426,-0.57986534,-0.55599463,0.81400055,0.69825226,0.2409654,0.1783269,-0.0626385
25,-1.0677245,-1.0732498,"('egoistic', 'altruistic')",-1.1082236,-1.0672582,-0.40766913,-0.3889289,1.1453952,1.047728,-0.3595555,-0.3704273,-0.0108718
26,-1.5353816,-1.6203277,"('hardhearted', 'benevolent')",0.35532004,0.29902762,0.12161566,0.08653615,1.4670409,1.2828945,0.1021487,0.0120327,-0.090116
27,-1.0081711,-0.93955994,"('hardhearted', 'softhearted')",-1.1146741,-1.0618811,-0.3647548,-0.3162334,1.3538848,1.212392,-0.2834288,-0.2763206,0.0071082
28,-0.584592,-0.7269038,"('disloyal', 'loyal')",0.32801163,0.13959567,-1.4005051,-1.4390557,0.83770716,0.5406425,-0.2048446,-0.3714303,-0.1665857
29,0.19243039,0.20346203,"('unfair', 'fair')",-0.10329875,-0.13690361,-0.38574815,-0.37966272,-0.66791487,-0.84087414,-0.2411328,-0.2884946,-0.0473618
30,0.09484195,-0.008706919,"('intolerant', 'tolerant')",1.2178075,1.1350169,0.9314218,0.98470795,1.285011,1.3283352,0.8822706,0.8598382,-0.0224324
31,-1.1398776,-1.0236372,"('evil', 'good')",-1.9329373,-1.83081,-1.5510504,-1.5576603,-1.1614711,-1.27623,-1.4463341,-1.4220843,0.0242498
32,-0.63655204,-0.69912195,"('unkind', 'kind')",0.6440296,0.5425836,0.41217488,0.4418438,1.3133729,1.1797098,0.4332563,0.3662538,-0.0670025
33,-0.29598212,-0.31292385,"('wrong', 'right')",1.0283692,1.1095407,0.24608785,0.21985647,-0.7104871,-0.7656021,0.0669969,0.0627178,-0.0042791
34,-0.6698256,-0.6336879,"('mean', 'honorable')",0.9107446,0.85655797,0.06661637,0.16066146,5.8569818,5.934521,1.5411292,1.5795132,0.038384
35,0.3971137,0.48555636,"('corrupt', 'incorrupt')",-1.9833722,-1.8454,-0.006090462,-0.07253786,-0.46312648,-0.7190853,-0.5138689,-0.5378667,-0.0239978
36,-1.2492934,-1.2357036,"('hostile', 'amicable')",-0.7667971,-0.8384425,-0.8554476,-0.9268958,-0.11094002,-0.2620813,-0.7456195,-0.8157808,-0.0701613
37,1.1869403,1.2069333,"('fake', 'genuine')",-0.16044116,-0.15133244,0.1986295,0.25450653,0.47080067,0.37896842,0.4239823,0.422269,-0.0017133
38,-0.3955588,-0.33711505,"('untruthful', 'truthful')",0.9873587,1.0017931,-1.1084477,-1.0913895,0.1863958,0.16218258,-0.082563,-0.0661322,0.0164308
39,1.4591846,1.4122071,"('exploitative', 'cooperative')",1.2845929,1.3249769,0.81727403,0.8576149,0.0744774,0.09755267,0.9088823,0.923088,0.0142057
40,-0.19001615,-0.18224287,"('stingy', 'generous')",0.7024505,0.803576,-0.49409536,-0.46372262,-1.0411779,-1.082644,-0.2557097,-0.2312584,0.0244513
41,-0.31832805,-0.28243506,"('unforgiving', 'forgiving')",1.0283698,0.9741388,0.024475968,0.07369493,0.20143174,0.26476493,0.2339874,0.2575409,0.0235535
42,1.6370169,1.6434427,"('unreliable', 'reliable')",0.93249315,1.0092585,1.3783973,1.4630373,-2.4061143,-2.2536967,0.3854483,0.4655105,0.0800622
43,-0.47492266,-0.5310366,"('irresponsible', 'responsible')",1.676883,1.5772938,-0.8010415,-0.7116987,0.565931,0.5073623,0.2417125,0.2104802,-0.0312323
44,0.43737146,0.46276152,"('prejudiced', 'unprejudiced')",-0.7821573,-0.64893717,1.468502,1.483957,-1.6934701,-1.6368401,-0.1424385,-0.0847647,0.0576738
45,-0.18927751,-0.22521448,"('incompetent', 'competent')",0.43191913,0.36051965,-0.16834009,-0.08692987,0.0058014914,0.007892508,0.0200258,0.014067,-0.0059588
46,0.33675978,0.24217139,"('uncompetitive', 'competitive')",1.8347719,1.7484329,-0.40475506,-0.37222597,-0.19297491,-0.10743819,0.3934504,0.377735,-0.0157154
47,-0.5033403,-0.46746907,"('stupid', 'smart')",1.3607206,1.2708662,0.8833519,0.95726144,4.925963,4.9639606,1.6666738,1.6811547,0.0144809
48,-1.4199373,-1.5249653,"('unintelligent', 'intelligent')",-0.39258814,-0.51951367,-1.2681512,-1.2738719,0.4636997,0.39189148,-0.6542442,-0.7316148,-0.0773706
49,-0.91384673,-0.86486626,"('unable', 'able')",-1.1935807,-1.1427917,-0.8286332,-0.7115585,-0.4786511,-0.3346734,-0.853678,-0.7634725,0.0902055
50,0.34607258,0.39958468,"('clumsy', 'skillful')",0.10941924,0.10904731,0.624507,0.599808,0.45096403,0.40835124,0.3827407,0.3791978,-0.0035429
51,0.6440669,0.48128495,"('uneducated', 'educated')",0.6385297,0.5423519,-0.17025413,-0.26903096,0.78063303,0.66048235,0.4732439,0.353772,-0.1194719
52,-1.1711106,-1.1860744,"('irrational', 'rational')",-0.34157693,-0.43470255,-1.4016607,-1.4744129,-0.4380434,-0.601596,-0.8380979,-0.9241965,-0.0860986
53,-0.8681062,-0.84069514,"('uncreative', 'creative')",0.27298337,0.15459317,-1.3473028,-1.2540783,1.0715296,0.941891,-0.217724,-0.2495723,-0.0318483
54,-0.44455796,-0.45496792,"('incapable', 'capable')",0.32503775,0.32729253,-0.9733101,-0.92286927,0.7974297,0.7260575,-0.0738502,-0.0811218,-0.0072716
55,0.045591906,-0.04796201,"('incompetent', 'clever')",0.5934467,0.49940753,-0.6046557,-0.51487917,0.018463936,0.03844617,0.0132117,-0.0062469,-0.0194586
56,1.1034003,1.0674809,"('impractical', 'practical')",1.6016061,1.5396271,0.5379631,0.6277783,0.00838951,0.051035453,0.8128398,0.8214805,0.0086407
57,-0.67356825,-0.74469924,"('unimaginative', 'imaginative')",-0.19815707,-0.20508239,-0.7932755,-0.72513026,-2.1946113,-2.2157142,-0.964903,-0.9726565,-0.0077535
58,-0.25039983,-0.24996476,"('undiscriminating', 'discriminating')",1.0124769,0.91902864,-1.1353798,-1.1851089,0.10791965,0.062955394,-0.0663458,-0.1132724,-0.0469266
59,-0.20121615,-0.16852939,"('foolish', 'wise')",-0.008036351,0.034392156,-0.28051725,-0.3164995,0.23711264,0.16396146,-0.0631643,-0.0716688,-0.0085045
60,0.16977634,0.050938524,"('inefficient', 'efficient')",1.5990958,1.4904969,0.753551,0.8659938,0.18547124,0.3229411,0.6769736,0.6825926,0.005619
61,-0.6780194,-0.7943427,"('illogical', 'logical')",1.6398746,1.5238659,-0.5015934,-0.51909727,0.29109046,0.1561966,0.187838,0.0916556,-0.0961824
62,0.31842273,0.31190923,"('incompetent', 'brilliant')",1.0880711,1.1677138,-0.21644047,-0.07790013,0.1703812,0.3746746,0.3401087,0.4440993,0.1039906
63,-0.04722791,-0.050707497,"('unperceptive', 'insightful')",1.7134416,1.6529332,-0.58523357,-0.55710804,1.5829366,1.6976682,0.6659792,0.6856965,0.0197173
64,0.84543556,0.6914534,"('shy', 'confident')",1.1075186,1.1256646,0.48249158,0.4587752,-5.898915,-5.768239,-0.8658673,-0.8730865,-0.0072192
65,-0.17202193,-0.35759458,"('insecure', 'secure')",0.614215,0.52823645,0.97330457,1.0257107,-0.24957366,-0.17356165,0.291481,0.2556977,-0.0357833
66,0.43751633,0.42777666,"('inactive', 'active')",0.39348733,0.42025578,-0.20930916,-0.210796,0.9170424,0.86039555,0.3846842,0.374408,-0.0102762
67,0.7499651,0.6813519,"('doubtful', 'determined')",0.852541,0.91425896,1.545809,1.5379946,-0.2519254,-0.20299105,0.7240974,0.7326536,0.0085562
68,0.41388595,0.38552597,"('dependent', 'independent')",-1.611341,-1.6954575,-0.73545885,-0.77390504,-0.4630768,-0.5433103,-0.5989977,-0.6567867,-0.057789
69,0.067692146,0.12180919,"('lazy', 'industrious')",-0.1889238,-0.0971975,0.6581668,0.6166237,-0.38298777,-0.32612246,0.0384868,0.0787782,0.0402914
70,0.7080391,0.6643898,"('lethargic', 'energetic')",0.537224,0.60179627,0.5998962,0.68691516,0.97155297,1.1545726,0.7041781,0.7769184,0.0727403
71,0.10209119,0.06593344,"('diffident', 'self-confident')",1.4198985,1.4281648,-0.8350764,-0.76768124,0.47944367,0.3905155,0.2915893,0.2792332,-0.0123561
72,-0.85802895,-0.8921084,"('unambitious', 'ambitious')",0.53622204,0.587358,-1.2206942,-1.2027279,-1.1514637,-1.1457901,-0.6734912,-0.6633171,0.0101741
73,1.3898791,1.4128716,"('helpless', 'self-reliant')",0.5732248,0.6172983,0.13629161,0.11033405,-3.1891203,-3.1158,-0.2724312,-0.2438239,0.0286073
74,0.31412536,0.3419698,"('undedicated', 'dedicated')",0.8512681,0.8571037,-0.45563975,-0.38276106,0.369547,0.31618178,0.2698252,0.2831236,0.0132984
75,0.05489596,0.1651276,"('meek', 'impulsive')",-1.0719755,-0.9084428,0.05975063,0.05131979,-0.48213756,-0.35305625,-0.3598666,-0.2612629,0.0986037
76,0.6993418,0.7079891,"('anxious', 'daring')",0.6329856,0.64383405,0.51113063,0.60279465,0.40744033,0.4993283,0.5627246,0.6134865,0.0507619
77,-0.65182185,-0.70778716,"('unmotivated', 'motivated')",0.97773594,0.956488,-0.3751959,-0.3302065,-1.0233431,-0.9321261,-0.2681562,-0.253408,0.0147482
78,-0.8363611,-0.74903566,"('nonresilient', 'resilient')",0.5418844,0.5049877,-1.0184664,-0.9649142,0.37064236,0.4220594,-0.2355752,-0.1967257,0.0388495
79,-0.4716488,-0.42858168,"('wavering', 'unwavering')",-0.9852363,-0.90486,-0.8258393,-0.83795327,0.05781345,-0.01879938,-0.5562277,-0.5475486,0.0086791
80,1.4376881,1.409699,"('dominated', 'dominating')",0.09648107,0.23096982,0.9468086,0.963035,-1.2250683,-1.1076678,0.3139774,0.374009,0.0600316
81,0.08961648,-0.12561944,"('submissive', 'aggressive')",1.4787196,1.4539704,1.2833319,1.2826191,-0.50447476,-0.36521703,0.5867983,0.5614383,-0.02536
82,0.003364876,0.028642084,"('poor', 'rich')",-0.47941422,-0.59533006,0.14963892,0.18180943,5.85233,5.8150096,1.38148,1.3575327,-0.0239473
83,-0.060214274,-0.13540675,"('powerless', 'powerful')",1.1341391,1.1341327,-0.40432134,-0.42752072,-0.6681398,-0.72445303,0.0003659,-0.0383119,-0.0386778
84,0.4735002,0.35309535,"('inferior', 'superior')",0.3533979,0.41065425,0.46453243,0.39954656,0.92998046,0.8864224,0.5553527,0.5124297,-0.042923
85,-1.3399031,-1.2414298,"('insignificant', 'prestigious')",-0.6480458,-0.61493695,-1.2253661,-1.2903761,0.81444424,0.68272763,-0.5997177,-0.6160038,-0.0162861
86,-1.0307052,-1.1939822,"('uninfluential', 'influential')",0.17168248,0.09344504,-1.7725761,-1.739787,0.061775185,-0.081146985,-0.6424559,-0.7303678,-0.0879119
87,0.57409775,0.46731785,"('unsuccessful', 'successful')",1.3871064,1.417659,0.27675033,0.2646575,0.45722163,0.47360006,0.673794,0.6558086,-0.0179854
88,-1.0858127,-1.1617451,"('low', 'eminent')",-0.6973204,-0.78893816,-0.7125569,-0.79052156,0.4648812,0.35029712,-0.5077022,-0.5977269,-0.0900247
