,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0155195,-1.2540556,"('unsociable', 'sociable')",0.19574852,0.026252426,-0.17915207,-0.26065907,-0.3329744,-0.4961541,-0.1631797
1,-1.4336123,-1.5439996,"('unfriendly', 'friendly')",0.13353656,-0.022711743,0.8944847,0.85987496,-0.135197,-0.2356121,-0.1004151
2,1.2714586,1.2177317,"('unlikable', 'likable')",0.89772385,0.892084,0.94812,0.9269789,1.0391008,1.0122648,-0.026836
3,0.28329638,0.28723004,"('repellent', 'pleasant')",0.8921358,0.9511217,1.1720293,1.1476914,0.7824872,0.7953477,0.0128605
4,-0.36143398,-0.3675516,"('disliked', 'liked')",-0.23657915,-0.2693307,-6.3243876,-6.4198217,-2.3074668,-2.3522347,-0.0447679
5,-0.6606938,-0.5611373,"('distant', 'outgoing')",-0.13902722,0.023078203,-1.1990063,-0.9762849,-0.6662424,-0.5047813,0.1614611
6,-1.0238651,-0.9294733,"('distant', 'open')",-0.8699262,-0.76814854,-1.3575206,-1.1427349,-1.0837706,-0.9467856,0.136985
7,-0.1059988,-0.14027232,"('insensitive', 'sensitive')",1.0211781,1.0333378,0.5494908,0.6010402,0.4882234,0.4980352,0.0098118
8,-0.7616171,-0.86335546,"('unaffectionate', 'affectionate')",-0.559327,-0.6488325,0.23323813,0.2860207,-0.3625687,-0.4087224,-0.0461537
9,-0.706802,-0.84757406,"('unaffectionate', 'caring')",0.55746317,0.51749414,0.8445872,0.94020224,0.2317495,0.2033741,-0.0283754
10,-0.5644986,-0.82605267,"('unsympathetic', 'sympathetic')",-0.31414562,-0.48129016,-0.15529309,-0.20366539,-0.3446458,-0.5036694,-0.1590236
11,-0.015855424,-0.13690728,"('unhelpful', 'helpful')",0.761543,0.7715866,2.3214989,2.363718,1.0223955,0.9994658,-0.0229297
12,0.22213137,0.26447275,"('unsupportive', 'supportive')",0.6615795,0.7002804,-2.0061386,-1.8884002,-0.3741426,-0.3078823,0.0662603
13,-0.46297434,-0.51113456,"('impolite', 'polite')",0.021735147,0.007885978,-0.4891727,-0.5084294,-0.3101373,-0.337226,-0.0270887
14,-0.048978753,-0.048781842,"('antisocial', 'social')",1.1463268,1.1850928,0.5227364,0.42464778,0.5400281,0.5203196,-0.0197085
15,0.5300596,0.41589653,"('boring', 'funny')",-0.3064254,-0.34204522,0.050708562,0.04113597,0.0914476,0.0383291,-0.0531185
16,0.009145044,-0.14556234,"('unpopular', 'popular')",-0.13491794,-0.2272791,0.16236964,0.1544956,0.0121989,-0.0727819,-0.0849808
17,-0.41827202,-0.33290768,"('nasty', 'nice')",-0.15376318,-0.061403703,-0.43752235,-0.38916653,-0.3365192,-0.2611593,0.0753599
18,-0.7260114,-0.7519646,"('disagreeable', 'welcoming')",-0.7255863,-0.7450329,-0.59400517,-0.57910645,-0.6818676,-0.6920347,-0.0101671
19,-0.44284853,-0.45521536,"('inhospitable', 'hospitable')",-1.2647138,-1.2565641,-0.7171264,-0.5977789,-0.8082296,-0.7698528,0.0383768
20,-0.14036596,-0.1306503,"('rough', 'thoughtful')",-0.021774761,-0.014703844,0.5840774,0.5750229,0.1406456,0.1432229,0.0025773
21,0.15295309,-0.05469089,"('immoral', 'moral')",1.2167445,1.1394341,0.043756172,0.022721827,0.4711512,0.369155,-0.1019962
22,0.29859513,0.26468313,"('untrustworthy', 'trustworthy')",0.043161597,-0.051731262,-0.58025044,-0.6001248,-0.0794979,-0.1290576,-0.0495597
23,-0.37824962,-0.5536151,"('insincere', 'sincere')",0.7960448,0.6867626,6.0620265,6.0892515,2.1599406,2.0741329,-0.0858077
24,0.26982945,0.2867523,"('dishonest', 'honest')",0.11356974,0.08918953,0.71559525,0.7441036,0.3663315,0.3733485,0.007017
25,-0.16279861,-0.22245073,"('egoistic', 'altruistic')",0.66744655,0.6453483,1.0724688,1.0506133,0.5257056,0.4911703,-0.0345353
26,-0.3649984,-0.5186845,"('hardhearted', 'benevolent')",0.5726199,0.46170932,1.4119111,1.2656206,0.5398442,0.4028818,-0.1369624
27,-1.3251351,-1.24345,"('hardhearted', 'softhearted')",-0.2774439,-0.15221629,0.769088,0.8116939,-0.2778303,-0.1946575,0.0831728
28,-0.226875,-0.42788,"('disloyal', 'loyal')",-0.00019280612,-0.22824717,1.1590631,1.0191841,0.3106651,0.121019,-0.1896461
29,0.20252477,0.28609744,"('unfair', 'fair')",0.035421647,0.117590934,-0.49717486,-0.56967676,-0.0864095,-0.0553295,0.03108
30,0.8560719,0.71919113,"('intolerant', 'tolerant')",1.5161206,1.4284936,1.1687515,1.0884223,1.1803146,1.0787024,-0.1016122
31,-0.9583602,-0.85778606,"('evil', 'good')",-1.1498703,-1.154166,-1.5282893,-1.4882058,-1.2121733,-1.1667193,0.045454
32,0.03674748,-0.17822897,"('unkind', 'kind')",0.30194834,0.19475879,1.3022445,1.1094484,0.5469801,0.3753261,-0.171654
33,0.39271545,0.3689409,"('wrong', 'right')",1.0802816,1.0696164,-0.8747355,-0.9146617,0.1994205,0.1746319,-0.0247886
34,-0.2898655,-0.20551822,"('mean', 'honorable')",0.2236534,0.28712714,5.562056,5.864114,1.831948,1.9819075,0.1499595
35,-0.5613873,-0.5285647,"('corrupt', 'incorrupt')",-1.2326025,-1.2380596,-0.98559666,-1.064579,-0.9265288,-0.9437345,-0.0172057
36,-0.8162475,-0.99907506,"('hostile', 'amicable')",-2.1489103,-2.3074007,-0.73163307,-0.8185498,-1.2322636,-1.3750084,-0.1427448
37,-0.4021185,-0.46342435,"('fake', 'genuine')",-0.11279498,-0.19443811,0.0708741,0.12687716,-0.1480131,-0.1769951,-0.028982
38,-0.6236238,-0.72126263,"('untruthful', 'truthful')",0.20285785,0.11351947,0.012701435,0.097830534,-0.1360215,-0.1699709,-0.0339494
39,1.2164131,1.2597699,"('exploitative', 'cooperative')",0.20303977,0.28168473,0.35240576,0.36258507,0.5906196,0.6346799,0.0440603
40,0.22832778,0.24471863,"('stingy', 'generous')",0.2194077,0.198789,-1.8432003,-1.8334897,-0.465155,-0.4633273,0.0018277
41,-0.82883364,-0.9395428,"('unforgiving', 'forgiving')",-0.121419355,-0.23927781,0.18863095,0.11179887,-0.253874,-0.3556739,-0.1017999
42,0.5337334,0.49373877,"('unreliable', 'reliable')",0.5508894,0.5634443,-2.9836729,-2.95975,-0.6330167,-0.634189,-0.0011723
43,-0.034114026,-0.02445633,"('irresponsible', 'responsible')",-0.20629664,-0.1633884,0.3385478,0.38889554,0.0327124,0.0670169,0.0343045
44,0.14239371,0.12921654,"('prejudiced', 'unprejudiced')",-0.6800915,-0.6545893,-1.3102124,-1.3603781,-0.6159701,-0.6285836,-0.0126135
45,-0.2704519,-0.325193,"('incompetent', 'competent')",-0.17228967,-0.30436283,0.10915814,0.070344165,-0.1111945,-0.1864039,-0.0752094
46,0.37030554,0.24100542,"('uncompetitive', 'competitive')",0.54807204,0.47057757,-0.40967125,-0.44343695,0.1695688,0.089382,-0.0801868
47,0.010611148,0.12815475,"('stupid', 'smart')",0.445017,0.51602453,5.1958838,5.426708,1.8838374,2.0236292,0.1397918
48,-0.34051317,-0.45323154,"('unintelligent', 'intelligent')",0.31799012,0.22147508,0.5002038,0.48440975,0.1592269,0.0842178,-0.0750091
49,-0.23180786,-0.20026407,"('unable', 'able')",-0.31348938,-0.27691168,-0.361241,-0.19134489,-0.3021794,-0.2228402,0.0793392
50,0.269833,0.13119978,"('clumsy', 'skillful')",0.034021437,-0.052468196,-0.057480082,-0.058997214,0.0821248,0.0065781,-0.0755467
51,-0.2636419,-0.39334315,"('uneducated', 'educated')",-0.3445738,-0.38187796,0.99173665,0.89416516,0.1278403,0.039648,-0.0881923
52,-0.046405967,-0.21128397,"('irrational', 'rational')",-0.47049713,-0.5573075,-0.28483534,-0.3345293,-0.2672461,-0.3677069,-0.1004608
53,-0.32074207,-0.42225105,"('uncreative', 'creative')",0.19997874,0.1577438,0.4359794,0.4289032,0.105072,0.0547987,-0.0502733
54,-0.2187375,-0.42480662,"('incapable', 'capable')",-0.35096407,-0.46998474,0.409832,0.41763732,-0.0532899,-0.1590513,-0.1057614
55,0.09011015,0.0006245123,"('incompetent', 'clever')",-0.15753481,-0.25349274,0.7659419,0.7260669,0.2328391,0.1577329,-0.0751062
56,0.25573298,0.1887735,"('impractical', 'practical')",1.0798349,1.0724106,-0.23742193,-0.24337664,0.3660487,0.3392692,-0.0267795
57,-0.62846535,-0.86977774,"('unimaginative', 'imaginative')",0.07442946,-0.06715532,-2.6804855,-2.7931087,-1.0781738,-1.2433472,-0.1651734
58,0.09490808,0.039374366,"('undiscriminating', 'discriminating')",0.624785,0.5811791,0.31739098,0.30926666,0.3456947,0.30994,-0.0357547
59,0.5828924,0.67327607,"('foolish', 'wise')",0.9413608,1.0307437,-0.5392349,-0.38947883,0.3283394,0.4381803,0.1098409
60,-0.08436626,-0.126111,"('inefficient', 'efficient')",1.0711753,1.1350785,0.22753169,0.35249418,0.4047803,0.4538205,0.0490402
61,0.5206698,0.43179542,"('illogical', 'logical')",0.7001579,0.6272451,0.6053654,0.47518498,0.608731,0.5114085,-0.0973225
62,0.5305311,0.60472715,"('incompetent', 'brilliant')",0.27229917,0.31936643,0.56382763,0.70198804,0.4555527,0.5420272,0.0864745
63,0.10257913,0.07797916,"('unperceptive', 'insightful')",1.324601,1.302726,0.7990467,0.9604117,0.7420756,0.7803723,0.0382967
64,0.5460227,0.5677199,"('shy', 'confident')",0.7488188,0.7885006,-5.9540586,-6.018954,-1.5530723,-1.5542444,-0.0011721
65,-0.05048535,-0.16990542,"('insecure', 'secure')",0.070816614,0.056682855,0.24082218,0.26376334,0.0870512,0.0501803,-0.0368709
66,0.0766373,0.11981772,"('inactive', 'active')",-0.7455107,-0.6643463,0.1790081,0.25243443,-0.1632884,-0.0973647,0.0659237
67,0.4437976,0.42853594,"('doubtful', 'determined')",0.5549247,0.5856867,-0.49684787,-0.5644257,0.1672915,0.1499323,-0.0173592
68,-0.26752406,-0.2875146,"('dependent', 'independent')",-0.7422801,-0.7470863,-0.8219346,-0.74614584,-0.6105796,-0.5935822,0.0169974
69,0.24623202,0.34480146,"('lazy', 'industrious')",0.8223172,0.9723924,-1.4266524,-1.311512,-0.1193678,0.001894,0.1212618
70,-0.000990035,-0.09545863,"('lethargic', 'energetic')",0.72593,0.7215222,0.4801802,0.5780607,0.4017067,0.4013747,-0.000332
71,0.13508406,0.24418496,"('diffident', 'self-confident')",1.7305675,1.7897326,-0.012299456,0.052243643,0.617784,0.695387,0.077603
72,-0.4436598,-0.3667926,"('unambitious', 'ambitious')",0.31232435,0.36567956,-0.43037346,-0.41620106,-0.1872363,-0.1391047,0.0481316
73,0.85084134,0.82504493,"('helpless', 'self-reliant')",0.68325424,0.67073286,-3.4833512,-3.362746,-0.6497519,-0.6223227,0.0274292
74,0.25823638,0.20926884,"('undedicated', 'dedicated')",0.78625804,0.7739717,-0.17201357,-0.21776661,0.2908269,0.2551579,-0.035669
75,0.012404464,0.06326027,"('meek', 'impulsive')",-0.15835033,-0.15554743,-0.595106,-0.5316451,-0.2470173,-0.2079774,0.0390399
76,0.47619247,0.46169794,"('anxious', 'daring')",-0.00015335716,0.051955137,0.17797688,0.14045452,0.2180053,0.2180359,3.06e-05
77,-0.69321364,-0.70083445,"('unmotivated', 'motivated')",0.93078387,0.9569781,-1.2550496,-1.1226157,-0.3391598,-0.288824,0.0503358
78,-0.76602405,-0.8168378,"('nonresilient', 'resilient')",-0.044110373,-0.037634887,-0.26074666,-0.15940844,-0.3569604,-0.3379604,0.019
79,-0.6729135,-0.7302269,"('wavering', 'unwavering')",-1.004111,-1.0719715,-0.7841654,-0.7318787,-0.8203967,-0.8446924,-0.0242957
80,0.73799837,0.7866569,"('dominated', 'dominating')",0.42508814,0.47851568,-0.11688991,-0.090777926,0.3487322,0.3914649,0.0427327
81,0.54085547,0.32810485,"('submissive', 'aggressive')",1.3180944,1.2042449,-0.14994185,-0.1790917,0.5696694,0.451086,-0.1185834
82,0.1895714,0.102421544,"('poor', 'rich')",0.054113075,0.0026913844,6.491565,6.5521317,2.2450832,2.2190816,-0.0260016
83,0.32931432,0.20095432,"('powerless', 'powerful')",0.30304015,0.27224547,-0.83337766,-0.8994581,-0.0670077,-0.1420861,-0.0750784
84,1.2164328,1.1842896,"('inferior', 'superior')",0.8734633,0.89903194,0.61784005,0.65588224,0.9025788,0.913068,0.0104892
85,0.04557786,0.026874967,"('insignificant', 'prestigious')",0.46116763,0.42173576,-0.27978504,-0.28715295,0.0756535,0.0538193,-0.0218342
86,-0.7379019,-0.94250846,"('uninfluential', 'influential')",-0.031673905,-0.1729717,-0.06888482,-0.15784688,-0.2794869,-0.4244424,-0.1449555
87,0.5947703,0.58162796,"('unsuccessful', 'successful')",0.69074255,0.63171774,0.9733725,1.0397271,0.7529618,0.7510242,-0.0019376
88,-0.00980183,-0.25200704,"('low', 'eminent')",-0.08802736,-0.22322495,-0.10315168,-0.27329504,-0.0669936,-0.249509,-0.1825154
