,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.80882305,-0.92089045,"('unsociable', 'sociable')",0.5195055,0.3769526,-0.7580392,-0.8038678,-0.3491189,-0.4492686,-0.1001497
1,-0.7705662,-0.62209445,"('unfriendly', 'friendly')",-0.024545498,-0.13397959,2.3255253,2.2452006,0.5101379,0.4963755,-0.0137624
2,0.86041653,0.98836046,"('unlikable', 'likable')",1.6355561,1.7407008,0.65634567,0.7104509,1.0507727,1.1465041,0.0957314
3,-0.37028748,-0.16576783,"('repellent', 'pleasant')",0.35142604,0.45072109,0.05839875,0.12190841,0.0131791,0.1356206,0.1224415
4,0.35389814,0.3580291,"('disliked', 'liked')",-0.59702307,-0.74553037,-6.739025,-6.878253,-2.3273834,-2.4219181,-0.0945347
5,-0.48152667,-0.3814447,"('distant', 'outgoing')",-0.69131964,-0.7079055,0.2050726,0.19666906,-0.3225912,-0.2975604,0.0250308
6,-0.9991181,-0.7857502,"('distant', 'open')",-0.9500904,-0.87621975,0.9373742,0.9074823,-0.3372781,-0.2514959,0.0857822
7,-0.39765438,-0.33576488,"('insensitive', 'sensitive')",-0.44163117,-0.35578093,0.75223994,0.8583935,-0.0290152,0.0556159,0.0846311
8,-0.62923765,-0.45444137,"('unaffectionate', 'affectionate')",-0.92904854,-0.9628477,1.5117956,1.4018811,-0.0154969,-0.005136,0.0103609
9,-0.65871084,-0.47809756,"('unaffectionate', 'caring')",-0.53905094,-0.55393517,1.7809428,1.7645302,0.1943937,0.2441658,0.0497721
10,-0.4718288,-0.39273244,"('unsympathetic', 'sympathetic')",-0.35036594,-0.240315,-0.74048734,-0.6405346,-0.520894,-0.4245273,0.0963667
11,-0.50691533,-0.420783,"('unhelpful', 'helpful')",-0.3071591,-0.20540828,1.1736497,1.3495069,0.1198584,0.2411052,0.1212468
12,-0.39959645,-0.1850833,"('unsupportive', 'supportive')",-0.40345776,-0.25581634,-2.0648756,-2.0297737,-0.9559766,-0.8235578,0.1324188
13,0.19463503,0.13815606,"('impolite', 'polite')",-0.2903543,-0.28053874,-0.99719286,-0.9394526,-0.3643041,-0.3606118,0.0036923
14,0.9938446,0.8399282,"('antisocial', 'social')",1.3468488,1.2065814,-0.69856244,-0.773095,0.547377,0.4244715,-0.1229055
15,-0.21481359,-0.35025492,"('boring', 'funny')",0.35506457,0.27573556,0.55839634,0.5268488,0.2328824,0.1507765,-0.0821059
16,-0.62550855,-0.47224888,"('unpopular', 'popular')",-0.69862944,-0.70134175,1.1007781,1.045637,-0.0744533,-0.0426512,0.0318021
17,-0.09696865,-0.013551444,"('nasty', 'nice')",-0.37112507,-0.32031524,-0.9961268,-0.92073333,-0.4880735,-0.4182,0.0698735
18,-0.2845542,-0.068856016,"('disagreeable', 'welcoming')",-0.97876066,-0.8657404,-0.42800733,-0.48620126,-0.5637741,-0.4735992,0.0901749
19,-0.63789076,-0.40721887,"('inhospitable', 'hospitable')",-0.87842757,-0.7457174,-0.08460465,0.025308702,-0.533641,-0.3758758,0.1577652
20,-0.082220875,-0.047133915,"('rough', 'thoughtful')",0.8984341,0.9270359,1.044989,1.003848,0.6204007,0.6279167,0.007516
21,0.22051583,0.20256728,"('immoral', 'moral')",0.12099745,0.19787584,-1.26829,-1.1756839,-0.3089256,-0.2584136,0.050512
22,0.27154624,0.3253326,"('untrustworthy', 'trustworthy')",0.5565527,0.57669616,-1.2128441,-1.2236207,-0.1282484,-0.1071973,0.0210511
23,-0.5146269,-0.39772463,"('insincere', 'sincere')",-0.46247217,-0.35774875,5.5612392,5.640864,1.5280468,1.6284634,0.1004166
24,0.4042848,0.44414833,"('dishonest', 'honest')",-0.18129991,-0.07698163,0.760632,0.8032347,0.3278723,0.3901338,0.0622615
25,-0.12404338,-0.03524319,"('egoistic', 'altruistic')",0.4387327,0.34776708,1.8253429,1.7437991,0.7133441,0.685441,-0.0279031
26,0.78482956,0.6866785,"('hardhearted', 'benevolent')",2.3256264,2.2016444,2.1149185,2.0338984,1.7417914,1.6407404,-0.101051
27,0.17695275,0.34316182,"('hardhearted', 'softhearted')",-0.058381293,0.053707793,1.8014632,1.6970499,0.6400115,0.6979732,0.0579617
28,-0.56190735,-0.6185736,"('disloyal', 'loyal')",-0.3259863,-0.45288038,1.2430829,1.1265072,0.1183964,0.018351,-0.1000454
29,-0.527676,-0.58804244,"('unfair', 'fair')",-0.25506824,-0.25979027,-0.40992773,-0.542446,-0.3975573,-0.4634262,-0.0658689
30,0.8111993,0.86161757,"('intolerant', 'tolerant')",1.0053294,1.0435116,0.83269656,0.8499703,0.8830751,0.9183665,0.0352914
31,-0.37010217,-0.09869948,"('evil', 'good')",-0.05635889,-0.08148347,-0.23467097,-0.38427332,-0.2203773,-0.1881521,0.0322252
32,-0.32188165,-0.30384693,"('unkind', 'kind')",0.5263115,0.44255042,0.9261575,0.78988546,0.3768624,0.3095297,-0.0673327
33,0.3887851,0.37068182,"('wrong', 'right')",-0.16796353,-0.23337255,0.05830744,-0.03701044,0.093043,0.0334329,-0.0596101
