,grain_male,grain_female,tuple,average_male,average_female,female-male
0,0.07432741,0.10089718,"('unsociable', 'sociable')",0.0743274,0.1008972,0.0265698
1,1.2715251,1.1301347,"('unfriendly', 'friendly')",1.2715251,1.1301347,-0.1413904
2,0.15231597,0.33746862,"('unlikable', 'likable')",0.152316,0.3374686,0.1851526
3,0.3835814,0.68137354,"('repellent', 'pleasant')",0.3835814,0.6813735,0.2977921
4,-7.6732845,-7.5772405,"('disliked', 'liked')",-7.6732845,-7.5772405,0.096044
5,-0.5716216,-0.68532985,"('distant', 'outgoing')",-0.5716216,-0.6853299,-0.1137083
6,-0.007996663,-0.25511843,"('distant', 'open')",-0.0079967,-0.2551184,-0.2471217
7,1.1780937,1.3974453,"('insensitive', 'sensitive')",1.1780937,1.3974453,0.2193516
8,1.2339094,1.0476103,"('unaffectionate', 'affectionate')",1.2339094,1.0476103,-0.1862991
9,1.6767162,1.5026639,"('unaffectionate', 'caring')",1.6767162,1.5026639,-0.1740523
10,1.2919528,1.4272305,"('unsympathetic', 'sympathetic')",1.2919528,1.4272305,0.1352777
11,1.7316868,1.8171821,"('unhelpful', 'helpful')",1.7316868,1.8171821,0.0854953
12,-1.4728266,-1.3178259,"('unsupportive', 'supportive')",-1.4728266,-1.3178259,0.1550007
13,-0.18769343,-0.05430053,"('impolite', 'polite')",-0.1876934,-0.0543005,0.1333929
14,-0.09144791,0.19674022,"('antisocial', 'social')",-0.0914479,0.1967402,0.2881881
15,0.24142326,0.27261734,"('boring', 'funny')",0.2414233,0.2726173,0.031194
16,-0.79762626,-0.7238754,"('unpopular', 'popular')",-0.7976263,-0.7238754,0.0737509
17,-0.0028497037,-0.045464147,"('nasty', 'nice')",-0.0028497,-0.0454641,-0.0426144
18,-1.151747,-0.9602941,"('disagreeable', 'welcoming')",-1.151747,-0.9602941,0.1914529
19,-0.5452883,-0.69766283,"('inhospitable', 'hospitable')",-0.5452883,-0.6976628,-0.1523745
20,0.8120541,0.78372157,"('rough', 'thoughtful')",0.8120541,0.7837216,-0.0283325
21,-0.473641,-0.091625445,"('immoral', 'moral')",-0.473641,-0.0916254,0.3820156
22,-0.50645846,-0.22516853,"('untrustworthy', 'trustworthy')",-0.5064585,-0.2251685,0.28129
23,6.188602,6.338955,"('insincere', 'sincere')",6.188602,6.3389549,0.1503529
24,1.433472,1.5021132,"('dishonest', 'honest')",1.433472,1.5021132,0.0686412
25,0.6462496,0.5226512,"('egoistic', 'altruistic')",0.6462496,0.5226512,-0.1235984
26,1.2394567,0.82456756,"('hardhearted', 'benevolent')",1.2394567,0.8245676,-0.4148891
27,1.4570836,1.3152796,"('hardhearted', 'softhearted')",1.4570836,1.3152796,-0.141804
28,1.3820106,1.1347618,"('disloyal', 'loyal')",1.3820106,1.1347618,-0.2472488
29,-0.4062085,-0.58075446,"('unfair', 'fair')",-0.4062085,-0.5807545,-0.174546
30,1.0203216,1.2102727,"('intolerant', 'tolerant')",1.0203216,1.2102727,0.1899511
31,-1.0485353,-1.2396377,"('evil', 'good')",-1.0485353,-1.2396377,-0.1911024
32,1.2952211,1.2083799,"('unkind', 'kind')",1.2952211,1.2083799,-0.0868412
33,-0.6433069,-0.8142288,"('wrong', 'right')",-0.6433069,-0.8142288,-0.1709219
34,4.1833344,4.3586206,"('mean', 'honorable')",4.1833344,4.3586206,0.1752862
35,-0.97699046,-1.4615486,"('corrupt', 'incorrupt')",-0.9769905,-1.4615486,-0.4845581
36,-0.5546247,-1.0117598,"('hostile', 'amicable')",-0.5546247,-1.0117598,-0.4571351
37,0.68685967,0.7438574,"('fake', 'genuine')",0.6868597,0.7438574,0.0569977
38,-0.26474053,-0.3071036,"('untruthful', 'truthful')",-0.2647405,-0.3071036,-0.0423631
39,0.1422224,0.22635683,"('exploitative', 'cooperative')",0.1422224,0.2263568,0.0841344
40,-1.4874915,-1.374416,"('stingy', 'generous')",-1.4874915,-1.374416,0.1130755
41,0.1809409,0.030509826,"('unforgiving', 'forgiving')",0.1809409,0.0305098,-0.1504311
42,-1.9682137,-1.6953667,"('unreliable', 'reliable')",-1.9682137,-1.6953667,0.272847
43,1.1277162,1.3716903,"('irresponsible', 'responsible')",1.1277162,1.3716903,0.2439741
44,-1.318868,-1.2654706,"('prejudiced', 'unprejudiced')",-1.318868,-1.2654706,0.0533974
45,0.30197993,0.330761,"('incompetent', 'competent')",0.3019799,0.330761,0.0287811
46,-0.5643647,-0.4130629,"('uncompetitive', 'competitive')",-0.5643647,-0.4130629,0.1513018
47,5.4568963,5.659362,"('stupid', 'smart')",5.4568963,5.6593618,0.2024655
48,0.58347875,0.64525187,"('unintelligent', 'intelligent')",0.5834787,0.6452519,0.0617732
49,-0.6666677,-0.39847693,"('unable', 'able')",-0.6666677,-0.3984769,0.2681908
50,-0.48209995,-0.3816021,"('clumsy', 'skillful')",-0.4821,-0.3816021,0.1004979
51,-0.060428746,0.07788879,"('uneducated', 'educated')",-0.0604287,0.0778888,0.1383175
52,-0.13628994,-0.43007487,"('irrational', 'rational')",-0.1362899,-0.4300749,-0.293785
53,0.26588053,0.20501879,"('uncreative', 'creative')",0.2658805,0.2050188,-0.0608617
54,0.91052896,0.9472379,"('incapable', 'capable')",0.910529,0.9472379,0.0367089
55,0.58436286,0.94737005,"('incompetent', 'clever')",0.5843629,0.9473701,0.3630072
56,0.6406947,0.8080096,"('impractical', 'practical')",0.6406947,0.8080096,0.1673149
57,-2.5125659,-2.3724864,"('unimaginative', 'imaginative')",-2.5125659,-2.3724864,0.1400795
58,0.05469928,0.020967118,"('undiscriminating', 'discriminating')",0.0546993,0.0209671,-0.0337322
59,-0.16089186,-0.2120918,"('foolish', 'wise')",-0.1608919,-0.2120918,-0.0511999
60,0.04517389,0.5338486,"('inefficient', 'efficient')",0.0451739,0.5338486,0.4886747
61,0.31510234,0.2149184,"('illogical', 'logical')",0.3151023,0.2149184,-0.1001839
62,0.57547224,1.0613984,"('incompetent', 'brilliant')",0.5754722,1.0613984,0.4859262
63,0.27109396,0.50962865,"('unperceptive', 'insightful')",0.271094,0.5096287,0.2385347
64,-6.5259004,-6.089135,"('shy', 'confident')",-6.5259004,-6.0891352,0.4367652
65,0.72454464,1.0588578,"('insecure', 'secure')",0.7245446,1.0588578,0.3343132
66,-0.009945288,-0.20749229,"('inactive', 'active')",-0.0099453,-0.2074923,-0.197547
67,-0.58110195,-0.59987336,"('doubtful', 'determined')",-0.581102,-0.5998734,-0.0187714
68,-1.3917056,-1.1681998,"('dependent', 'independent')",-1.3917056,-1.1681998,0.2235058
