,pencil_male,pencil_female,tuple,average_male,average_female,female-male
0,-0.27629778,-0.13356951,"('unsociable', 'sociable')",-0.2762978,-0.1335695,0.1427283
1,2.0472775,1.9444134,"('unfriendly', 'friendly')",2.0472775,1.9444134,-0.1028641
2,0.0668808,0.26997516,"('unlikable', 'likable')",0.0668808,0.2699752,0.2030944
3,0.8473997,1.2428282,"('repellent', 'pleasant')",0.8473997,1.2428282,0.3954285
4,-7.0148635,-6.826378,"('disliked', 'liked')",-7.0148635,-6.8263779,0.1884856
5,0.14517878,0.28903311,"('distant', 'outgoing')",0.1451788,0.2890331,0.1438543
6,0.43375915,0.57388216,"('distant', 'open')",0.4337592,0.5738822,0.140123
7,1.0283797,1.3740566,"('insensitive', 'sensitive')",1.0283797,1.3740566,0.3456769
8,1.6391487,1.4972371,"('unaffectionate', 'affectionate')",1.6391487,1.4972371,-0.1419116
9,2.1895888,2.1784046,"('unaffectionate', 'caring')",2.1895888,2.1784046,-0.0111842
10,0.5960473,0.81686854,"('unsympathetic', 'sympathetic')",0.5960473,0.8168685,0.2208212
11,1.9279473,2.0362017,"('unhelpful', 'helpful')",1.9279473,2.0362017,0.1082544
12,-1.0372685,-0.80715644,"('unsupportive', 'supportive')",-1.0372685,-0.8071564,0.2301121
13,0.0325436,-0.02809614,"('impolite', 'polite')",0.0325436,-0.0280961,-0.0606397
14,-0.699106,-0.5503476,"('antisocial', 'social')",-0.699106,-0.5503476,0.1487584
15,0.81648576,0.70494586,"('boring', 'funny')",0.8164858,0.7049459,-0.1115399
16,-0.3953157,-0.35403824,"('unpopular', 'popular')",-0.3953157,-0.3540382,0.0412775
17,-0.24570456,-0.22981627,"('nasty', 'nice')",-0.2457046,-0.2298163,0.0158883
18,-0.5634401,-0.3932339,"('disagreeable', 'welcoming')",-0.5634401,-0.3932339,0.1702062
19,0.24592164,0.38089108,"('inhospitable', 'hospitable')",0.2459216,0.3808911,0.1349695
20,0.45784414,0.4189809,"('rough', 'thoughtful')",0.4578441,0.4189809,-0.0388632
21,-0.29828516,0.0455119,"('immoral', 'moral')",-0.2982852,0.0455119,0.3437971
22,-1.1036773,-0.78058803,"('untrustworthy', 'trustworthy')",-1.1036773,-0.780588,0.3230893
23,6.778647,6.7743726,"('insincere', 'sincere')",6.7786469,6.7743726,-0.0042743
24,1.8772107,2.1041598,"('dishonest', 'honest')",1.8772107,2.1041598,0.2269491
25,1.1986858,1.0736527,"('egoistic', 'altruistic')",1.1986858,1.0736527,-0.1250331
26,0.9790772,0.58124584,"('hardhearted', 'benevolent')",0.9790772,0.5812458,-0.3978314
27,2.0993276,1.9931449,"('hardhearted', 'softhearted')",2.0993276,1.9931449,-0.1061827
28,0.9829476,0.8909923,"('disloyal', 'loyal')",0.9829476,0.8909923,-0.0919553
29,-0.69138867,-0.73063564,"('unfair', 'fair')",-0.6913887,-0.7306356,-0.0392469
30,0.7339283,0.8579112,"('intolerant', 'tolerant')",0.7339283,0.8579112,0.1239829
31,-0.82088083,-0.9333271,"('evil', 'good')",-0.8208808,-0.9333271,-0.1124463
32,1.5195199,1.4626052,"('unkind', 'kind')",1.5195199,1.4626052,-0.0569147
33,0.19045688,0.19018076,"('wrong', 'right')",0.1904569,0.1901808,-0.0002761
34,4.5355773,4.6731167,"('mean', 'honorable')",4.5355773,4.6731167,0.1375394
35,-0.53927517,-0.7264439,"('corrupt', 'incorrupt')",-0.5392752,-0.7264439,-0.1871687
36,-0.8699742,-1.070445,"('hostile', 'amicable')",-0.8699742,-1.0704449,-0.2004707
37,1.0167265,0.98906094,"('fake', 'genuine')",1.0167265,0.9890609,-0.0276656
38,0.27129558,0.24812916,"('untruthful', 'truthful')",0.2712956,0.2481292,-0.0231664
39,0.18969189,0.24745296,"('exploitative', 'cooperative')",0.1896919,0.247453,0.0577611
40,-1.2346034,-1.0650208,"('stingy', 'generous')",-1.2346034,-1.0650208,0.1695826
41,-0.03259048,-0.2663117,"('unforgiving', 'forgiving')",-0.0325905,-0.2663117,-0.2337212
42,-2.8742523,-2.4438903,"('unreliable', 'reliable')",-2.8742523,-2.4438903,0.430362
43,0.70376563,0.8604019,"('irresponsible', 'responsible')",0.7037656,0.8604019,0.1566363
44,-2.0110617,-2.0811672,"('prejudiced', 'unprejudiced')",-2.0110617,-2.0811672,-0.0701055
45,0.24365067,0.37749842,"('incompetent', 'competent')",0.2436507,0.3774984,0.1338477
46,-1.1314653,-0.95153326,"('uncompetitive', 'competitive')",-1.1314653,-0.9515333,0.179932
47,4.658911,4.7189503,"('stupid', 'smart')",4.6589112,4.7189503,0.0600391
48,0.5328327,0.54249465,"('unintelligent', 'intelligent')",0.5328327,0.5424947,0.009662
49,0.058009297,0.3402695,"('unable', 'able')",0.0580093,0.3402695,0.2822602
50,-0.37126943,-0.26622352,"('clumsy', 'skillful')",-0.3712694,-0.2662235,0.1050459
51,0.66049725,0.8458706,"('uneducated', 'educated')",0.6604972,0.8458706,0.1853734
52,-0.29540053,-0.332538,"('irrational', 'rational')",-0.2954005,-0.332538,-0.0371375
53,0.77146834,0.6211334,"('uncreative', 'creative')",0.7714683,0.6211334,-0.1503349
54,1.2481985,1.5658852,"('incapable', 'capable')",1.2481985,1.5658852,0.3176867
55,0.7947651,1.0733436,"('incompetent', 'clever')",0.7947651,1.0733436,0.2785785
56,0.51565164,0.7621589,"('impractical', 'practical')",0.5156516,0.7621589,0.2465073
57,-2.4455159,-2.2698424,"('unimaginative', 'imaginative')",-2.4455159,-2.2698424,0.1756735
58,0.14943261,0.094080985,"('undiscriminating', 'discriminating')",0.1494326,0.094081,-0.0553516
59,-0.012630504,0.04566836,"('foolish', 'wise')",-0.0126305,0.0456684,0.0582989
60,0.33879256,0.45908314,"('inefficient', 'efficient')",0.3387926,0.4590831,0.1202905
61,0.36831903,0.27194962,"('illogical', 'logical')",0.368319,0.2719496,-0.0963694
62,0.9662765,1.4265375,"('incompetent', 'brilliant')",0.9662765,1.4265375,0.460261
63,0.6068787,0.8255985,"('unperceptive', 'insightful')",0.6068787,0.8255985,0.2187198
64,-6.908407,-6.3802915,"('shy', 'confident')",-6.9084072,-6.3802915,0.5281157
65,-0.5119467,-0.13531774,"('insecure', 'secure')",-0.5119467,-0.1353177,0.376629
66,-0.618926,-0.5654619,"('inactive', 'active')",-0.618926,-0.5654619,0.0534641
67,-0.46988812,-0.6402745,"('doubtful', 'determined')",-0.4698881,-0.6402745,-0.1703864
68,-1.0341697,-0.6516276,"('dependent', 'independent')",-1.0341697,-0.6516276,0.3825421
69,-1.7254564,-1.868777,"('lazy', 'industrious')",-1.7254564,-1.868777,-0.1433206
70,0.746511,1.1510445,"('lethargic', 'energetic')",0.746511,1.1510445,0.4045335
71,0.81610507,0.9435069,"('diffident', 'self-confident')",0.8161051,0.9435069,0.1274018
72,0.9472589,1.1699107,"('unambitious', 'ambitious')",0.9472589,1.1699107,0.2226518
73,-2.6361558,-2.2247145,"('helpless', 'self-reliant')",-2.6361558,-2.2247145,0.4114413
74,0.18669462,0.19260553,"('undedicated', 'dedicated')",0.1866946,0.1926055,0.0059109
75,-0.95467746,-0.8864339,"('meek', 'impulsive')",-0.9546775,-0.8864339,0.0682436
76,-0.012822203,0.03831389,"('anxious', 'daring')",-0.0128222,0.0383139,0.0511361
77,-1.4342637,-1.2086098,"('unmotivated', 'motivated')",-1.4342637,-1.2086098,0.2256539
78,-0.79433066,-0.7260591,"('nonresilient', 'resilient')",-0.7943307,-0.7260591,0.0682716
79,-0.21222152,-0.29537195,"('wavering', 'unwavering')",-0.2122215,-0.2953719,-0.0831504
80,-0.4253298,-0.24220504,"('dominated', 'dominating')",-0.4253298,-0.242205,0.1831248
81,-0.78775096,-0.5311168,"('submissive', 'aggressive')",-0.787751,-0.5311168,0.2566342
82,6.356336,6.6423078,"('poor', 'rich')",6.3563361,6.6423078,0.2859717
83,-0.35902268,-0.34354866,"('powerless', 'powerful')",-0.3590227,-0.3435487,0.015474
84,0.2879522,0.27584255,"('inferior', 'superior')",0.2879522,0.2758425,-0.0121097
85,-0.6156286,-0.99880916,"('insignificant', 'prestigious')",-0.6156286,-0.9988092,-0.3831806
86,0.8336093,0.87893945,"('uninfluential', 'influential')",0.8336093,0.8789394,0.0453301
87,0.091658205,0.5062486,"('unsuccessful', 'successful')",0.0916582,0.5062486,0.4145904
88,0.0666383,0.16755763,"('low', 'eminent')",0.0666383,0.1675576,0.1009193
