,justice_male,justice_female,tuple,average_male,average_female,female-male
0,0.071020916,-0.05479576,"('unsociable', 'sociable')",0.0710209,-0.0547958,-0.1258167
1,1.1342598,1.1921282,"('unfriendly', 'friendly')",1.1342598,1.1921282,0.0578684
2,0.6981662,0.77813154,"('unlikable', 'likable')",0.6981662,0.7781315,0.0799653
3,0.46303093,0.56717134,"('repellent', 'pleasant')",0.4630309,0.5671713,0.1041404
4,-6.482113,-6.63923,"('disliked', 'liked')",-6.4821129,-6.6392298,-0.1571169
5,-0.32369792,-0.2125688,"('distant', 'outgoing')",-0.3236979,-0.2125688,0.1111291
6,-0.04635706,0.11508745,"('distant', 'open')",-0.0463571,0.1150874,0.1614445
7,0.7447003,0.80753946,"('insensitive', 'sensitive')",0.7447003,0.8075395,0.0628392
8,1.3681576,1.437636,"('unaffectionate', 'affectionate')",1.3681576,1.437636,0.0694784
9,1.9540899,2.1332188,"('unaffectionate', 'caring')",1.9540899,2.1332188,0.1791289
10,0.47238505,0.5543378,"('unsympathetic', 'sympathetic')",0.472385,0.5543378,0.0819528
11,1.862875,1.9312185,"('unhelpful', 'helpful')",1.862875,1.9312185,0.0683435
12,-1.3338888,-1.1690047,"('unsupportive', 'supportive')",-1.3338888,-1.1690047,0.1648841
13,-0.1277852,-0.12708843,"('impolite', 'polite')",-0.1277852,-0.1270884,0.0006968
14,0.2728422,0.13887611,"('antisocial', 'social')",0.2728422,0.1388761,-0.1339661
15,0.6218197,0.46943074,"('boring', 'funny')",0.6218197,0.4694307,-0.152389
16,-0.74473023,-0.6401936,"('unpopular', 'popular')",-0.7447302,-0.6401936,0.1045366
17,0.46130478,0.507455,"('nasty', 'nice')",0.4613048,0.507455,0.0461502
18,-0.6374535,-0.47620115,"('disagreeable', 'welcoming')",-0.6374535,-0.4762011,0.1612524
19,-0.07239225,0.057964258,"('inhospitable', 'hospitable')",-0.0723922,0.0579643,0.1303565
20,0.65178466,0.5310315,"('rough', 'thoughtful')",0.6517847,0.5310315,-0.1207532
21,-0.118272096,0.014821573,"('immoral', 'moral')",-0.1182721,0.0148216,0.1330937
22,-0.28980073,-0.2845425,"('untrustworthy', 'trustworthy')",-0.2898007,-0.2845425,0.0052582
23,6.567541,6.689018,"('insincere', 'sincere')",6.5675411,6.6890178,0.1214767
24,1.585156,1.6338332,"('dishonest', 'honest')",1.585156,1.6338332,0.0486772
25,1.0132309,1.1024077,"('egoistic', 'altruistic')",1.0132309,1.1024077,0.0891768
26,1.3664904,1.0957246,"('hardhearted', 'benevolent')",1.3664904,1.0957246,-0.2707658
27,1.4476199,1.442797,"('hardhearted', 'softhearted')",1.4476199,1.4427969,-0.004823
28,1.306804,1.2697843,"('disloyal', 'loyal')",1.3068039,1.2697843,-0.0370196
29,-0.56697565,-0.6541817,"('unfair', 'fair')",-0.5669757,-0.6541817,-0.087206
30,1.2256031,1.255664,"('intolerant', 'tolerant')",1.2256031,1.255664,0.0300609
31,-1.4139402,-1.3192368,"('evil', 'good')",-1.4139402,-1.3192368,0.0947034
32,1.6100183,1.4793166,"('unkind', 'kind')",1.6100183,1.4793166,-0.1307017
33,-0.15645336,-0.106447004,"('wrong', 'right')",-0.1564534,-0.106447,0.0500064
34,5.0255876,5.3713374,"('mean', 'honorable')",5.0255876,5.3713374,0.3457498
35,-0.6619905,-0.8041968,"('corrupt', 'incorrupt')",-0.6619905,-0.8041968,-0.1422063
36,-0.4684509,-0.46747816,"('hostile', 'amicable')",-0.4684509,-0.4674782,0.0009727
37,0.74406224,0.74668187,"('fake', 'genuine')",0.7440622,0.7466819,0.0026197
38,0.30705968,0.40970775,"('untruthful', 'truthful')",0.3070597,0.4097078,0.1026481
39,-0.09214892,-0.03911386,"('exploitative', 'cooperative')",-0.0921489,-0.0391139,0.053035
40,-1.9904339,-2.0565789,"('stingy', 'generous')",-1.9904339,-2.0565789,-0.066145
41,0.056985956,-0.030609973,"('unforgiving', 'forgiving')",0.056986,-0.03061,-0.087596
42,-2.6585221,-2.5166767,"('unreliable', 'reliable')",-2.6585221,-2.5166767,0.1418454
43,1.1309998,1.2173927,"('irresponsible', 'responsible')",1.1309998,1.2173927,0.0863929
44,-1.7210937,-1.7899356,"('prejudiced', 'unprejudiced')",-1.7210937,-1.7899356,-0.0688419
45,0.50895154,0.38011482,"('incompetent', 'competent')",0.5089515,0.3801148,-0.1288367
46,-1.3630874,-1.3695745,"('uncompetitive', 'competitive')",-1.3630874,-1.3695745,-0.0064871
47,5.4374356,5.5502415,"('stupid', 'smart')",5.4374356,5.5502415,0.1128059
48,0.4297166,0.5034511,"('unintelligent', 'intelligent')",0.4297166,0.5034511,0.0737345
49,0.36218378,0.5818385,"('unable', 'able')",0.3621838,0.5818385,0.2196547
50,-0.23447862,-0.11468779,"('clumsy', 'skillful')",-0.2344786,-0.1146878,0.1197908
51,0.72584593,0.7305638,"('uneducated', 'educated')",0.7258459,0.7305638,0.0047179
52,0.16642499,0.09502722,"('irrational', 'rational')",0.166425,0.0950272,-0.0713978
53,0.3558889,0.33782646,"('uncreative', 'creative')",0.3558889,0.3378265,-0.0180624
54,1.016966,1.2378649,"('incapable', 'capable')",1.016966,1.2378649,0.2208989
55,0.6095612,0.61823344,"('incompetent', 'clever')",0.6095612,0.6182334,0.0086722
56,0.8127423,0.8360064,"('impractical', 'practical')",0.8127423,0.8360064,0.0232641
57,-2.5602224,-2.6738021,"('unimaginative', 'imaginative')",-2.5602224,-2.6738021,-0.1135797
58,0.19804631,0.18898511,"('undiscriminating', 'discriminating')",0.1980463,0.1889851,-0.0090612
59,0.4048676,0.45566052,"('foolish', 'wise')",0.4048676,0.4556605,0.0507929
60,0.6554056,0.8315107,"('inefficient', 'efficient')",0.6554056,0.8315107,0.1761051
61,0.27374405,0.1750704,"('illogical', 'logical')",0.273744,0.1750704,-0.0986736
62,0.93602204,1.0518922,"('incompetent', 'brilliant')",0.936022,1.0518922,0.1158702
63,0.258283,0.40316224,"('unperceptive', 'insightful')",0.258283,0.4031622,0.1448792
64,-6.101664,-6.063613,"('shy', 'confident')",-6.1016641,-6.0636129,0.0380512
65,-0.014181867,0.035874918,"('insecure', 'secure')",-0.0141819,0.0358749,0.0500568
66,-0.21591619,-0.28913924,"('inactive', 'active')",-0.2159162,-0.2891392,-0.073223
67,-0.10663047,-0.103184566,"('doubtful', 'determined')",-0.1066305,-0.1031846,0.0034459
68,-0.8638708,-0.67197865,"('dependent', 'independent')",-0.8638708,-0.6719787,0.1918921
69,-1.4800669,-1.4344254,"('lazy', 'industrious')",-1.4800669,-1.4344254,0.0456415
70,0.5170734,0.5315282,"('lethargic', 'energetic')",0.5170734,0.5315282,0.0144548
71,0.24663152,0.32903618,"('diffident', 'self-confident')",0.2466315,0.3290362,0.0824047
72,1.0032897,1.0901445,"('unambitious', 'ambitious')",1.0032897,1.0901445,0.0868548
73,-2.9118612,-2.7737396,"('helpless', 'self-reliant')",-2.9118612,-2.7737396,0.1381216
74,0.07945986,0.028530657,"('undedicated', 'dedicated')",0.0794599,0.0285307,-0.0509292
75,-0.9112348,-0.91115683,"('meek', 'impulsive')",-0.9112348,-0.9111568,7.8e-05
76,0.27198866,0.19496945,"('anxious', 'daring')",0.2719887,0.1949694,-0.0770193
77,-1.0569602,-0.8069124,"('unmotivated', 'motivated')",-1.0569602,-0.8069124,0.2500478
78,-0.8482497,-0.8068648,"('nonresilient', 'resilient')",-0.8482497,-0.8068648,0.0413849
79,0.27464667,0.3209498,"('wavering', 'unwavering')",0.2746467,0.3209498,0.0463031
80,-0.075045384,-0.23884164,"('dominated', 'dominating')",-0.0750454,-0.2388416,-0.1637962
81,-0.6317716,-0.62868947,"('submissive', 'aggressive')",-0.6317716,-0.6286895,0.0030821
82,5.714322,5.8539352,"('poor', 'rich')",5.7143221,5.8539352,0.1396131
83,-0.09042768,-0.11322348,"('powerless', 'powerful')",-0.0904277,-0.1132235,-0.0227958
84,0.04425682,0.14730741,"('inferior', 'superior')",0.0442568,0.1473074,0.1030506
85,-0.5327142,-0.4767989,"('insignificant', 'prestigious')",-0.5327142,-0.4767989,0.0559153
86,0.84445894,0.7955892,"('uninfluential', 'influential')",0.8444589,0.7955892,-0.0488697
87,0.2390918,0.30278575,"('unsuccessful', 'successful')",0.2390918,0.3027858,0.063694
88,0.33613178,0.3677197,"('low', 'eminent')",0.3361318,0.3677197,0.0315879
