,assembly_male,assembly_female,tuple,average_male,average_female,female-male
0,0.19945857,-0.04483761,"('unsociable', 'sociable')",0.1994586,-0.0448376,-0.2442962
1,1.5031152,1.4160526,"('unfriendly', 'friendly')",1.5031152,1.4160526,-0.0870626
2,0.32210907,0.5711866,"('unlikable', 'likable')",0.3221091,0.5711866,0.2490775
3,0.36587152,0.6647648,"('repellent', 'pleasant')",0.3658715,0.6647648,0.2988933
4,-7.3193407,-7.3709064,"('disliked', 'liked')",-7.3193407,-7.3709064,-0.0515657
5,-0.3703095,-0.20349267,"('distant', 'outgoing')",-0.3703095,-0.2034927,0.1668168
6,-0.07429724,0.00971039,"('distant', 'open')",-0.0742972,0.0097104,0.0840076
7,1.2270347,1.2587748,"('insensitive', 'sensitive')",1.2270347,1.2587748,0.0317401
8,1.1666238,1.1755725,"('unaffectionate', 'affectionate')",1.1666238,1.1755725,0.0089487
9,1.6073284,1.6049262,"('unaffectionate', 'caring')",1.6073284,1.6049262,-0.0024022
10,1.0396831,1.1789571,"('unsympathetic', 'sympathetic')",1.0396831,1.1789571,0.139274
11,2.3242445,2.2357,"('unhelpful', 'helpful')",2.3242445,2.2356999,-0.0885446
12,-1.2630655,-1.2093318,"('unsupportive', 'supportive')",-1.2630655,-1.2093318,0.0537337
13,0.24597412,0.17530935,"('impolite', 'polite')",0.2459741,0.1753093,-0.0706648
14,0.32470974,0.26446065,"('antisocial', 'social')",0.3247097,0.2644607,-0.060249
15,0.7849434,0.6462128,"('boring', 'funny')",0.7849434,0.6462128,-0.1387306
16,-0.49492207,-0.432972,"('unpopular', 'popular')",-0.4949221,-0.432972,0.0619501
17,-0.13418618,-0.089245066,"('nasty', 'nice')",-0.1341862,-0.0892451,0.0449411
18,-0.4590405,-0.37927425,"('disagreeable', 'welcoming')",-0.4590405,-0.3792742,0.0797663
19,-0.22391929,-0.19079822,"('inhospitable', 'hospitable')",-0.2239193,-0.1907982,0.0331211
20,0.83156544,0.7444828,"('rough', 'thoughtful')",0.8315654,0.7444828,-0.0870826
21,0.22422667,0.32959914,"('immoral', 'moral')",0.2242267,0.3295991,0.1053724
22,-0.29801217,-0.1783233,"('untrustworthy', 'trustworthy')",-0.2980122,-0.1783233,0.1196889
23,6.9526606,6.900901,"('insincere', 'sincere')",6.9526606,6.9009008,-0.0517598
24,1.8998916,2.094371,"('dishonest', 'honest')",1.8998916,2.0943711,0.1944795
25,0.6217612,0.45350024,"('egoistic', 'altruistic')",0.6217612,0.4535002,-0.168261
26,1.0197483,0.66412365,"('hardhearted', 'benevolent')",1.0197483,0.6641237,-0.3556246
27,1.4090755,1.3721462,"('hardhearted', 'softhearted')",1.4090755,1.3721462,-0.0369293
28,1.3105345,1.2358973,"('disloyal', 'loyal')",1.3105345,1.2358973,-0.0746372
29,-0.30963928,-0.28927708,"('unfair', 'fair')",-0.3096393,-0.2892771,0.0203622
30,1.2756791,1.0634239,"('intolerant', 'tolerant')",1.2756791,1.0634239,-0.2122552
31,-1.3724157,-1.2489517,"('evil', 'good')",-1.3724157,-1.2489517,0.123464
32,1.4401807,1.3300436,"('unkind', 'kind')",1.4401807,1.3300436,-0.1101371
33,-0.589236,-0.54586446,"('wrong', 'right')",-0.589236,-0.5458645,0.0433715
34,4.9789557,5.010872,"('mean', 'honorable')",4.9789557,5.0108719,0.0319162
35,-0.86291546,-0.9392639,"('corrupt', 'incorrupt')",-0.8629155,-0.9392639,-0.0763484
36,-0.58059406,-0.83402777,"('hostile', 'amicable')",-0.5805941,-0.8340278,-0.2534337
37,1.1804259,1.138099,"('fake', 'genuine')",1.1804259,1.138099,-0.0423269
38,0.49681166,0.3317628,"('untruthful', 'truthful')",0.4968117,0.3317628,-0.1650489
39,-0.12298475,-0.1458484,"('exploitative', 'cooperative')",-0.1229848,-0.1458484,-0.0228636
40,-1.6847938,-1.5567296,"('stingy', 'generous')",-1.6847938,-1.5567296,0.1280642
41,-0.06515714,-0.23213704,"('unforgiving', 'forgiving')",-0.0651571,-0.232137,-0.1669799
42,-2.6609848,-2.3991501,"('unreliable', 'reliable')",-2.6609848,-2.3991501,0.2618347
43,1.5124292,1.4873288,"('irresponsible', 'responsible')",1.5124292,1.4873288,-0.0251004
44,-1.1227276,-1.2684743,"('prejudiced', 'unprejudiced')",-1.1227276,-1.2684743,-0.1457467
45,0.27782372,0.37116393,"('incompetent', 'competent')",0.2778237,0.3711639,0.0933402
46,-0.7514722,-0.6523296,"('uncompetitive', 'competitive')",-0.7514722,-0.6523296,0.0991426
47,5.425536,5.680172,"('stupid', 'smart')",5.4255362,5.680172,0.2546358
48,1.0860797,0.993551,"('unintelligent', 'intelligent')",1.0860797,0.993551,-0.0925287
49,0.07863286,0.16725853,"('unable', 'able')",0.0786329,0.1672585,0.0886256
50,-0.4023018,-0.19473226,"('clumsy', 'skillful')",-0.4023018,-0.1947323,0.2075695
51,0.30341414,0.37724698,"('uneducated', 'educated')",0.3034141,0.377247,0.0738329
52,-0.4297989,-0.5696163,"('irrational', 'rational')",-0.4297989,-0.5696163,-0.1398174
53,0.4388302,0.49435923,"('uncreative', 'creative')",0.4388302,0.4943592,0.055529
54,1.1076939,1.2014695,"('incapable', 'capable')",1.1076939,1.2014695,0.0937756
55,0.90630245,1.0113126,"('incompetent', 'clever')",0.9063025,1.0113126,0.1050101
56,0.9826204,0.8973315,"('impractical', 'practical')",0.9826204,0.8973315,-0.0852889
57,-2.7899609,-2.731177,"('unimaginative', 'imaginative')",-2.7899609,-2.7311771,0.0587838
58,-0.052632418,-0.1051445,"('undiscriminating', 'discriminating')",-0.0526324,-0.1051445,-0.0525121
59,-0.13602564,-0.03798585,"('foolish', 'wise')",-0.1360256,-0.0379859,0.0980397
60,0.79922646,0.90187716,"('inefficient', 'efficient')",0.7992265,0.9018772,0.1026507
61,0.5664284,0.39943337,"('illogical', 'logical')",0.5664284,0.3994334,-0.166995
62,1.1612786,1.4052589,"('incompetent', 'brilliant')",1.1612786,1.4052589,0.2439803
63,0.692199,0.79317766,"('unperceptive', 'insightful')",0.692199,0.7931777,0.1009787
64,-6.280081,-6.073084,"('shy', 'confident')",-6.2800808,-6.0730839,0.2069969
65,0.50944173,0.7846455,"('insecure', 'secure')",0.5094417,0.7846455,0.2752038
66,0.103740856,0.050260045,"('inactive', 'active')",0.1037409,0.05026,-0.0534809
67,-0.45469812,-0.6003822,"('doubtful', 'determined')",-0.4546981,-0.6003822,-0.1456841
68,-0.52225655,-0.42798147,"('dependent', 'independent')",-0.5222566,-0.4279815,0.0942751
69,-1.572554,-1.5648614,"('lazy', 'industrious')",-1.572554,-1.5648614,0.0076926
70,1.3642286,1.4178855,"('lethargic', 'energetic')",1.3642286,1.4178855,0.0536569
71,0.39880237,0.5055873,"('diffident', 'self-confident')",0.3988024,0.5055873,0.1067849
72,0.89836496,1.1171495,"('unambitious', 'ambitious')",0.898365,1.1171495,0.2187845
73,-3.2949002,-3.084053,"('helpless', 'self-reliant')",-3.2949002,-3.084053,0.2108472
74,0.015371539,-0.029323854,"('undedicated', 'dedicated')",0.0153715,-0.0293239,-0.0446954
75,-1.0606322,-0.9252318,"('meek', 'impulsive')",-1.0606322,-0.9252318,0.1354004
76,0.35831338,0.5172051,"('anxious', 'daring')",0.3583134,0.5172051,0.1588917
77,-1.0643092,-1.0019357,"('unmotivated', 'motivated')",-1.0643092,-1.0019357,0.0623735
78,-0.6569072,-0.5748931,"('nonresilient', 'resilient')",-0.6569072,-0.5748931,0.0820141
79,-0.18426391,-0.21177301,"('wavering', 'unwavering')",-0.1842639,-0.211773,-0.0275091
80,-0.23162988,-0.24096626,"('dominated', 'dominating')",-0.2316299,-0.2409663,-0.0093364
81,0.17074099,0.3084318,"('submissive', 'aggressive')",0.170741,0.3084318,0.1376908
82,6.6522975,6.790362,"('poor', 'rich')",6.6522975,6.7903619,0.1380644
