,morbid_male,morbid_female,tuple,average_male,average_female,female-male
0,-0.6477916,-0.68876046,"('unsociable', 'sociable')",-0.6477916,-0.6887605,-0.0409689
1,-0.4468817,-0.68893194,"('unfriendly', 'friendly')",-0.4468817,-0.6889319,-0.2420502
2,-0.6223791,-0.7201043,"('unlikable', 'likable')",-0.6223791,-0.7201043,-0.0977252
3,-1.8373296,-1.8011688,"('repellent', 'pleasant')",-1.8373296,-1.8011688,0.0361608
4,-3.3804064,-3.1808183,"('disliked', 'liked')",-3.3804064,-3.1808183,0.1995881
5,-0.4834542,-0.5578861,"('distant', 'outgoing')",-0.4834542,-0.5578861,-0.0744319
6,-0.5461023,-0.68083304,"('distant', 'open')",-0.5461023,-0.680833,-0.1347307
7,-1.1199678,-1.1730967,"('insensitive', 'sensitive')",-1.1199678,-1.1730967,-0.0531289
8,-0.009987103,-0.32439703,"('unaffectionate', 'affectionate')",-0.0099871,-0.324397,-0.3144099
9,-0.21542586,-0.41815114,"('unaffectionate', 'caring')",-0.2154259,-0.4181511,-0.2027252
10,-1.7804438,-1.791985,"('unsympathetic', 'sympathetic')",-1.7804438,-1.791985,-0.0115412
11,-0.32615995,-0.3887252,"('unhelpful', 'helpful')",-0.32616,-0.3887252,-0.0625652
12,-1.6805294,-1.5955911,"('unsupportive', 'supportive')",-1.6805294,-1.5955911,0.0849383
13,-1.8100594,-1.7833124,"('impolite', 'polite')",-1.8100594,-1.7833124,0.026747
14,-0.8256105,-0.8311803,"('antisocial', 'social')",-0.8256105,-0.8311803,-0.0055698
15,0.34948105,0.2672659,"('boring', 'funny')",0.349481,0.2672659,-0.0822151
16,-0.1863755,-0.26350728,"('unpopular', 'popular')",-0.1863755,-0.2635073,-0.0771318
17,-1.6363058,-1.5815582,"('nasty', 'nice')",-1.6363058,-1.5815582,0.0547476
18,-0.5801904,-0.67289865,"('disagreeable', 'welcoming')",-0.5801904,-0.6728987,-0.0927083
19,-1.375823,-1.4129821,"('inhospitable', 'hospitable')",-1.375823,-1.4129821,-0.0371591
20,0.16486135,0.08745779,"('rough', 'thoughtful')",0.1648614,0.0874578,-0.0774036
21,-1.4559617,-1.3859078,"('immoral', 'moral')",-1.4559617,-1.3859078,0.0700539
22,-1.1104188,-1.1384794,"('untrustworthy', 'trustworthy')",-1.1104188,-1.1384794,-0.0280606
23,0.98990077,0.71598494,"('insincere', 'sincere')",0.9899008,0.7159849,-0.2739159
24,-0.92241794,-1.0719566,"('dishonest', 'honest')",-0.9224179,-1.0719566,-0.1495387
25,-0.018623859,-0.27219793,"('egoistic', 'altruistic')",-0.0186239,-0.2721979,-0.253574
26,1.3859557,1.1315503,"('hardhearted', 'benevolent')",1.3859557,1.1315503,-0.2544054
27,0.277389,0.098432526,"('hardhearted', 'softhearted')",0.277389,0.0984325,-0.1789565
28,-0.27360302,-0.4906085,"('disloyal', 'loyal')",-0.273603,-0.4906085,-0.2170055
29,-0.9282689,-0.96638787,"('unfair', 'fair')",-0.9282689,-0.9663879,-0.038119
30,-0.94983965,-0.98150027,"('intolerant', 'tolerant')",-0.9498397,-0.9815003,-0.0316606
31,-1.2595683,-1.2713301,"('evil', 'good')",-1.2595683,-1.2713301,-0.0117618
32,-0.12437708,-0.2731815,"('unkind', 'kind')",-0.1243771,-0.2731815,-0.1488044
33,-0.5119421,-0.63827217,"('wrong', 'right')",-0.5119421,-0.6382722,-0.1263301
34,1.3980416,1.2953615,"('mean', 'honorable')",1.3980416,1.2953615,-0.1026801
35,0.7079561,0.5770624,"('corrupt', 'incorrupt')",0.7079561,0.5770624,-0.1308937
36,-0.85578835,-0.9885655,"('hostile', 'amicable')",-0.8557884,-0.9885655,-0.1327771
37,-0.6530916,-0.73166096,"('fake', 'genuine')",-0.6530916,-0.731661,-0.0785694
