,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,female-male
0,0.5939838,0.44911817,"('unsociable', 'sociable')",0.40532297,0.24693684,0.4996534,0.3480275,-0.1516259
1,-0.20616513,-0.33033276,"('unfriendly', 'friendly')",0.64303017,0.57259506,0.2184325,0.1211312,-0.0973013
2,0.51285964,0.69557256,"('unlikable', 'likable')",0.36581197,0.46415362,0.4393358,0.5798631,0.1405273
3,-0.13130252,0.029494867,"('repellent', 'pleasant')",0.49739796,0.71813476,0.1830477,0.3738148,0.1907671
4,0.7580915,0.56702864,"('disliked', 'liked')",-6.9268284,-7.178332,-3.0843685,-3.3056517,-0.2212832
5,-0.31604043,-0.29024434,"('distant', 'outgoing')",-1.0502951,-1.0596024,-0.6831678,-0.6749234,0.0082444
6,-0.354667,-0.31628627,"('distant', 'open')",-0.4939094,-0.506827,-0.4242882,-0.4115566,0.0127316
7,0.35923043,0.41023126,"('insensitive', 'sensitive')",1.6960194,1.7278168,1.027625,1.0690241,0.0413991
8,-0.42453462,-0.4220992,"('unaffectionate', 'affectionate')",0.36784604,0.28583696,-0.0283443,-0.0681311,-0.0397868
9,-0.13806319,-0.032522365,"('unaffectionate', 'caring')",0.9610479,0.9265339,0.4114923,0.4470057,0.0355134
10,-0.76833624,-0.73707104,"('unsympathetic', 'sympathetic')",0.7479571,0.7070131,-0.0101896,-0.015029,-0.0048394
11,0.5968577,0.716843,"('unhelpful', 'helpful')",2.1233313,2.1420753,1.3600945,1.4294591,0.0693646
12,0.93553513,1.073104,"('unsupportive', 'supportive')",-1.0846026,-1.0462407,-0.0745337,0.0134317,0.0879654
13,0.34603834,0.5789973,"('impolite', 'polite')",-0.031096578,0.047701597,0.1574709,0.3133495,0.1558786
14,2.3830938,2.2589228,"('antisocial', 'social')",1.1034038,1.0538794,1.7432488,1.6564012,-0.0868476
15,0.97717863,0.820611,"('boring', 'funny')",0.70122546,0.4854417,0.839202,0.6530263,-0.1861757
16,-0.9322095,-1.0007069,"('unpopular', 'popular')",-0.952955,-0.8173052,-0.9425822,-0.9090061,0.0335761
17,-0.36824775,-0.24549419,"('nasty', 'nice')",-0.36726514,-0.36060995,-0.3677564,-0.3030521,0.0647043
18,-0.5036188,-0.16664883,"('disagreeable', 'welcoming')",-0.9313507,-0.7682297,-0.7174847,-0.4674393,0.2500454
19,-1.0663407,-0.86260134,"('inhospitable', 'hospitable')",-0.8541651,-0.77926,-0.9602529,-0.8209307,0.1393222
20,-0.17754295,-0.20326287,"('rough', 'thoughtful')",0.2997891,0.2879609,0.0611231,0.042349,-0.0187741
21,0.63772154,0.863928,"('immoral', 'moral')",0.15260413,0.3402084,0.3951628,0.6020682,0.2069054
22,1.1163403,1.0125619,"('untrustworthy', 'trustworthy')",0.33727697,0.28143314,0.7268086,0.6469975,-0.0798111
23,0.7130974,0.86858505,"('insincere', 'sincere')",6.1867046,6.3585863,3.4499011,3.6135857,0.1636846
24,0.41498697,0.5823978,"('dishonest', 'honest')",1.1484488,1.1255808,0.7817179,0.8539893,0.0722714
25,-0.2888514,-0.1936703,"('egoistic', 'altruistic')",0.8046111,0.819658,0.2578799,0.3129938,0.0551139
26,2.7151327,2.3918436,"('hardhearted', 'benevolent')",2.2117841,1.9826344,2.4634585,2.1872389,-0.2762196
27,-0.5644037,-0.4792687,"('hardhearted', 'softhearted')",0.44584605,0.43157977,-0.0592788,-0.0238445,0.0354343
28,0.4917697,0.33192393,"('disloyal', 'loyal')",1.1128469,0.88816,0.8023083,0.610042,-0.1922663
29,0.18281174,0.20338981,"('unfair', 'fair')",-0.61947656,-0.7659137,-0.2183324,-0.281262,-0.0629296
30,1.176259,1.2200102,"('intolerant', 'tolerant')",1.582787,1.6331036,1.379523,1.4265568,0.0470338
31,-0.59496796,-0.6917969,"('evil', 'good')",-2.0376046,-2.0765326,-1.3162863,-1.3841648,-0.0678785
32,0.12109092,0.1255823,"('unkind', 'kind')",1.2054195,1.1997331,0.6632552,0.6626577,-0.0005975
33,0.82219654,0.9573069,"('wrong', 'right')",-0.07969175,-0.10963927,0.3712524,0.4238338,0.0525814
34,-0.10284465,0.1469456,"('mean', 'honorable')",4.200955,4.5353866,2.0490551,2.341166,0.2921109
35,-1.025406,-1.31671,"('corrupt', 'incorrupt')",-1.6440148,-1.900069,-1.3347104,-1.6083895,-0.2736791
36,-0.5424538,-0.92428666,"('hostile', 'amicable')",-1.5679424,-1.6833231,-1.0551981,-1.3038049,-0.2486068
37,-0.41598988,-0.37861225,"('fake', 'genuine')",0.08945812,0.014576303,-0.1632659,-0.182018,-0.0187521
38,0.5147434,0.58311063,"('untruthful', 'truthful')",0.49337077,0.44661435,0.504057,0.5148625,0.0108055
39,0.68465596,1.0205771,"('exploitative', 'cooperative')",-0.041381225,0.034377493,0.3216374,0.5274773,0.2058399
40,0.9318623,0.9374494,"('stingy', 'generous')",-1.9892646,-2.1353314,-0.5287012,-0.598941,-0.0702398
41,1.465829,1.2852712,"('unforgiving', 'forgiving')",0.72828597,0.50742114,1.0970575,0.8963462,-0.2007113
42,0.5752771,0.6697986,"('unreliable', 'reliable')",-2.394856,-2.3702266,-0.9097894,-0.850214,0.0595754
43,0.11483076,0.3742808,"('irresponsible', 'responsible')",1.11884,1.1670852,0.6168354,0.770683,0.1538476
44,-0.50260633,-0.36618608,"('prejudiced', 'unprejudiced')",-1.4396801,-1.430645,-0.9711432,-0.8984156,0.0727276
45,1.247986,0.8143659,"('incompetent', 'competent')",0.9891007,0.7798137,1.1185434,0.7970898,-0.3214536
