,doorpost_male,doorpost_female,tuple,average_male,average_female,female-male
0,0.71236753,0.7381371,"('unsociable', 'sociable')",0.7123675,0.7381371,0.0257696
1,0.010505475,-0.042090185,"('unfriendly', 'friendly')",0.0105055,-0.0420902,-0.0525957
2,-0.16387533,-0.079895906,"('unlikable', 'likable')",-0.1638753,-0.0798959,0.0839794
3,-0.075891696,0.081781074,"('repellent', 'pleasant')",-0.0758917,0.0817811,0.1576728
4,-4.0054717,-4.042013,"('disliked', 'liked')",-4.0054717,-4.0420132,-0.0365415
5,-0.6797537,-0.74149895,"('distant', 'outgoing')",-0.6797537,-0.7414989,-0.0617452
6,-0.36054817,-0.5094107,"('distant', 'open')",-0.3605482,-0.5094107,-0.1488625
7,1.1468157,1.3104407,"('insensitive', 'sensitive')",1.1468157,1.3104407,0.163625
8,-0.09973944,-0.19277833,"('unaffectionate', 'affectionate')",-0.0997394,-0.1927783,-0.0930389
9,0.37033448,0.35439122,"('unaffectionate', 'caring')",0.3703345,0.3543912,-0.0159433
10,0.25233486,0.38537577,"('unsympathetic', 'sympathetic')",0.2523349,0.3853758,0.1330409
11,1.0421621,1.262776,"('unhelpful', 'helpful')",1.0421621,1.262776,0.2206139
12,-0.88305235,-0.7528819,"('unsupportive', 'supportive')",-0.8830523,-0.7528819,0.1301704
13,0.901417,1.037049,"('impolite', 'polite')",0.901417,1.0370491,0.1356321
14,0.7140423,0.8360701,"('antisocial', 'social')",0.7140423,0.8360701,0.1220278
15,0.87703055,0.73226726,"('boring', 'funny')",0.8770306,0.7322673,-0.1447633
16,-0.31206337,-0.37510625,"('unpopular', 'popular')",-0.3120634,-0.3751062,-0.0630428
17,0.055916976,0.039635576,"('nasty', 'nice')",0.055917,0.0396356,-0.0162814
18,-0.66177887,-0.5999427,"('disagreeable', 'welcoming')",-0.6617789,-0.5999427,0.0618362
19,-0.6426037,-0.64200705,"('inhospitable', 'hospitable')",-0.6426037,-0.6420071,0.0005966
20,0.17684856,0.24666287,"('rough', 'thoughtful')",0.1768486,0.2466629,0.0698143
21,0.021054152,0.27864715,"('immoral', 'moral')",0.0210542,0.2786472,0.257593
22,-0.09425671,-0.019942798,"('untrustworthy', 'trustworthy')",-0.0942567,-0.0199428,0.0743139
23,3.465756,3.595457,"('insincere', 'sincere')",3.4657559,3.5954571,0.1297012
24,0.86394095,0.890601,"('dishonest', 'honest')",0.863941,0.890601,0.02666
25,-0.25268352,-0.33695567,"('egoistic', 'altruistic')",-0.2526835,-0.3369557,-0.0842722
26,0.3771318,0.20354916,"('hardhearted', 'benevolent')",0.3771318,0.2035492,-0.1735826
27,0.53802353,0.38781524,"('hardhearted', 'softhearted')",0.5380235,0.3878152,-0.1502083
28,0.45291072,0.47507727,"('disloyal', 'loyal')",0.4529107,0.4750773,0.0221666
29,-0.23756777,-0.34436843,"('unfair', 'fair')",-0.2375678,-0.3443684,-0.1068006
30,0.778,0.9868695,"('intolerant', 'tolerant')",0.778,0.9868695,0.2088695
31,-1.3219508,-1.4493178,"('evil', 'good')",-1.3219508,-1.4493178,-0.127367
32,0.8956294,0.82985926,"('unkind', 'kind')",0.8956294,0.8298593,-0.0657701
33,-0.08189481,-0.16626093,"('wrong', 'right')",-0.0818948,-0.1662609,-0.0843661
34,2.6757636,2.9160097,"('mean', 'honorable')",2.6757636,2.9160097,0.2402461
35,-0.5304727,-0.89964586,"('corrupt', 'incorrupt')",-0.5304727,-0.8996459,-0.3691732
36,-1.1899297,-1.3845648,"('hostile', 'amicable')",-1.1899297,-1.3845648,-0.1946351
37,0.35547346,0.41739383,"('fake', 'genuine')",0.3554735,0.4173938,0.0619203
38,-0.12832117,-0.10642931,"('untruthful', 'truthful')",-0.1283212,-0.1064293,0.0218919
39,0.31322718,0.43411857,"('exploitative', 'cooperative')",0.3132272,0.4341186,0.1208914
40,-1.5154678,-1.6003983,"('stingy', 'generous')",-1.5154678,-1.6003983,-0.0849305
41,0.21018864,0.26008013,"('unforgiving', 'forgiving')",0.2101886,0.2600801,0.0498915
42,-1.2611916,-1.0964445,"('unreliable', 'reliable')",-1.2611916,-1.0964445,0.1647471
43,1.2645576,1.4582446,"('irresponsible', 'responsible')",1.2645576,1.4582446,0.193687
44,-1.0682483,-1.0678349,"('prejudiced', 'unprejudiced')",-1.0682483,-1.0678349,0.0004134
45,0.80547154,0.95218444,"('incompetent', 'competent')",0.8054715,0.9521844,0.1467129
46,-0.14617334,0.08760417,"('uncompetitive', 'competitive')",-0.1461733,0.0876042,0.2337775
47,3.5745935,3.6768959,"('stupid', 'smart')",3.5745935,3.6768959,0.1023024
48,-0.3420537,-0.20437615,"('unintelligent', 'intelligent')",-0.3420537,-0.2043761,0.1376776
49,-0.5232907,-0.32030666,"('unable', 'able')",-0.5232907,-0.3203067,0.202984
50,-0.29286933,-0.36086303,"('clumsy', 'skillful')",-0.2928693,-0.360863,-0.0679937
51,-0.2777301,-0.1897068,"('uneducated', 'educated')",-0.2777301,-0.1897068,0.0880233
52,-0.82613426,-1.0388787,"('irrational', 'rational')",-0.8261343,-1.0388787,-0.2127444
53,-0.8351968,-0.8506594,"('uncreative', 'creative')",-0.8351968,-0.8506594,-0.0154626
54,0.16729848,0.16118762,"('incapable', 'capable')",0.1672985,0.1611876,-0.0061109
55,1.1641082,1.4096297,"('incompetent', 'clever')",1.1641082,1.4096297,0.2455215
56,1.659784,1.8452773,"('impractical', 'practical')",1.659784,1.8452773,0.1854933
