,xto_male,xto_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8613232,-1.0800966,"('unsociable', 'sociable')",0.42619473,0.2463963,-0.63159955,-0.837226,-0.355576,-0.5569754,-0.2013994
1,-1.468169,-1.5471946,"('unfriendly', 'friendly')",-0.22734714,-0.36082718,1.5499699,1.3438551,-0.0485154,-0.1880556,-0.1395402
2,0.5843644,0.6913325,"('unlikable', 'likable')",1.093353,1.085992,0.706254,0.79108095,0.7946572,0.8561351,0.0614779
3,-0.36271292,-0.25611606,"('repellent', 'pleasant')",-0.023428712,0.072548054,-0.028627276,0.009790756,-0.1382563,-0.0579258,0.0803305
4,-0.642205,-0.6626882,"('disliked', 'liked')",0.16056788,0.067591205,-6.0054216,-5.9889197,-2.1623529,-2.1946723,-0.0323194
5,-1.0749238,-1.012058,"('distant', 'outgoing')",-0.51608634,-0.4334845,-0.021757163,-0.017177526,-0.5375891,-0.4875734,0.0500157
6,-0.99879104,-0.9218828,"('distant', 'open')",-1.3043542,-1.2666149,0.10146849,0.06499385,-0.7338922,-0.7078346,0.0260576
7,-0.33695978,-0.3677678,"('insensitive', 'sensitive')",0.6187981,0.66840214,0.5732667,0.5809479,0.285035,0.2938607,0.0088257
8,-1.3940504,-1.3048679,"('unaffectionate', 'affectionate')",-1.3041306,-1.3367602,0.372692,0.28538236,-0.775163,-0.7854153,-0.0102523
9,-1.3037682,-1.2586963,"('unaffectionate', 'caring')",-0.24825904,-0.23546523,0.968283,0.9248895,-0.1945814,-0.1897574,0.004824
10,-1.0010751,-1.080359,"('unsympathetic', 'sympathetic')",-0.38200808,-0.48731124,-0.7279629,-0.81441855,-0.703682,-0.7940296,-0.0903476
11,0.0006674025,-0.011622639,"('unhelpful', 'helpful')",0.5723757,0.6495992,1.9285815,1.9874305,0.8338749,0.8751357,0.0412608
12,-0.43980393,-0.45015836,"('unsupportive', 'supportive')",0.39031017,0.41426665,-1.7468345,-1.7602578,-0.5987761,-0.5987165,5.96e-05
13,-0.05340301,-0.19192465,"('impolite', 'polite')",0.4372465,0.39832768,-0.0830491,-0.09584989,0.1002648,0.036851,-0.0634138
14,-0.19397672,-0.21973652,"('antisocial', 'social')",1.079627,1.0784959,-0.7453293,-0.74172276,0.0467737,0.0390122,-0.0077615
15,0.18278393,0.1388847,"('boring', 'funny')",-0.024387272,-0.053618595,0.5101281,0.51147044,0.2228416,0.1989122,-0.0239294
16,-0.6539341,-0.5291904,"('unpopular', 'popular')",-0.40495074,-0.40817142,0.7898172,0.81540114,-0.0896892,-0.0406536,0.0490356
