,guilty_male,guilty_female,tuple,average_male,average_female,female-male
0,0.2105508,0.10589127,"('unsociable', 'sociable')",0.2105508,0.1058913,-0.1046595
1,1.1362246,1.0808446,"('unfriendly', 'friendly')",1.1362246,1.0808446,-0.05538
2,0.28717732,0.31043953,"('unlikable', 'likable')",0.2871773,0.3104395,0.0232622
3,1.2027731,1.1534991,"('repellent', 'pleasant')",1.2027731,1.1534991,-0.049274
4,-7.505551,-7.563571,"('disliked', 'liked')",-7.5055509,-7.563571,-0.0580201
5,-0.72714293,-0.5725705,"('distant', 'outgoing')",-0.7271429,-0.5725705,0.1545724
6,-0.13800421,0.0066086054,"('distant', 'open')",-0.1380042,0.0066086,0.1446128
7,1.5782226,1.607019,"('insensitive', 'sensitive')",1.5782226,1.6070189,0.0287963
8,0.7685055,0.83206093,"('unaffectionate', 'affectionate')",0.7685055,0.8320609,0.0635554
9,1.6970266,1.8444113,"('unaffectionate', 'caring')",1.6970266,1.8444113,0.1473847
10,1.5225796,1.5527174,"('unsympathetic', 'sympathetic')",1.5225796,1.5527174,0.0301378
11,2.112873,2.2562826,"('unhelpful', 'helpful')",2.1128731,2.2562826,0.1434095
12,-1.8046584,-1.5668164,"('unsupportive', 'supportive')",-1.8046584,-1.5668164,0.237842
13,0.41281855,0.3483072,"('impolite', 'polite')",0.4128186,0.3483072,-0.0645114
14,-0.13423716,-0.23591003,"('antisocial', 'social')",-0.1342372,-0.23591,-0.1016728
15,0.6630899,0.67267615,"('boring', 'funny')",0.6630899,0.6726761,0.0095862
16,-0.93270355,-0.8831135,"('unpopular', 'popular')",-0.9327036,-0.8831135,0.0495901
17,-0.5126607,-0.46329743,"('nasty', 'nice')",-0.5126607,-0.4632974,0.0493633
18,-0.57392627,-0.6045665,"('disagreeable', 'welcoming')",-0.5739263,-0.6045665,-0.0306402
19,-0.5850194,-0.39443895,"('inhospitable', 'hospitable')",-0.5850194,-0.394439,0.1905804
20,0.62175673,0.49883974,"('rough', 'thoughtful')",0.6217567,0.4988397,-0.122917
21,0.2992797,0.34731507,"('immoral', 'moral')",0.2992797,0.3473151,0.0480354
22,-0.5066008,-0.49894777,"('untrustworthy', 'trustworthy')",-0.5066008,-0.4989478,0.007653
23,7.221746,7.331935,"('insincere', 'sincere')",7.221746,7.3319349,0.1101889
24,2.066938,2.1237237,"('dishonest', 'honest')",2.0669379,2.1237237,0.0567858
25,0.8903761,0.75852996,"('egoistic', 'altruistic')",0.8903761,0.75853,-0.1318461
26,0.38075694,0.18714644,"('hardhearted', 'benevolent')",0.3807569,0.1871464,-0.1936105
27,1.9301524,1.7653531,"('hardhearted', 'softhearted')",1.9301524,1.7653531,-0.1647993
28,1.4321756,1.3396753,"('disloyal', 'loyal')",1.4321756,1.3396753,-0.0925003
29,-0.9676629,-1.034527,"('unfair', 'fair')",-0.9676629,-1.0345269,-0.066864
30,1.5479131,1.591046,"('intolerant', 'tolerant')",1.5479131,1.591046,0.0431329
