,condominium_male,condominium_female,tuple,average_male,average_female,female-male
53,0.31936964,0.32095703,"('uncreative', 'creative')",0.3193696,0.320957,0.0015874
54,1.16671,1.0650846,"('incapable', 'capable')",1.16671,1.0650846,-0.1016254
55,-0.63618314,-0.57054675,"('incompetent', 'clever')",-0.6361831,-0.5705467,0.0656364
56,-0.555741,-0.46360996,"('impractical', 'practical')",-0.555741,-0.46361,0.092131
57,-1.2704102,-1.1835757,"('unimaginative', 'imaginative')",-1.2704102,-1.1835757,0.0868345
58,0.467667,0.45696533,"('undiscriminating', 'discriminating')",0.467667,0.4569653,-0.0107017
59,0.31272233,0.27272752,"('foolish', 'wise')",0.3127223,0.2727275,-0.0399948
60,-0.95649374,-0.83311665,"('inefficient', 'efficient')",-0.9564937,-0.8331167,0.123377
61,-0.10021989,-0.10954979,"('illogical', 'logical')",-0.1002199,-0.1095498,-0.0093299
62,0.12180659,0.23001412,"('incompetent', 'brilliant')",0.1218066,0.2300141,0.1082075
63,0.09775987,0.043785088,"('unperceptive', 'insightful')",0.0977599,0.0437851,-0.0539748
64,-3.1157598,-2.8945642,"('shy', 'confident')",-3.1157598,-2.8945642,0.2211956
65,-1.3916973,-1.3771099,"('insecure', 'secure')",-1.3916973,-1.3771099,0.0145874
66,1.0304706,0.84550524,"('inactive', 'active')",1.0304706,0.8455052,-0.1849654
67,0.742277,0.66912687,"('doubtful', 'determined')",0.742277,0.6691269,-0.0731501
68,-1.3275273,-1.345224,"('dependent', 'independent')",-1.3275273,-1.345224,-0.0176967
69,0.42812175,0.46142638,"('lazy', 'industrious')",0.4281217,0.4614264,0.0333047
70,-0.053073373,-0.0918885,"('lethargic', 'energetic')",-0.0530734,-0.0918885,-0.0388151
71,0.87628347,0.8836832,"('diffident', 'self-confident')",0.8762835,0.8836832,0.0073997
72,0.39459,0.32821387,"('unambitious', 'ambitious')",0.39459,0.3282139,-0.0663761
73,-0.6504005,-0.49171162,"('helpless', 'self-reliant')",-0.6504005,-0.4917116,0.1586889
74,-1.1239189,-1.1037109,"('undedicated', 'dedicated')",-1.1239189,-1.1037109,0.020208
75,-0.8095608,-0.7966097,"('meek', 'impulsive')",-0.8095608,-0.7966097,0.0129511
76,-0.075551495,-0.02733348,"('anxious', 'daring')",-0.0755515,-0.0273335,0.048218
77,-1.1934891,-1.1306874,"('unmotivated', 'motivated')",-1.1934891,-1.1306874,0.0628017
78,0.8429454,0.9783976,"('nonresilient', 'resilient')",0.8429454,0.9783976,0.1354522
79,0.6921954,0.6729911,"('wavering', 'unwavering')",0.6921954,0.6729911,-0.0192043
80,-0.62679785,-0.7741388,"('dominated', 'dominating')",-0.6267979,-0.7741388,-0.1473409
81,-1.9466895,-2.052376,"('submissive', 'aggressive')",-1.9466895,-2.052376,-0.1056865
82,1.9952524,1.9571861,"('poor', 'rich')",1.9952524,1.9571861,-0.0380663
83,0.19080736,0.12644613,"('powerless', 'powerful')",0.1908074,0.1264461,-0.0643613
84,-0.63049674,-0.6650584,"('inferior', 'superior')",-0.6304967,-0.6650584,-0.0345617
85,1.2986563,1.2950071,"('insignificant', 'prestigious')",1.2986563,1.2950071,-0.0036492
86,-0.71826375,-0.95502245,"('uninfluential', 'influential')",-0.7182637,-0.9550225,-0.2367588
87,0.9547217,0.80863,"('unsuccessful', 'successful')",0.9547217,0.80863,-0.1460917
88,-1.8299054,-1.9268875,"('low', 'eminent')",-1.8299054,-1.9268875,-0.0969821
