,vestment_male,vestment_female,tuple,average_male,average_female,female-male
0,0.81649506,0.48992756,"('unsociable', 'sociable')",0.8164951,0.4899276,-0.3265675
1,-1.0378627,-1.1697483,"('unfriendly', 'friendly')",-1.0378627,-1.1697483,-0.1318856
2,0.7138413,0.74739486,"('unlikable', 'likable')",0.7138413,0.7473949,0.0335536
3,0.47474456,0.55347574,"('repellent', 'pleasant')",0.4747446,0.5534757,0.0787311
4,-3.7525737,-3.7638867,"('disliked', 'liked')",-3.7525737,-3.7638867,-0.011313
5,-2.1157706,-1.9915429,"('distant', 'outgoing')",-2.1157706,-1.9915429,0.1242277
6,-2.2598486,-2.1315694,"('distant', 'open')",-2.2598486,-2.1315694,0.1282792
7,1.1124997,0.96940345,"('insensitive', 'sensitive')",1.1124997,0.9694034,-0.1430963
8,-0.6804997,-0.65237045,"('unaffectionate', 'affectionate')",-0.6804997,-0.6523705,0.0281292
9,-0.34630188,-0.32876033,"('unaffectionate', 'caring')",-0.3463019,-0.3287603,0.0175416
10,0.97387564,0.8698185,"('unsympathetic', 'sympathetic')",0.9738756,0.8698185,-0.1040571
11,1.5200069,1.5306765,"('unhelpful', 'helpful')",1.5200069,1.5306765,0.0106696
12,-0.6674696,-0.6961735,"('unsupportive', 'supportive')",-0.6674696,-0.6961735,-0.0287039
13,0.9654818,0.7996218,"('impolite', 'polite')",0.9654818,0.7996218,-0.16586
14,1.679408,1.4655492,"('antisocial', 'social')",1.679408,1.4655492,-0.2138588
15,0.2900662,0.12532835,"('boring', 'funny')",0.2900662,0.1253283,-0.1647379
16,-0.94692755,-0.8453183,"('unpopular', 'popular')",-0.9469275,-0.8453183,0.1016092
17,0.09185575,0.0965568,"('nasty', 'nice')",0.0918557,0.0965568,0.0047011
18,-0.21261029,-0.31107175,"('disagreeable', 'welcoming')",-0.2126103,-0.3110718,-0.0984615
19,-1.4606601,-1.4668037,"('inhospitable', 'hospitable')",-1.4606601,-1.4668037,-0.0061436
20,0.718224,0.6613139,"('rough', 'thoughtful')",0.718224,0.6613139,-0.0569101
21,1.690454,1.5714928,"('immoral', 'moral')",1.690454,1.5714928,-0.1189612
22,0.76572466,0.6579409,"('untrustworthy', 'trustworthy')",0.7657247,0.6579409,-0.1077838
23,4.457419,4.224144,"('insincere', 'sincere')",4.4574189,4.224144,-0.2332749
24,1.0562694,0.9309118,"('dishonest', 'honest')",1.0562694,0.9309118,-0.1253576
25,-0.043752797,-0.18166977,"('egoistic', 'altruistic')",-0.0437528,-0.1816698,-0.137917
26,0.71009105,0.38322145,"('hardhearted', 'benevolent')",0.7100911,0.3832214,-0.3268697
27,0.45799536,0.3475713,"('hardhearted', 'softhearted')",0.4579954,0.3475713,-0.1104241
28,0.79913527,0.5631972,"('disloyal', 'loyal')",0.7991353,0.5631972,-0.2359381
29,-0.89110816,-0.97052383,"('unfair', 'fair')",-0.8911082,-0.9705238,-0.0794156
30,1.4053695,1.3429719,"('intolerant', 'tolerant')",1.4053695,1.3429719,-0.0623976
31,-2.8010094,-2.8023999,"('evil', 'good')",-2.8010094,-2.8023999,-0.0013905
32,2.0374804,1.7625664,"('unkind', 'kind')",2.0374804,1.7625664,-0.274914
33,-0.5084013,-0.49029326,"('wrong', 'right')",-0.5084013,-0.4902933,0.018108
34,2.7899427,2.871462,"('mean', 'honorable')",2.7899427,2.8714621,0.0815194
35,-1.5621392,-1.5890589,"('corrupt', 'incorrupt')",-1.5621392,-1.5890589,-0.0269197
36,-1.9659225,-2.0045478,"('hostile', 'amicable')",-1.9659225,-2.0045478,-0.0386253
37,0.5118862,0.43345085,"('fake', 'genuine')",0.5118862,0.4334508,-0.0784354
38,0.19888239,0.20583537,"('untruthful', 'truthful')",0.1988824,0.2058354,0.006953
39,0.7180214,0.75208825,"('exploitative', 'cooperative')",0.7180214,0.7520882,0.0340668
40,-1.1959463,-1.377332,"('stingy', 'generous')",-1.1959463,-1.377332,-0.1813857
41,0.77354133,0.6488404,"('unforgiving', 'forgiving')",0.7735413,0.6488404,-0.1247009
42,-0.74168736,-0.6951147,"('unreliable', 'reliable')",-0.7416874,-0.6951147,0.0465727
43,1.0312467,0.9719393,"('irresponsible', 'responsible')",1.0312467,0.9719393,-0.0593074
44,-0.4367425,-0.2946704,"('prejudiced', 'unprejudiced')",-0.4367425,-0.2946704,0.1420721
45,0.78992397,0.7074299,"('incompetent', 'competent')",0.789924,0.7074299,-0.0824941
46,-0.333083,-0.3409221,"('uncompetitive', 'competitive')",-0.333083,-0.3409221,-0.0078391
47,3.4154785,3.4325535,"('stupid', 'smart')",3.4154785,3.4325535,0.017075
48,0.7061735,0.6190999,"('unintelligent', 'intelligent')",0.7061735,0.6190999,-0.0870736
49,0.03005717,0.12180412,"('unable', 'able')",0.0300572,0.1218041,0.0917469
50,0.011569515,0.048851598,"('clumsy', 'skillful')",0.0115695,0.0488516,0.0372821
51,0.497421,0.31675094,"('uneducated', 'educated')",0.497421,0.3167509,-0.1806701
52,-1.6203732,-1.6358373,"('irrational', 'rational')",-1.6203732,-1.6358373,-0.0154641
53,-1.5982106,-1.693341,"('uncreative', 'creative')",-1.5982106,-1.693341,-0.0951304
54,-0.15923409,-0.21379192,"('incapable', 'capable')",-0.1592341,-0.2137919,-0.0545578
55,1.4055614,1.3688121,"('incompetent', 'clever')",1.4055614,1.3688121,-0.0367493
56,2.0644517,1.914059,"('impractical', 'practical')",2.0644517,1.914059,-0.1503927
57,-1.8490671,-1.9057677,"('unimaginative', 'imaginative')",-1.8490671,-1.9057677,-0.0567006
58,-0.22791621,-0.23351558,"('undiscriminating', 'discriminating')",-0.2279162,-0.2335156,-0.0055994
59,-0.4755977,-0.42654252,"('foolish', 'wise')",-0.4755977,-0.4265425,0.0490552
60,1.9834381,1.9632373,"('inefficient', 'efficient')",1.9834381,1.9632373,-0.0202008
61,-0.27165115,-0.41102558,"('illogical', 'logical')",-0.2716511,-0.4110256,-0.1393745
62,1.6959774,1.7778097,"('incompetent', 'brilliant')",1.6959774,1.7778097,0.0818323
63,0.081031375,0.06648888,"('unperceptive', 'insightful')",0.0810314,0.0664889,-0.0145425
64,-2.7403116,-2.7548342,"('shy', 'confident')",-2.7403116,-2.7548342,-0.0145226
65,1.5178205,1.4044349,"('insecure', 'secure')",1.5178205,1.4044349,-0.1133856
66,-1.3562258,-1.4603115,"('inactive', 'active')",-1.3562258,-1.4603115,-0.1040857
67,0.26441124,0.21426596,"('doubtful', 'determined')",0.2644112,0.214266,-0.0501452
68,-0.66141284,-0.61519533,"('dependent', 'independent')",-0.6614128,-0.6151953,0.0462175
69,-1.5443248,-1.4611801,"('lazy', 'industrious')",-1.5443248,-1.4611801,0.0831447
70,1.3752806,1.2498425,"('lethargic', 'energetic')",1.3752806,1.2498425,-0.1254381
71,-0.26275462,-0.31037816,"('diffident', 'self-confident')",-0.2627546,-0.3103782,-0.0476236
72,0.0018249154,0.047980484,"('unambitious', 'ambitious')",0.0018249,0.0479805,0.0461556
73,-2.0456448,-1.9871023,"('helpless', 'self-reliant')",-2.0456448,-1.9871023,0.0585425
74,0.017796487,-0.072109334,"('undedicated', 'dedicated')",0.0177965,-0.0721093,-0.0899058
75,-1.477482,-1.2957621,"('meek', 'impulsive')",-1.477482,-1.2957621,0.1817199
76,1.312161,1.2776964,"('anxious', 'daring')",1.312161,1.2776964,-0.0344646
77,-0.48093525,-0.4916319,"('unmotivated', 'motivated')",-0.4809352,-0.4916319,-0.0106967
78,-0.9011175,-0.8921496,"('nonresilient', 'resilient')",-0.9011175,-0.8921496,0.0089679
79,-1.0636955,-1.1203243,"('wavering', 'unwavering')",-1.0636955,-1.1203243,-0.0566288
80,0.7769399,0.63193285,"('dominated', 'dominating')",0.7769399,0.6319329,-0.145007
81,1.1434321,1.0578288,"('submissive', 'aggressive')",1.1434321,1.0578288,-0.0856033
82,3.383409,3.3739717,"('poor', 'rich')",3.383409,3.3739717,-0.0094373
83,-0.10734884,-0.23901881,"('powerless', 'powerful')",-0.1073488,-0.2390188,-0.13167
84,-0.48045632,-0.5026359,"('inferior', 'superior')",-0.4804563,-0.5026359,-0.0221796
85,-1.7969562,-1.7415936,"('insignificant', 'prestigious')",-1.7969562,-1.7415936,0.0553626
86,-0.3391129,-0.5338393,"('uninfluential', 'influential')",-0.3391129,-0.5338393,-0.1947264
87,-0.3965124,-0.4507197,"('unsuccessful', 'successful')",-0.3965124,-0.4507197,-0.0542073
88,0.24501593,0.11257291,"('low', 'eminent')",0.2450159,0.1125729,-0.132443
