,medium_male,medium_female,tuple,average_male,average_female,female-male
0,0.03236961,-0.19708686,"('unsociable', 'sociable')",0.0323696,-0.1970869,-0.2294565
1,1.4272538,1.3564214,"('unfriendly', 'friendly')",1.4272538,1.3564214,-0.0708324
2,0.39197382,0.5867473,"('unlikable', 'likable')",0.3919738,0.5867473,0.1947735
3,0.31902194,0.66824824,"('repellent', 'pleasant')",0.3190219,0.6682482,0.3492263
4,-6.8009353,-6.8395805,"('disliked', 'liked')",-6.8009353,-6.8395805,-0.0386452
5,-0.41500968,-0.21853957,"('distant', 'outgoing')",-0.4150097,-0.2185396,0.1964701
6,-0.23623024,-0.054935604,"('distant', 'open')",-0.2362302,-0.0549356,0.1812946
7,1.0586042,1.1077615,"('insensitive', 'sensitive')",1.0586042,1.1077615,0.0491573
8,1.1456789,1.1480002,"('unaffectionate', 'affectionate')",1.1456789,1.1480002,0.0023213
9,1.2967588,1.3533883,"('unaffectionate', 'caring')",1.2967588,1.3533883,0.0566295
10,0.9989662,1.0613787,"('unsympathetic', 'sympathetic')",0.9989662,1.0613787,0.0624125
11,2.2923403,2.14638,"('unhelpful', 'helpful')",2.2923403,2.1463799,-0.1459604
12,-1.2897487,-1.226942,"('unsupportive', 'supportive')",-1.2897487,-1.2269419,0.0628068
13,-0.042056393,-0.07001786,"('impolite', 'polite')",-0.0420564,-0.0700179,-0.0279615
14,-0.04750415,-0.048737574,"('antisocial', 'social')",-0.0475041,-0.0487376,-0.0012335
15,0.8778605,0.61488,"('boring', 'funny')",0.8778605,0.61488,-0.2629805
16,-0.45601907,-0.39011455,"('unpopular', 'popular')",-0.4560191,-0.3901145,0.0659046
17,-0.067615464,-0.032813493,"('nasty', 'nice')",-0.0676155,-0.0328135,0.034802
18,-0.5289897,-0.46744916,"('disagreeable', 'welcoming')",-0.5289897,-0.4674492,0.0615405
19,-0.19446765,-0.1628863,"('inhospitable', 'hospitable')",-0.1944676,-0.1628863,0.0315813
20,0.55051494,0.43653744,"('rough', 'thoughtful')",0.5505149,0.4365374,-0.1139775
21,0.06096297,0.16122687,"('immoral', 'moral')",0.060963,0.1612269,0.1002639
22,-0.09634166,-0.048593394,"('untrustworthy', 'trustworthy')",-0.0963417,-0.0485934,0.0477483
23,6.4933386,6.5146995,"('insincere', 'sincere')",6.4933386,6.5146995,0.0213609
24,1.3806314,1.6110517,"('dishonest', 'honest')",1.3806314,1.6110517,0.2304203
25,0.8420782,0.7026246,"('egoistic', 'altruistic')",0.8420782,0.7026246,-0.1394536
26,0.7167133,0.45322642,"('hardhearted', 'benevolent')",0.7167133,0.4532264,-0.2634869
27,1.4191055,1.4775733,"('hardhearted', 'softhearted')",1.4191055,1.4775733,0.0584678
28,1.1194742,1.0506728,"('disloyal', 'loyal')",1.1194742,1.0506728,-0.0688014
29,-0.23447447,-0.28946024,"('unfair', 'fair')",-0.2344745,-0.2894602,-0.0549857
30,1.4370703,1.1570017,"('intolerant', 'tolerant')",1.4370703,1.1570017,-0.2800686
31,-1.4596586,-1.2029316,"('evil', 'good')",-1.4596586,-1.2029316,0.256727
32,1.2604603,1.1610646,"('unkind', 'kind')",1.2604603,1.1610646,-0.0993957
33,-0.7853815,-0.76490563,"('wrong', 'right')",-0.7853815,-0.7649056,0.0204759
34,4.2640243,4.506993,"('mean', 'honorable')",4.2640243,4.5069928,0.2429685
35,-0.62501335,-0.7138338,"('corrupt', 'incorrupt')",-0.6250134,-0.7138338,-0.0888204
36,-0.24276799,-0.51969004,"('hostile', 'amicable')",-0.242768,-0.51969,-0.276922
37,0.6418392,0.621407,"('fake', 'genuine')",0.6418392,0.621407,-0.0204322
38,0.24218437,0.112913206,"('untruthful', 'truthful')",0.2421844,0.1129132,-0.1292712
39,-0.18436661,-0.23851915,"('exploitative', 'cooperative')",-0.1843666,-0.2385191,-0.0541525
40,-1.8073536,-1.5705715,"('stingy', 'generous')",-1.8073536,-1.5705715,0.2367821
41,0.1972077,-0.046968658,"('unforgiving', 'forgiving')",0.1972077,-0.0469687,-0.2441764
42,-1.8558092,-1.8291782,"('unreliable', 'reliable')",-1.8558092,-1.8291782,0.026631
43,1.1793888,1.163295,"('irresponsible', 'responsible')",1.1793888,1.163295,-0.0160938
