,strudel_male,strudel_female,tuple,average_male,average_female,female-male
0,-0.509888,-0.70449114,"('unsociable', 'sociable')",-0.509888,-0.7044911,-0.1946031
1,-1.4129279,-1.5564705,"('unfriendly', 'friendly')",-1.4129279,-1.5564705,-0.1435426
2,-0.36949348,-0.29473874,"('unlikable', 'likable')",-0.3694935,-0.2947387,0.0747548
3,-0.80840117,-0.68485606,"('repellent', 'pleasant')",-0.8084012,-0.6848561,0.1235451
4,-1.5471851,-1.812337,"('disliked', 'liked')",-1.5471851,-1.812337,-0.2651519
5,-1.0575019,-1.160533,"('distant', 'outgoing')",-1.0575019,-1.160533,-0.1030311
6,-1.2433476,-1.3009084,"('distant', 'open')",-1.2433476,-1.3009084,-0.0575608
7,-0.00804757,-0.038457602,"('insensitive', 'sensitive')",-0.0080476,-0.0384576,-0.03041
8,-0.5342564,-0.56023926,"('unaffectionate', 'affectionate')",-0.5342564,-0.5602393,-0.0259829
9,-1.0983908,-1.164346,"('unaffectionate', 'caring')",-1.0983908,-1.164346,-0.0659552
10,-0.6338067,-0.69686544,"('unsympathetic', 'sympathetic')",-0.6338067,-0.6968654,-0.0630587
11,-0.09980211,-0.06950712,"('unhelpful', 'helpful')",-0.0998021,-0.0695071,0.030295
12,-1.3535346,-1.4310174,"('unsupportive', 'supportive')",-1.3535346,-1.4310174,-0.0774828
13,-0.20246227,-0.25149047,"('impolite', 'polite')",-0.2024623,-0.2514905,-0.0490282
14,0.53952074,0.46404585,"('antisocial', 'social')",0.5395207,0.4640459,-0.0754748
15,0.44437164,0.37395933,"('boring', 'funny')",0.4443716,0.3739593,-0.0704123
16,-0.56962097,-0.5275042,"('unpopular', 'popular')",-0.569621,-0.5275042,0.0421168
17,-0.58970714,-0.5515116,"('nasty', 'nice')",-0.5897071,-0.5515116,0.0381955
18,-1.1310467,-1.0148206,"('disagreeable', 'welcoming')",-1.1310467,-1.0148206,0.1162261
19,-0.3103368,-0.26679268,"('inhospitable', 'hospitable')",-0.3103368,-0.2667927,0.0435441
20,-0.06858985,-0.10809323,"('rough', 'thoughtful')",-0.0685899,-0.1080932,-0.0395033
21,-0.37366024,-0.23739195,"('immoral', 'moral')",-0.3736602,-0.2373919,0.1362683
22,0.17296231,-0.028859483,"('untrustworthy', 'trustworthy')",0.1729623,-0.0288595,-0.2018218
23,0.91904783,0.925696,"('insincere', 'sincere')",0.9190478,0.925696,0.0066482
24,-0.7419348,-0.7873738,"('dishonest', 'honest')",-0.7419348,-0.7873738,-0.045439
25,-0.42153934,-0.3301468,"('egoistic', 'altruistic')",-0.4215393,-0.3301468,0.0913925
26,0.026219921,-0.2173422,"('hardhearted', 'benevolent')",0.0262199,-0.2173422,-0.2435621
27,-0.15565152,-0.27543736,"('hardhearted', 'softhearted')",-0.1556515,-0.2754374,-0.1197859
28,-0.7325395,-0.81645185,"('disloyal', 'loyal')",-0.7325395,-0.8164518,-0.0839123
29,-0.608948,-0.74857676,"('unfair', 'fair')",-0.608948,-0.7485768,-0.1396288
30,0.16941257,0.21286155,"('intolerant', 'tolerant')",0.1694126,0.2128616,0.043449
31,-1.4292421,-1.4747549,"('evil', 'good')",-1.4292421,-1.4747549,-0.0455128
32,-0.4221051,-0.6511265,"('unkind', 'kind')",-0.4221051,-0.6511265,-0.2290214
33,-0.20110789,-0.2410959,"('wrong', 'right')",-0.2011079,-0.2410959,-0.039988
34,0.5656094,0.7884983,"('mean', 'honorable')",0.5656094,0.7884983,0.2228889
35,-0.29992512,-0.46477666,"('corrupt', 'incorrupt')",-0.2999251,-0.4647767,-0.1648516
36,-1.0375228,-1.112351,"('hostile', 'amicable')",-1.0375228,-1.1123509,-0.0748281
37,0.04613734,0.022746347,"('fake', 'genuine')",0.0461373,0.0227463,-0.023391
38,-0.78169626,-0.85739696,"('untruthful', 'truthful')",-0.7816963,-0.857397,-0.0757007
39,0.017255645,0.16396329,"('exploitative', 'cooperative')",0.0172556,0.1639633,0.1467077
40,-1.4517996,-1.5349702,"('stingy', 'generous')",-1.4517996,-1.5349702,-0.0831706
41,-0.6314779,-0.757018,"('unforgiving', 'forgiving')",-0.6314779,-0.757018,-0.1255401
42,-0.22918133,-0.19413468,"('unreliable', 'reliable')",-0.2291813,-0.1941347,0.0350466
43,-0.656272,-0.6400071,"('irresponsible', 'responsible')",-0.656272,-0.6400071,0.0162649
44,-0.48299462,-0.37710685,"('prejudiced', 'unprejudiced')",-0.4829946,-0.3771068,0.1058878
45,0.1441519,-0.10369593,"('incompetent', 'competent')",0.1441519,-0.1036959,-0.2478478
46,0.059426855,-0.10051958,"('uncompetitive', 'competitive')",0.0594269,-0.1005196,-0.1599465
47,1.769449,1.7937081,"('stupid', 'smart')",1.769449,1.7937081,0.0242591
48,-0.8600618,-0.69411784,"('unintelligent', 'intelligent')",-0.8600618,-0.6941178,0.165944
49,-0.7845065,-0.64615655,"('unable', 'able')",-0.7845065,-0.6461565,0.13835
50,0.06486589,0.007538229,"('clumsy', 'skillful')",0.0648659,0.0075382,-0.0573277
51,0.6351738,0.5613147,"('uneducated', 'educated')",0.6351738,0.5613147,-0.0738591
52,-1.3407792,-1.3024642,"('irrational', 'rational')",-1.3407792,-1.3024642,0.038315
53,-1.2268325,-1.3124496,"('uncreative', 'creative')",-1.2268325,-1.3124496,-0.0856171
54,-0.7834381,-0.81482285,"('incapable', 'capable')",-0.7834381,-0.8148229,-0.0313848
55,0.80757624,0.89387023,"('incompetent', 'clever')",0.8075762,0.8938702,0.086294
56,0.85074073,0.8267485,"('impractical', 'practical')",0.8507407,0.8267485,-0.0239922
57,-1.0082225,-1.2425432,"('unimaginative', 'imaginative')",-1.0082225,-1.2425432,-0.2343207
58,0.2576239,0.12435242,"('undiscriminating', 'discriminating')",0.2576239,0.1243524,-0.1332715
59,-0.44421545,-0.36352745,"('foolish', 'wise')",-0.4442154,-0.3635274,0.080688
60,0.08344178,0.2499738,"('inefficient', 'efficient')",0.0834418,0.2499738,0.166532
61,-0.94152933,-1.1055168,"('illogical', 'logical')",-0.9415293,-1.1055168,-0.1639875
62,0.3424558,0.4116569,"('incompetent', 'brilliant')",0.3424558,0.4116569,0.0692011
63,0.26426023,0.18796746,"('unperceptive', 'insightful')",0.2642602,0.1879675,-0.0762927
64,-2.0427833,-2.0789664,"('shy', 'confident')",-2.0427833,-2.0789664,-0.0361831
65,0.007550344,0.13320634,"('insecure', 'secure')",0.0075503,0.1332063,0.125656
66,-0.12785113,-0.23654982,"('inactive', 'active')",-0.1278511,-0.2365498,-0.1086987
67,0.24657135,0.4047249,"('doubtful', 'determined')",0.2465713,0.4047249,0.1581536
68,-0.6635922,-0.5700332,"('dependent', 'independent')",-0.6635922,-0.5700332,0.093559
69,-0.35710424,-0.39361387,"('lazy', 'industrious')",-0.3571042,-0.3936139,-0.0365097
70,0.5772153,0.40509993,"('lethargic', 'energetic')",0.5772153,0.4050999,-0.1721154
71,-0.35604063,-0.37280977,"('diffident', 'self-confident')",-0.3560406,-0.3728098,-0.0167692
72,-0.57677776,-0.560405,"('unambitious', 'ambitious')",-0.5767778,-0.560405,0.0163728
73,-0.355765,-0.3976487,"('helpless', 'self-reliant')",-0.355765,-0.3976487,-0.0418837
74,0.07380935,-0.09250744,"('undedicated', 'dedicated')",0.0738093,-0.0925074,-0.1663167
75,0.3535594,0.26176935,"('meek', 'impulsive')",0.3535594,0.2617694,-0.09179
76,-0.02941555,0.07617367,"('anxious', 'daring')",-0.0294155,0.0761737,0.1055892
77,-1.1481643,-0.9153161,"('unmotivated', 'motivated')",-1.1481643,-0.9153161,0.2328482
78,-0.5625938,-0.6067002,"('nonresilient', 'resilient')",-0.5625938,-0.6067002,-0.0441064
79,-0.47635266,-0.58416253,"('wavering', 'unwavering')",-0.4763527,-0.5841625,-0.1078098
80,0.8055342,0.6555619,"('dominated', 'dominating')",0.8055342,0.6555619,-0.1499723
81,0.6959672,0.8210214,"('submissive', 'aggressive')",0.6959672,0.8210214,0.1250542
82,1.8415776,1.8612363,"('poor', 'rich')",1.8415776,1.8612363,0.0196587
83,0.06498429,0.0778314,"('powerless', 'powerful')",0.0649843,0.0778314,0.0128471
84,-0.40112227,-0.39615372,"('inferior', 'superior')",-0.4011223,-0.3961537,0.0049686
85,-1.123504,-1.1309996,"('insignificant', 'prestigious')",-1.123504,-1.1309996,-0.0074956
86,-0.58885145,-0.8204047,"('uninfluential', 'influential')",-0.5888515,-0.8204047,-0.2315532
87,0.70593846,0.61125165,"('unsuccessful', 'successful')",0.7059385,0.6112517,-0.0946868
88,-0.8218714,-0.89154065,"('low', 'eminent')",-0.8218714,-0.8915406,-0.0696692
