,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6848058,-0.9817675,"('unsociable', 'sociable')",0.13792254,-0.19449025,-0.2734416,-0.5881289,-0.3146873
1,-0.9871478,-0.9249844,"('unfriendly', 'friendly')",1.0069613,0.97839564,0.0099068,0.0267056,0.0167988
2,0.6893518,0.62734514,"('unlikable', 'likable')",0.95793456,0.8497976,0.8236432,0.7385714,-0.0850718
3,-0.7243908,-0.6845814,"('repellent', 'pleasant')",0.88342434,0.7486774,0.0795168,0.032048,-0.0474688
4,-0.11061234,0.007893257,"('disliked', 'liked')",-6.168227,-6.1529765,-3.1394198,-3.0725417,0.0668781
5,-0.6307234,-0.32213148,"('distant', 'outgoing')",-0.9683167,-0.6023476,-0.79952,-0.4622396,0.3372804
6,-1.1145943,-0.75963753,"('distant', 'open')",-1.1363275,-0.77647686,-1.1254609,-0.7680572,0.3574037
7,-0.5370336,-0.49567074,"('insensitive', 'sensitive')",0.086604,0.0448885,-0.2252148,-0.2253911,-0.0001763
8,-1.1507385,-1.1819917,"('unaffectionate', 'affectionate')",0.43361402,0.48016948,-0.3585622,-0.3509111,0.0076511
9,-1.1543667,-1.1301335,"('unaffectionate', 'caring')",0.78763115,0.9171774,-0.1833678,-0.1064781,0.0768897
10,-0.85339844,-1.030155,"('unsympathetic', 'sympathetic')",-0.12579714,-0.28622636,-0.4895978,-0.6581907,-0.1685929
11,-0.25962958,-0.43768522,"('unhelpful', 'helpful')",2.1276963,2.1395712,0.9340333,0.850943,-0.0830903
12,-0.54639184,-0.41810635,"('unsupportive', 'supportive')",-1.955772,-1.8698171,-1.2510819,-1.1439618,0.1071201
13,-0.58160573,-0.802354,"('impolite', 'polite')",-0.6216,-0.7079765,-0.6016029,-0.7551652,-0.1535623
14,-0.024266288,-0.30219495,"('antisocial', 'social')",0.31213886,-0.13704465,0.1439363,-0.2196198,-0.3635561
15,-0.2089158,-0.37190068,"('boring', 'funny')",-0.21011381,-0.24049181,-0.2095148,-0.3061962,-0.0966814
16,-0.34127203,-0.32478747,"('unpopular', 'popular')",0.50470537,0.4815851,0.0817167,0.0783988,-0.0033179
17,-0.25245017,-0.19895336,"('nasty', 'nice')",-0.63743675,-0.5311128,-0.4449435,-0.3650331,0.0799104
18,-1.0188402,-0.94551927,"('disagreeable', 'welcoming')",-0.63557726,-0.6884148,-0.8272088,-0.816967,0.0102418
19,-1.6374038,-1.4868882,"('inhospitable', 'hospitable')",-0.74380803,-0.43664616,-1.1906059,-0.9617672,0.2288387
20,0.19055626,0.14897762,"('rough', 'thoughtful')",0.9956011,0.8627989,0.5930787,0.5058883,-0.0871904
21,-0.0023715897,-0.2460378,"('immoral', 'moral')",0.1083287,-0.14603885,0.0529786,-0.1960383,-0.2490169
22,-0.6247238,-0.68927914,"('untrustworthy', 'trustworthy')",-0.9091222,-1.0547925,-0.766923,-0.8720359,-0.1051129
23,-0.59826815,-0.7212953,"('insincere', 'sincere')",5.624554,5.564687,2.5131431,2.4216957,-0.0914474
24,-0.9085356,-0.9565951,"('dishonest', 'honest')",0.9523697,0.9463885,0.021917,-0.0051033,-0.0270203
25,-0.20089787,-0.14752641,"('egoistic', 'altruistic')",0.7828493,0.762763,0.2909757,0.3076183,0.0166426
26,-0.15139051,-0.32072464,"('hardhearted', 'benevolent')",1.5444418,1.2552469,0.6965256,0.4672611,-0.2292645
27,0.32284272,0.54111046,"('hardhearted', 'softhearted')",0.6822951,0.757651,0.5025689,0.6493807,0.1468118
28,-0.833024,-1.0138029,"('disloyal', 'loyal')",1.4300278,1.2290596,0.2985019,0.1076283,-0.1908736
29,-0.59731543,-0.5458919,"('unfair', 'fair')",-0.4885646,-0.6078474,-0.54294,-0.5768696,-0.0339296
30,0.037280083,-0.19965145,"('intolerant', 'tolerant')",1.0710155,0.8921165,0.5541478,0.3462325,-0.2079153
31,-1.0732177,-0.70856357,"('evil', 'good')",-1.3782184,-1.1609106,-1.225718,-0.9347371,0.2909809
32,-0.297309,-0.49474788,"('unkind', 'kind')",1.1407163,0.76999605,0.4217036,0.1376241,-0.2840795
33,0.38231617,0.4116323,"('wrong', 'right')",-1.0589414,-0.9635572,-0.3383126,-0.2759624,0.0623502
34,-0.1427413,0.008102283,"('mean', 'honorable')",5.488687,5.773034,2.6729729,2.8905683,0.2175954
