,berkley_male,berkley_female,tuple,w_male,w_female,r_male,r_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.1189456,-2.1613212,"('unsociable', 'sociable')",1.0548775,0.8905531,0.8355389,0.73538464,0.6316466,0.54336584,0.1007794,0.0019956,-0.0987838
1,-1.536339,-1.5568943,"('unfriendly', 'friendly')",-1.0106735,-1.0248001,-1.040746,-0.9912712,1.1536944,1.0350282,-0.608516,-0.6344844,-0.0259684
2,0.6847726,0.7394645,"('unlikable', 'likable')",1.4221777,1.4892197,1.2833575,1.3233843,0.74937207,0.7287712,1.03492,1.07021,0.03529
3,-1.042969,-0.95324284,"('repellent', 'pleasant')",1.0829501,1.1089897,1.0375365,1.1291873,1.4167296,1.4307485,0.6235618,0.6789207,0.0553589
4,0.63843304,0.61225927,"('disliked', 'liked')",-1.1307662,-1.2191709,0.11600993,0.05239269,-6.0115447,-6.2205224,-1.596967,-1.6937604,-0.0967934
5,0.79549444,0.78654635,"('distant', 'outgoing')",-1.0458158,-1.0308623,-0.16470143,-0.09419583,-0.4179954,-0.4307844,-0.2082545,-0.1923241,0.0159304
6,0.5452461,0.5655466,"('distant', 'open')",-1.1498944,-1.0687474,-0.79582393,-0.6693268,-0.55625546,-0.52155346,-0.4891819,-0.4235203,0.0656616
7,-1.1764007,-1.1779188,"('insensitive', 'sensitive')",1.0740438,1.0470636,0.113553524,0.17336236,0.6538233,0.7000578,0.166255,0.1856412,0.0193862
8,-0.1805784,-0.26504996,"('unaffectionate', 'affectionate')",-0.48595947,-0.4406587,-0.19606884,-0.16654336,0.48114964,0.42428237,-0.0953643,-0.1119924,-0.0166281
9,-0.6071995,-0.6453409,"('unaffectionate', 'caring')",0.5222633,0.55069774,0.96382034,1.0371906,1.7301844,1.6856188,0.6522672,0.6570415,0.0047743
10,-2.0284545,-2.0424128,"('unsympathetic', 'sympathetic')",1.6303083,1.568568,0.07823026,0.12624294,0.14633566,0.16093843,-0.0433951,-0.0466659,-0.0032708
11,-1.503659,-1.5436966,"('unhelpful', 'helpful')",0.52647287,0.43815318,0.28020903,0.2788369,2.3573813,2.3655734,0.4151011,0.3847167,-0.0303844
12,-1.1768377,-1.1162183,"('unsupportive', 'supportive')",1.0718191,1.1630826,-0.111389324,-0.057792768,-1.4941517,-1.5075645,-0.4276399,-0.3796233,0.0480166
13,-1.441719,-1.4843502,"('impolite', 'polite')",0.7502913,0.7131796,0.7209894,0.71874774,-0.08214933,0.01163917,-0.0131469,-0.0101959,0.002951
14,-1.2929665,-1.2659519,"('antisocial', 'social')",1.6688398,1.5948465,1.0180037,0.88045424,0.16181688,0.06921339,0.3889235,0.3196406,-0.0692829
