,wellcare_male,wellcare_female,tuple,health_male,health_female,plans_male,plans_female,inc_male,inc_female,average_male,average_female,female-male
0,0.33667922,0.24110255,"('unsociable', 'sociable')",0.28260845,0.12728648,0.6933876,0.6498515,-0.19602925,-0.28981978,0.2791615,0.1821052,-0.0970563
1,-1.4228792,-1.3718067,"('unfriendly', 'friendly')",0.90139776,0.8422464,-0.50063723,-0.613549,1.7901963,1.6502259,0.1920194,0.1267791,-0.0652403
2,0.52972126,0.50931144,"('unlikable', 'likable')",1.3487549,1.2743924,2.2215729,2.205713,0.5582295,0.5959261,1.1645696,1.1463357,-0.0182339
3,-0.019945346,0.055680506,"('repellent', 'pleasant')",-1.0443282,-0.79221165,0.58031374,0.7138645,0.18351361,0.31198013,-0.0751116,0.0723284,0.14744
4,-0.116195954,-0.020581853,"('disliked', 'liked')",1.0106671,1.0552336,-0.52828014,-0.49233964,-6.300884,-6.3166194,-1.4836732,-1.4435768,0.0400964
5,-0.4189964,-0.3436234,"('distant', 'outgoing')",0.74008507,0.8442724,-0.8242139,-0.86334336,-0.23516011,-0.3382292,-0.1845713,-0.1752309,0.0093404
6,-0.5788824,-0.4789561,"('distant', 'open')",0.7713724,0.90759736,-1.279214,-1.2760816,0.48791486,0.42213437,-0.1497023,-0.1063265,0.0433758
7,0.3218854,0.31901738,"('insensitive', 'sensitive')",-0.19698407,-0.11653494,0.9646219,1.0643666,1.0494782,1.0958879,0.5347503,0.5906842,0.0559339
8,-1.3729944,-1.3420961,"('unaffectionate', 'affectionate')",0.07133791,0.028415179,-0.8626312,-0.9513045,0.8092977,0.6980238,-0.3387475,-0.3917404,-0.0529929
9,0.09056345,0.12929635,"('unaffectionate', 'caring')",1.1247644,1.1192664,0.7128219,0.6595501,1.4413526,1.4412932,0.8423756,0.8373515,-0.0050241
10,0.5418604,0.55323184,"('unsympathetic', 'sympathetic')",-0.10859194,-0.016371919,0.88911694,0.9960904,0.30632472,0.33785495,0.4071775,0.4677013,0.0605238
11,0.9895907,0.9926771,"('unhelpful', 'helpful')",0.26149017,0.29872483,1.003787,1.0932564,2.1164875,2.1490917,1.0928389,1.1334375,0.0405986
12,1.9233605,2.0473204,"('unsupportive', 'supportive')",2.814298,3.0040178,1.9412391,2.0560591,-1.5336533,-1.5160822,1.2863111,1.3978287,0.1115176
13,1.505013,1.4402385,"('impolite', 'polite')",0.47350898,0.33689523,1.4567273,1.4789842,0.1000378,0.04004691,0.8838218,0.8240412,-0.0597806
14,0.25435415,0.229499,"('antisocial', 'social')",0.017817035,0.06415449,1.8214889,1.8432074,-0.33100274,-0.3169586,0.4406644,0.4549755,0.0143111
15,-0.14008966,-0.17176583,"('boring', 'funny')",0.49081242,0.33613962,0.06653005,-0.009434808,0.47446755,0.39818373,0.2229301,0.1382807,-0.0846494
16,-0.5577604,-0.51331353,"('unpopular', 'popular')",-0.08458674,-0.037946694,-0.99190205,-0.9448316,0.4029221,0.45144084,-0.3078318,-0.2611628,0.046669
17,0.25682655,0.3471576,"('nasty', 'nice')",-0.17313498,0.04320371,0.3244264,0.41495025,-0.20053871,-0.13909194,0.0518948,0.1665549,0.1146601
18,-0.4446085,-0.43672532,"('disagreeable', 'welcoming')",-0.13514006,-0.13796791,-0.12245949,-0.0783246,-0.14631684,-0.16837648,-0.2121312,-0.2053486,0.0067826
19,-0.35617208,-0.28206784,"('inhospitable', 'hospitable')",0.39828798,0.38128895,-0.74160224,-0.7425103,0.11283503,0.09155368,-0.1466628,-0.1379339,0.0087289
20,-0.4750942,-0.4498609,"('rough', 'thoughtful')",-0.66235864,-0.5119459,-0.44299096,-0.42937556,0.895172,0.8982482,-0.171318,-0.1232335,0.0480845
21,0.8879708,0.8403094,"('immoral', 'moral')",0.950294,0.91358554,1.6898193,1.6993052,-0.63188094,-0.5896504,0.7240508,0.7158874,-0.0081634
22,0.3335341,0.34550944,"('untrustworthy', 'trustworthy')",0.22472498,0.15795344,0.94038254,0.9752821,-0.78650916,-0.76855206,0.1780331,0.1775482,-0.0004849
23,1.0063914,0.99720764,"('insincere', 'sincere')",0.0747399,0.09270141,1.568643,1.5777382,6.175991,6.147803,2.2064414,2.2038627,-0.0025787
