,thief_male,thief_female,tuple,average_male,average_female,female-male
60,1.1979833,1.2476732,"('inefficient', 'efficient')",1.1979833,1.2476732,0.0496899
61,0.5391102,0.4823885,"('illogical', 'logical')",0.5391102,0.4823885,-0.0567217
62,1.8444701,1.9474952,"('incompetent', 'brilliant')",1.8444701,1.9474952,0.1030251
63,1.1042782,1.248082,"('unperceptive', 'insightful')",1.1042782,1.248082,0.1438038
64,-5.4772606,-5.3015456,"('shy', 'confident')",-5.4772606,-5.3015456,0.175715
65,1.3406662,1.3897552,"('insecure', 'secure')",1.3406662,1.3897552,0.049089
66,-0.13190556,-0.05319175,"('inactive', 'active')",-0.1319056,-0.0531918,0.0787138
67,-0.85538924,-0.74892503,"('doubtful', 'determined')",-0.8553892,-0.748925,0.1064642
68,0.0123951845,0.08709158,"('dependent', 'independent')",0.0123952,0.0870916,0.0746964
69,-1.9728655,-1.9622613,"('lazy', 'industrious')",-1.9728655,-1.9622613,0.0106042
70,1.8170438,1.9408066,"('lethargic', 'energetic')",1.8170438,1.9408066,0.1237628
71,0.5962756,0.66143626,"('diffident', 'self-confident')",0.5962756,0.6614363,0.0651607
72,1.0617131,1.0922786,"('unambitious', 'ambitious')",1.0617131,1.0922786,0.0305655
73,-2.962335,-2.88328,"('helpless', 'self-reliant')",-2.9623351,-2.88328,0.0790551
74,0.34469363,0.32005274,"('undedicated', 'dedicated')",0.3446936,0.3200527,-0.0246409
75,-0.9505512,-0.88637257,"('meek', 'impulsive')",-0.9505512,-0.8863726,0.0641786
76,1.1062235,1.0890172,"('anxious', 'daring')",1.1062235,1.0890172,-0.0172063
77,-0.77874285,-0.7399309,"('unmotivated', 'motivated')",-0.7787428,-0.7399309,0.0388119
78,-0.2128373,-0.20644945,"('nonresilient', 'resilient')",-0.2128373,-0.2064494,0.0063879
79,-0.22540477,-0.17169315,"('wavering', 'unwavering')",-0.2254048,-0.1716931,0.0537117
80,0.12941825,0.15512046,"('dominated', 'dominating')",0.1294183,0.1551205,0.0257022
81,0.610429,0.7337421,"('submissive', 'aggressive')",0.610429,0.7337421,0.1233131
82,6.370617,6.570492,"('poor', 'rich')",6.3706169,6.5704918,0.1998749
83,-0.1484428,-0.12076349,"('powerless', 'powerful')",-0.1484428,-0.1207635,0.0276793
84,0.17722158,0.19902062,"('inferior', 'superior')",0.1772216,0.1990206,0.021799
85,-1.6422509,-1.6897228,"('insignificant', 'prestigious')",-1.6422509,-1.6897228,-0.0474719
86,0.77213997,0.89208615,"('uninfluential', 'influential')",0.77214,0.8920861,0.1199461
87,0.21600148,0.39604086,"('unsuccessful', 'successful')",0.2160015,0.3960409,0.1800394
88,0.19127864,0.26620805,"('low', 'eminent')",0.1912786,0.2662081,0.0749295
