,thief_male,thief_female,tuple,average_male,average_female,female-male
0,0.2105308,0.24684398,"('unsociable', 'sociable')",0.2105308,0.246844,0.0363132
1,1.4057717,1.286024,"('unfriendly', 'friendly')",1.4057717,1.286024,-0.1197477
2,0.62211615,0.73394454,"('unlikable', 'likable')",0.6221161,0.7339445,0.1118284
3,1.0096903,1.1831725,"('repellent', 'pleasant')",1.0096903,1.1831725,0.1734822
4,-7.127448,-7.0871735,"('disliked', 'liked')",-7.1274481,-7.0871735,0.0402746
5,-0.16730791,-0.19653371,"('distant', 'outgoing')",-0.1673079,-0.1965337,-0.0292258
6,-0.04906295,-0.06694952,"('distant', 'open')",-0.0490629,-0.0669495,-0.0178866
7,1.6417187,1.7376698,"('insensitive', 'sensitive')",1.6417187,1.7376698,0.0959511
8,1.1335374,1.0277188,"('unaffectionate', 'affectionate')",1.1335374,1.0277188,-0.1058186
9,1.5698559,1.5436971,"('unaffectionate', 'caring')",1.5698559,1.5436971,-0.0261588
10,1.6971238,1.8290288,"('unsympathetic', 'sympathetic')",1.6971238,1.8290288,0.131905
11,2.2255788,2.2397587,"('unhelpful', 'helpful')",2.2255788,2.2397587,0.0141799
12,-0.94561136,-0.87006104,"('unsupportive', 'supportive')",-0.9456114,-0.870061,0.0755504
13,0.30363986,0.33514628,"('impolite', 'polite')",0.3036399,0.3351463,0.0315064
14,0.26170805,0.26535797,"('antisocial', 'social')",0.2617081,0.265358,0.0036499
15,0.26868016,0.2458055,"('boring', 'funny')",0.2686802,0.2458055,-0.0228747
16,-0.63536435,-0.545046,"('unpopular', 'popular')",-0.6353644,-0.545046,0.0903184
17,-0.21644554,-0.18965608,"('nasty', 'nice')",-0.2164455,-0.1896561,0.0267894
18,-0.26935592,-0.28353328,"('disagreeable', 'welcoming')",-0.2693559,-0.2835333,-0.0141774
19,-0.10669449,-0.072397806,"('inhospitable', 'hospitable')",-0.1066945,-0.0723978,0.0342967
20,0.5942345,0.5231472,"('rough', 'thoughtful')",0.5942345,0.5231472,-0.0710873
21,0.47570926,0.6032355,"('immoral', 'moral')",0.4757093,0.6032355,0.1275262
22,0.11166506,0.11696744,"('untrustworthy', 'trustworthy')",0.1116651,0.1169674,0.0053023
23,6.8977942,6.8951225,"('insincere', 'sincere')",6.8977942,6.8951225,-0.0026717
24,2.2577927,2.2455106,"('dishonest', 'honest')",2.2577927,2.2455106,-0.0122821
25,0.11267811,0.008090902,"('egoistic', 'altruistic')",0.1126781,0.0080909,-0.1045872
26,0.00905665,-0.03478022,"('hardhearted', 'benevolent')",0.0090567,-0.0347802,-0.0438369
27,1.485693,1.3769534,"('hardhearted', 'softhearted')",1.485693,1.3769534,-0.1087396
28,1.4801862,1.4991361,"('disloyal', 'loyal')",1.4801862,1.4991361,0.0189499
29,-0.22571027,-0.26750308,"('unfair', 'fair')",-0.2257103,-0.2675031,-0.0417928
30,1.5414892,1.5044419,"('intolerant', 'tolerant')",1.5414892,1.5044419,-0.0370473
31,-1.6527154,-1.6489493,"('evil', 'good')",-1.6527154,-1.6489493,0.0037661
32,1.4679432,1.3612705,"('unkind', 'kind')",1.4679432,1.3612705,-0.1066727
33,-0.6803266,-0.69193864,"('wrong', 'right')",-0.6803266,-0.6919386,-0.011612
34,4.682281,4.802306,"('mean', 'honorable')",4.682281,4.8023062,0.1200252
35,-1.325948,-1.396568,"('corrupt', 'incorrupt')",-1.325948,-1.3965679,-0.0706199
36,-1.1180207,-1.1951643,"('hostile', 'amicable')",-1.1180207,-1.1951643,-0.0771436
37,0.8804537,0.9276229,"('fake', 'genuine')",0.8804537,0.9276229,0.0471692
38,0.33524624,0.27895963,"('untruthful', 'truthful')",0.3352462,0.2789596,-0.0562866
39,-0.24471585,-0.20982419,"('exploitative', 'cooperative')",-0.2447159,-0.2098242,0.0348917
40,-1.2594843,-1.2221196,"('stingy', 'generous')",-1.2594843,-1.2221196,0.0373647
41,-0.082295865,-0.09057583,"('unforgiving', 'forgiving')",-0.0822959,-0.0905758,-0.0082799
42,-1.468596,-1.3833467,"('unreliable', 'reliable')",-1.468596,-1.3833467,0.0852493
43,1.7637143,1.7451016,"('irresponsible', 'responsible')",1.7637143,1.7451016,-0.0186127
44,-1.4522644,-1.5997379,"('prejudiced', 'unprejudiced')",-1.4522644,-1.5997379,-0.1474735
45,0.6286617,0.7336429,"('incompetent', 'competent')",0.6286617,0.7336429,0.1049812
46,-0.05881708,0.044027947,"('uncompetitive', 'competitive')",-0.0588171,0.0440279,0.102845
47,5.568092,5.689572,"('stupid', 'smart')",5.5680919,5.6895719,0.12148
48,1.1680795,1.1861259,"('unintelligent', 'intelligent')",1.1680795,1.1861259,0.0180464
49,0.42607877,0.5710108,"('unable', 'able')",0.4260788,0.5710108,0.144932
50,0.19675837,0.30159044,"('clumsy', 'skillful')",0.1967584,0.3015904,0.104832
51,0.8910726,0.979484,"('uneducated', 'educated')",0.8910726,0.979484,0.0884114
52,-0.6815286,-0.70228505,"('irrational', 'rational')",-0.6815286,-0.7022851,-0.0207565
53,0.5126314,0.51115936,"('uncreative', 'creative')",0.5126314,0.5111594,-0.001472
54,1.307241,1.4031143,"('incapable', 'capable')",1.307241,1.4031143,0.0958733
55,1.4554316,1.4819868,"('incompetent', 'clever')",1.4554316,1.4819868,0.0265552
56,1.0325024,1.0960586,"('impractical', 'practical')",1.0325024,1.0960586,0.0635562
57,-2.1743858,-2.0548172,"('unimaginative', 'imaginative')",-2.1743858,-2.0548172,0.1195686
58,-0.032154933,0.009191839,"('undiscriminating', 'discriminating')",-0.0321549,0.0091918,0.0413467
59,-0.049332865,0.07747377,"('foolish', 'wise')",-0.0493329,0.0774738,0.1268067
