,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0784613,-1.2421513,"('unsociable', 'sociable')",-0.4856901,-0.5824563,-0.7820757,-0.9123038,-0.1302281
1,-2.0174267,-2.175573,"('unfriendly', 'friendly')",1.6510595,1.5938892,-0.1831836,-0.2908419,-0.1076583
2,0.4556543,0.3434152,"('unlikable', 'likable')",0.69957656,0.63673306,0.5776154,0.4900741,-0.0875413
3,0.032107685,0.050967563,"('repellent', 'pleasant')",0.9756254,1.0138372,0.5038666,0.5324024,0.0285358
4,-0.23377013,-0.22288318,"('disliked', 'liked')",-7.2292037,-7.237344,-3.7314868,-3.7301135,0.0013733
5,-0.6512508,-0.55550784,"('distant', 'outgoing')",-0.29981148,-0.17246896,-0.4755311,-0.3639884,0.1115427
6,-1.3182542,-1.2141,"('distant', 'open')",-0.26656866,-0.1619363,-0.7924114,-0.6880181,0.1043933
7,-0.445241,-0.31659183,"('insensitive', 'sensitive')",0.2542388,0.36675298,-0.0955011,0.0250806,0.1205817
8,-1.8199959,-1.8992956,"('unaffectionate', 'affectionate')",0.98419124,0.9912965,-0.4179023,-0.4539995,-0.0360972
9,-1.8863117,-1.8953925,"('unaffectionate', 'caring')",1.3420022,1.4971458,-0.2721547,-0.1991234,0.0730313
10,-1.3067846,-1.3773699,"('unsympathetic', 'sympathetic')",-0.7302923,-0.6891333,-1.0185385,-1.0332515,-0.014713
11,0.17902952,0.11918081,"('unhelpful', 'helpful')",1.4697826,1.6472706,0.824406,0.8832257,0.0588197
12,-0.5988756,-0.44036305,"('unsupportive', 'supportive')",-2.4134452,-2.2858727,-1.5061604,-1.3631179,0.1430425
13,-0.39601153,-0.5029427,"('impolite', 'polite')",-0.97805464,-0.9736507,-0.6870331,-0.7382967,-0.0512636
14,0.5602228,0.5810907,"('antisocial', 'social')",-0.13314278,-0.27793846,0.21354,0.1515761,-0.0619639
15,-0.04711166,-0.18873273,"('boring', 'funny')",0.1894223,0.14274243,0.0711553,-0.0229952,-0.0941505
16,-0.46758854,-0.5606084,"('unpopular', 'popular')",0.47943354,0.44280782,0.0059225,-0.0589003,-0.0648228
17,-0.15709463,-0.04601703,"('nasty', 'nice')",-0.25707108,-0.27261943,-0.2070829,-0.1593182,0.0477647
18,-0.31994784,-0.3101663,"('disagreeable', 'welcoming')",-0.4062069,-0.3651816,-0.3630774,-0.337674,0.0254034
19,-0.9283092,-0.9285716,"('inhospitable', 'hospitable')",-0.26539528,-0.19347842,-0.5968522,-0.561025,0.0358272
20,0.56593645,0.63370913,"('rough', 'thoughtful')",0.6724267,0.6482984,0.6191816,0.6410037,0.0218221
21,0.35374716,0.17073072,"('immoral', 'moral')",-0.73788154,-0.74313784,-0.1920672,-0.2862036,-0.0941364
22,0.131089,0.12964639,"('untrustworthy', 'trustworthy')",-0.9708349,-0.9345473,-0.4198729,-0.4024504,0.0174225
23,-0.5239171,-0.60327744,"('insincere', 'sincere')",6.103144,6.210585,2.7896135,2.8036537,0.0140402
24,-0.6959543,-0.72313976,"('dishonest', 'honest')",0.65599096,0.7596111,-0.0199817,0.0182357,0.0382174
25,-0.1474017,-0.15124424,"('egoistic', 'altruistic')",1.6114737,1.5647886,0.732036,0.7067721,-0.0252639
26,-0.3682581,-0.5623408,"('hardhearted', 'benevolent')",1.8388523,1.6106073,0.7352971,0.5241332,-0.2111639
27,-0.8139811,-0.63662153,"('hardhearted', 'softhearted')",1.4586259,1.456149,0.3223224,0.4097637,0.0874413
28,-1.2678251,-1.403427,"('disloyal', 'loyal')",1.1025677,1.0234199,-0.0826287,-0.1900036,-0.1073749
29,-0.34235525,-0.28990093,"('unfair', 'fair')",-0.4410673,-0.61772674,-0.3917113,-0.4538139,-0.0621026
30,0.5310453,0.39518628,"('intolerant', 'tolerant')",0.7817,0.7074577,0.6563727,0.551322,-0.1050507
31,-0.9747482,-0.95285904,"('evil', 'good')",-0.49010724,-0.6010875,-0.7324277,-0.7769732,-0.0445455
32,-0.22129308,-0.42256814,"('unkind', 'kind')",0.861695,0.6465394,0.3202009,0.1119856,-0.2082153
33,0.08672136,0.06197551,"('wrong', 'right')",-0.43872395,-0.47257817,-0.1760013,-0.2053013,-0.0293
34,0.37546405,0.44042674,"('mean', 'honorable')",5.9655123,6.2181416,3.1704881,3.3292842,0.1587961
35,-0.1544209,-0.10727643,"('corrupt', 'incorrupt')",-0.1798944,-0.28659502,-0.1671576,-0.1969357,-0.0297781
36,-1.2256882,-1.3294299,"('hostile', 'amicable')",0.14876747,-0.040631235,-0.5384604,-0.6850306,-0.1465702
37,-0.50620294,-0.41734892,"('fake', 'genuine')",-0.03927578,0.06376269,-0.2727394,-0.1767931,0.0959463
38,-0.65616447,-0.66442615,"('untruthful', 'truthful')",-0.2006384,-0.034603752,-0.4284014,-0.349515,0.0788864
39,1.211767,1.1625212,"('exploitative', 'cooperative')",0.35956505,0.2897872,0.785666,0.7261542,-0.0595118
40,0.24027997,0.29646403,"('stingy', 'generous')",-1.667946,-1.6514466,-0.713833,-0.6774913,0.0363417
41,0.07259922,0.0014106669,"('unforgiving', 'forgiving')",-0.04518978,-0.14471419,0.0137047,-0.0716518,-0.0853565
42,0.5468002,0.6267063,"('unreliable', 'reliable')",-3.879468,-3.8471873,-1.6663339,-1.6102405,0.0560934
43,-0.64172447,-0.65978336,"('irresponsible', 'responsible')",0.11192238,0.098097295,-0.264901,-0.280843,-0.015942
44,1.2937073,1.2440969,"('prejudiced', 'unprejudiced')",-1.5622507,-1.68316,-0.1342717,-0.2195315,-0.0852598
45,-0.50964415,-0.51873904,"('incompetent', 'competent')",-0.16944814,-0.17551434,-0.3395461,-0.3471267,-0.0075806
46,-0.6418458,-0.7569804,"('uncompetitive', 'competitive')",-1.2406117,-1.2500627,-0.9412287,-1.0035216,-0.0622929
47,-0.013230868,0.10974013,"('stupid', 'smart')",5.675249,5.9045277,2.8310091,3.007134,0.1761249
48,-0.71237665,-0.78787947,"('unintelligent', 'intelligent')",0.5683382,0.59240186,-0.0720192,-0.0977388,-0.0257196
49,-0.18821031,0.0029107109,"('unable', 'able')",-0.24702178,-0.11581119,-0.2176161,-0.0564502,0.1611659
