,nektar_male,nektar_female,tuple,therapeutics_male,therapeutics_female,average_male,average_female,female-male
0,-1.2914138,-1.4394348,"('unsociable', 'sociable')",0.33673787,0.20578355,-0.477338,-0.6168256,-0.1394876
1,-1.0555193,-1.2151277,"('unfriendly', 'friendly')",0.5863023,0.4742819,-0.2346085,-0.3704229,-0.1358144
2,0.73521155,0.7446092,"('unlikable', 'likable')",1.2411938,1.3102306,0.9882027,1.0274199,0.0392172
3,-1.2880301,-1.2511511,"('repellent', 'pleasant')",-1.0386453,-0.92631483,-1.1633377,-1.088733,0.0746047
4,0.06687247,0.0089492425,"('disliked', 'liked')",-2.8429847,-2.8110871,-1.3880562,-1.4010689,-0.0130127
5,-1.2957745,-1.225309,"('distant', 'outgoing')",0.0039598662,0.09312345,-0.6459073,-0.5660928,0.0798145
6,-1.3049213,-1.2262802,"('distant', 'open')",-0.007626727,0.03021086,-0.656274,-0.5980347,0.0582393
7,-1.5019417,-1.458042,"('insensitive', 'sensitive')",-1.0888461,-0.9881666,-1.2953939,-1.2231042,0.0722897
8,-0.16157652,-0.31488723,"('unaffectionate', 'affectionate')",0.23068973,0.12154337,0.0345566,-0.0966719,-0.1312285
9,-1.2925837,-1.4232455,"('unaffectionate', 'caring')",0.568622,0.49317902,-0.3619809,-0.4650333,-0.1030524
10,-2.0158875,-2.0857577,"('unsympathetic', 'sympathetic')",-0.974791,-1.049156,-1.4953393,-1.5674568,-0.0721175
11,-0.8766265,-0.93198794,"('unhelpful', 'helpful')",1.4721456,1.4432895,0.2977595,0.2556508,-0.0421087
12,-0.70856464,-0.6690336,"('unsupportive', 'supportive')",-0.045524612,0.034861915,-0.3770446,-0.3170858,0.0599588
13,-1.1956401,-1.2443173,"('impolite', 'polite')",-0.06707345,-0.15158986,-0.6313568,-0.6979536,-0.0665968
14,-0.5914756,-0.5305686,"('antisocial', 'social')",-0.72975236,-0.71815044,-0.660614,-0.6243595,0.0362545
15,0.13255472,0.09603666,"('boring', 'funny')",0.60421216,0.5210542,0.3683834,0.3085454,-0.059838
16,0.23779158,0.12304501,"('unpopular', 'popular')",0.4130763,0.40601468,0.3254339,0.2645299,-0.060904
17,-0.62542415,-0.58485544,"('nasty', 'nice')",-0.69574106,-0.5786784,-0.6605826,-0.581767,0.0788156
18,0.54227984,0.60774523,"('disagreeable', 'welcoming')",0.20033483,0.22443569,0.3713073,0.4160905,0.0447832
19,-1.433688,-1.4508886,"('inhospitable', 'hospitable')",-0.1892159,-0.11983722,-0.811452,-0.7853629,0.0260891
20,-0.23879866,-0.24831314,"('rough', 'thoughtful')",0.34235963,0.33856508,0.0517805,0.045126,-0.0066545
21,-0.73637265,-0.8220867,"('immoral', 'moral')",-0.14298134,-0.1822625,-0.439677,-0.5021746,-0.0624976
22,-0.13880426,-0.14571537,"('untrustworthy', 'trustworthy')",-0.60478073,-0.6852552,-0.3717925,-0.4154853,-0.0436928
23,-1.4519039,-1.5750781,"('insincere', 'sincere')",2.5544162,2.5007954,0.5512561,0.4628586,-0.0883975
24,-1.2448803,-1.2353016,"('dishonest', 'honest')",-1.2561269,-1.2866788,-1.2505035,-1.2609901,-0.0104866
25,0.08364174,0.047721237,"('egoistic', 'altruistic')",0.26629892,0.20517863,0.1749703,0.1264499,-0.0485204
26,0.22577935,0.14088973,"('hardhearted', 'benevolent')",1.5413723,1.4062772,0.8835758,0.7735835,-0.1099923
27,-0.32720542,-0.2885738,"('hardhearted', 'softhearted')",0.251704,0.2257654,-0.0377507,-0.0314042,0.0063465
28,-0.9165327,-1.0562514,"('disloyal', 'loyal')",0.068967976,-0.10029708,-0.4237823,-0.5782743,-0.154492
29,-0.40270177,-0.3764202,"('unfair', 'fair')",-1.4326268,-1.4136381,-0.9176643,-0.8950292,0.0226351
30,-0.7652997,-0.75907576,"('intolerant', 'tolerant')",0.10047684,0.10736313,-0.3324114,-0.3258563,0.0065551
31,-0.4647165,-0.3448501,"('evil', 'good')",-1.3865514,-1.3081949,-0.9256339,-0.8265225,0.0991114
32,-0.2689613,-0.41814333,"('unkind', 'kind')",1.2575141,1.0860201,0.4942764,0.3339384,-0.160338
33,0.26208714,0.16464041,"('wrong', 'right')",0.24998267,0.219216,0.2560349,0.1919282,-0.0641067
34,-0.60958654,-0.5179526,"('mean', 'honorable')",2.0088823,2.129976,0.6996479,0.8060117,0.1063638
