,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,female-male
0,0.5457353,0.47408235,"('unsociable', 'sociable')",0.6894129,0.5658697,-0.08788187,-0.2262885,0.3824221,0.2712212,-0.1112009
1,1.1254127,1.0664755,"('unfriendly', 'friendly')",1.1295629,0.87131834,0.9917225,0.74922967,1.0822327,0.8956745,-0.1865582
2,0.60582733,0.63313746,"('unlikable', 'likable')",1.6446385,1.6151674,0.87868077,0.8948419,1.0430489,1.0477156,0.0046667
3,-0.60221845,-0.42333266,"('repellent', 'pleasant')",-0.64378804,-0.550057,0.67005175,0.77755827,-0.1919849,-0.0652771,0.1267078
4,-0.14166693,-0.26849815,"('disliked', 'liked')",0.31917298,0.2543387,-6.0895085,-6.2845345,-1.9706675,-2.0995646,-0.1288971
5,-0.35770175,-0.4629421,"('distant', 'outgoing')",-0.07495482,-0.07226071,-0.77760136,-0.772896,-0.4034193,-0.4360329,-0.0326136
6,-0.6069676,-0.6930317,"('distant', 'open')",0.08456818,0.060878374,-0.83426785,-0.85719514,-0.4522224,-0.4964495,-0.0442271
7,0.35717332,0.41189325,"('insensitive', 'sensitive')",0.7193738,0.7476146,0.53852165,0.5089866,0.5383563,0.5561648,0.0178085
8,0.43699923,0.3104788,"('unaffectionate', 'affectionate')",0.020570483,-0.21870144,0.10365467,-0.036590613,0.1870748,0.0183956,-0.1686792
9,1.2605501,1.2108512,"('unaffectionate', 'caring')",0.8709672,0.7143159,0.9707626,0.87087,1.0340934,0.9320124,-0.102081
10,0.12599368,0.21483544,"('unsympathetic', 'sympathetic')",-0.26275384,-0.29876298,-0.04262781,-0.08270547,-0.059796,-0.0555443,0.0042517
11,0.25135317,0.3677761,"('unhelpful', 'helpful')",0.61229575,0.6636783,2.4413419,2.508533,1.1016636,1.1799958,0.0783322
12,1.5296601,1.6061667,"('unsupportive', 'supportive')",1.2316688,1.2527031,-1.341484,-1.4144652,0.4732817,0.4814682,0.0081865
13,-0.056013674,-0.090711646,"('impolite', 'polite')",0.17278413,0.21263249,-0.40882903,-0.45564154,-0.0973529,-0.1112402,-0.0138873
14,0.1927044,0.31280935,"('antisocial', 'social')",0.6377077,0.6423401,-0.20518957,-0.17666781,0.2084075,0.2594939,0.0510864
15,0.055218212,-0.07713289,"('boring', 'funny')",0.51011544,0.4330715,-0.41244784,-0.44896126,0.0509619,-0.0310075,-0.0819694
16,-1.4610611,-1.5511987,"('unpopular', 'popular')",-0.05137427,-0.120133966,0.11769393,0.04726126,-0.4649138,-0.5413572,-0.0764434
17,-0.9749212,-0.9253878,"('nasty', 'nice')",-1.4199706,-1.3076164,-0.74568015,-0.6073281,-1.0468573,-0.9467774,0.1000799
18,-0.19679192,-0.13745542,"('disagreeable', 'welcoming')",-0.3899215,-0.3923915,-1.0925573,-1.067579,-0.5597569,-0.5324753,0.0272816
19,0.6401208,0.5644154,"('inhospitable', 'hospitable')",-1.036188,-1.0809534,-0.6435179,-0.61916876,-0.3465284,-0.3785689,-0.0320405
20,-0.038563002,0.06721476,"('rough', 'thoughtful')",-0.71406543,-0.66627204,0.31533426,0.42347026,-0.1457647,-0.058529,0.0872357
21,0.052700393,0.120548695,"('immoral', 'moral')",0.57350415,0.5391851,-0.27832934,-0.1884969,0.1159584,0.157079,0.0411206
22,-0.1032004,-0.029192746,"('untrustworthy', 'trustworthy')",-0.43761456,-0.47018662,-0.9161482,-0.8568314,-0.4856544,-0.4520702,0.0335842
23,1.0647709,1.11087,"('insincere', 'sincere')",0.266592,0.2676741,5.705533,5.673796,2.3456319,2.3507802,0.0051483
24,0.67116404,0.72306645,"('dishonest', 'honest')",0.8852091,0.82133186,0.5898401,0.61182433,0.7154044,0.7187409,0.0033365
25,1.3477459,1.1917413,"('egoistic', 'altruistic')",1.1101278,1.0356786,0.8320285,0.7482642,1.0966341,0.9918947,-0.1047394
26,0.8010567,0.6247654,"('hardhearted', 'benevolent')",1.2046461,1.0261139,1.3581109,1.1254888,1.1212712,0.925456,-0.1958152
27,0.49838236,0.6117689,"('hardhearted', 'softhearted')",0.21230328,0.23633204,0.65387917,0.67534137,0.4548549,0.5078141,0.0529592
28,0.9844296,0.853918,"('disloyal', 'loyal')",0.39938763,0.22331703,1.2406162,1.1098157,0.8748112,0.7290169,-0.1457943
29,-0.47367966,-0.45066327,"('unfair', 'fair')",-0.65899336,-0.626427,-0.36454463,-0.4222141,-0.4990726,-0.4997681,-0.0006955
30,-0.4587988,-0.30362937,"('intolerant', 'tolerant')",0.003561534,0.005129598,0.3459483,0.42531928,-0.0364297,0.0422732,0.0787029
31,-0.7409257,-0.77806437,"('evil', 'good')",-0.9054735,-0.94982344,-1.6050091,-1.668775,-1.0838028,-1.1322209,-0.0484181
32,1.0225791,0.970031,"('unkind', 'kind')",0.04059735,-0.025211126,1.161061,0.95394933,0.7414125,0.6329231,-0.1084894
33,1.1195153,0.8900517,"('wrong', 'right')",1.514164,1.3924043,-0.620966,-0.7945725,0.6709045,0.4959611,-0.1749434
34,-0.34528095,-0.16629642,"('mean', 'honorable')",0.22289756,0.28467402,4.9919906,5.2974067,1.6232023,1.8052615,0.1820592
35,-0.591881,-0.75124854,"('corrupt', 'incorrupt')",-1.5358677,-1.5874135,-1.4612267,-1.4965527,-1.1963251,-1.278405,-0.0820799
36,0.18018883,0.045891024,"('hostile', 'amicable')",-0.74087465,-0.9472287,-0.90903765,-1.0973314,-0.4899078,-0.666223,-0.1763152
37,0.38232547,0.36694744,"('fake', 'genuine')",-0.30210447,-0.35981226,0.24587622,0.28788912,0.1086991,0.0983414,-0.0103577
38,0.8491888,0.8385377,"('untruthful', 'truthful')",0.5944062,0.5912879,0.29567105,0.33159286,0.5797553,0.5871394,0.0073841
