,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6578846,-0.93433243,"('unsociable', 'sociable')",-2.5321655,-2.829037,-0.23271883,-0.36879572,-1.140923,-1.3773883,-0.2364653
1,-0.971112,-1.1296334,"('unfriendly', 'friendly')",-0.58100617,-0.56344944,-0.6340352,-0.90444756,-0.7287178,-0.8658435,-0.1371257
2,1.7170683,1.8009238,"('unlikable', 'likable')",1.2129016,1.3775253,1.6369299,1.68276,1.5222999,1.620403,0.0981031
3,0.23538679,0.15322682,"('repellent', 'pleasant')",-1.3612187,-1.3950055,-0.35315257,-0.3438304,-0.4929948,-0.5285363,-0.0355415
4,-0.17952147,-0.2616567,"('disliked', 'liked')",0.3645251,0.46178052,0.6422722,0.61763364,0.2757586,0.2725858,-0.0031728
5,0.10251393,0.29541087,"('distant', 'outgoing')",0.7663237,1.0687635,0.3167847,0.42934364,0.3952074,0.5978394,0.202632
6,0.7268315,0.96336275,"('distant', 'open')",1.2182906,1.6028043,0.2518055,0.35706088,0.7323092,0.9744093,0.2421001
7,0.01625037,-0.094586246,"('insensitive', 'sensitive')",-1.3711042,-1.5789775,-0.41830716,-0.5294997,-0.5910537,-0.7343545,-0.1433008
8,-0.34611458,-0.33349,"('unaffectionate', 'affectionate')",0.1836792,0.359168,-0.3122995,-0.43630207,-0.158245,-0.1368747,0.0213703
9,0.18166195,0.12182501,"('unaffectionate', 'caring')",-0.37590533,-0.3665345,0.04960248,-0.16385138,-0.0482136,-0.136187,-0.0879734
10,-0.8533801,-1.078624,"('unsympathetic', 'sympathetic')",-2.1600442,-2.4685578,-1.2235091,-1.3893569,-1.4123112,-1.6455129,-0.2332017
11,-0.17033781,-0.1804983,"('unhelpful', 'helpful')",-2.0414786,-2.2816253,-0.7232278,-0.8003253,-0.9783481,-1.0874829,-0.1091348
12,0.51456034,0.47447085,"('unsupportive', 'supportive')",-0.82249236,-0.8722664,0.67572206,0.6127314,0.1225967,0.0716453,-0.0509514
13,-0.4359842,-0.5179295,"('impolite', 'polite')",-1.7026732,-1.9410994,0.4661877,0.44212997,-0.5574899,-0.6722997,-0.1148098
14,0.19465515,-0.03820175,"('antisocial', 'social')",-1.1515063,-1.411076,-0.006327413,-0.030215811,-0.3210595,-0.4931645,-0.172105
15,0.98824483,0.9993321,"('boring', 'funny')",1.1436714,1.0918316,-0.09673999,-0.13910618,0.6783921,0.6506858,-0.0277063
