,broadcom_male,broadcom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1378669,-1.2617729,"('unsociable', 'sociable')",-0.40825018,-0.5324496,-0.7730585,-0.8971112,-0.1240527
1,-0.39519325,-0.44561788,"('unfriendly', 'friendly')",1.803018,1.7424567,0.7039124,0.6484194,-0.055493
2,0.6779334,0.7074444,"('unlikable', 'likable')",0.76391923,0.8356965,0.7209263,0.7715704,0.0506441
3,-0.2007687,-0.169738,"('repellent', 'pleasant')",0.0203396,0.017485246,-0.0902146,-0.0761264,0.0140882
4,-0.05114864,-0.15775245,"('disliked', 'liked')",-5.825858,-5.933902,-2.9385033,-3.0458272,-0.1073239
5,-0.4648801,-0.40899944,"('distant', 'outgoing')",-0.32282677,-0.27097237,-0.3938534,-0.3399859,0.0538675
6,-0.63878256,-0.54860425,"('distant', 'open')",0.19905287,0.20736727,-0.2198648,-0.1706185,0.0492463
7,-0.67046434,-0.704753,"('insensitive', 'sensitive')",0.31244072,0.3222913,-0.1790118,-0.1912308,-0.012219
8,-0.77409846,-0.7852177,"('unaffectionate', 'affectionate')",0.63952655,0.6026612,-0.067286,-0.0912783,-0.0239923
9,-0.64094085,-0.6555074,"('unaffectionate', 'caring')",0.93667114,0.93537694,0.1478651,0.1399348,-0.0079303
10,-0.9277851,-0.9577847,"('unsympathetic', 'sympathetic')",-0.6979725,-0.72843635,-0.8128788,-0.8431106,-0.0302318
11,-0.60998017,-0.63007325,"('unhelpful', 'helpful')",1.3206754,1.3315967,0.3553476,0.3507617,-0.0045859
12,-0.5924869,-0.51512796,"('unsupportive', 'supportive')",-1.9438517,-1.8943282,-1.2681693,-1.2047281,0.0634412
13,-0.70785975,-0.7774494,"('impolite', 'polite')",-0.73077506,-0.764673,-0.7193174,-0.7710612,-0.0517438
14,0.72528183,0.63066256,"('antisocial', 'social')",-0.46988207,-0.55090296,0.1276999,0.0398798,-0.0878201
15,-0.037768625,-0.13505945,"('boring', 'funny')",0.6423702,0.62353957,0.3023008,0.2442401,-0.0580607
16,-0.5792575,-0.5533416,"('unpopular', 'popular')",0.3587397,0.3676132,-0.1102589,-0.0928642,0.0173947
17,-0.3494504,-0.33007658,"('nasty', 'nice')",-0.3385225,-0.27633187,-0.3439865,-0.3032042,0.0407823
18,-0.12238845,-0.14664051,"('disagreeable', 'welcoming')",-0.2320444,-0.30228066,-0.1772164,-0.2244606,-0.0472442
19,-0.7074834,-0.70615566,"('inhospitable', 'hospitable')",-0.12770979,-0.023762183,-0.4175966,-0.3649589,0.0526377
20,0.4610677,0.4657028,"('rough', 'thoughtful')",1.2141962,1.1777911,0.8376319,0.8217469,-0.015885
21,0.3221852,0.20220937,"('immoral', 'moral')",-0.49322265,-0.5035612,-0.0855187,-0.1506759,-0.0651572
22,0.2716566,0.21186669,"('untrustworthy', 'trustworthy')",-0.83568895,-0.9604558,-0.2820162,-0.3742945,-0.0922783
23,-0.5381327,-0.6176452,"('insincere', 'sincere')",5.34731,5.2498007,2.4045887,2.3160777,-0.088511
24,0.06536363,0.021165695,"('dishonest', 'honest')",0.76054275,0.67942756,0.4129532,0.3502966,-0.0626566
25,0.29692996,0.30696943,"('egoistic', 'altruistic')",1.6815994,1.6973401,0.9892647,1.0021548,0.0128901
26,0.30735457,0.3249134,"('hardhearted', 'benevolent')",1.9600686,1.9335525,1.1337116,1.129233,-0.0044786
27,-0.55850476,-0.41630533,"('hardhearted', 'softhearted')",1.2467384,1.2322307,0.3441168,0.4079627,0.0638459
28,-0.030888136,-0.25852802,"('disloyal', 'loyal')",1.1352075,0.9514557,0.5521597,0.3464639,-0.2056958
29,0.08647981,-0.0065966286,"('unfair', 'fair')",-0.23955615,-0.37698424,-0.0765382,-0.1917904,-0.1152522
30,0.39756864,0.31169933,"('intolerant', 'tolerant')",1.2117723,1.134783,0.8046705,0.7232412,-0.0814293
31,0.33709806,0.45212525,"('evil', 'good')",-0.7821854,-0.7763945,-0.2225437,-0.1621346,0.0604091
32,-0.40383375,-0.47291073,"('unkind', 'kind')",0.833707,0.7163759,0.2149366,0.1217326,-0.093204
33,0.62393886,0.5213706,"('wrong', 'right')",-0.53079456,-0.5455486,0.0465721,-0.012089,-0.0586611
