,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.51032466,-0.5457784,"('unsociable', 'sociable')",0.23677307,0.15794076,-0.1367758,-0.1939188,-0.057143
1,1.6575975,1.632283,"('unfriendly', 'friendly')",1.1006502,0.77399784,1.3791239,1.2031404,-0.1759835
2,1.2539973,1.2397609,"('unlikable', 'likable')",0.79212594,0.7577452,1.0230616,0.9987531,-0.0243085
3,-0.9521028,-0.78189546,"('repellent', 'pleasant')",0.8680358,0.972804,-0.0420335,0.0954543,0.1374878
4,0.035411425,-0.030246895,"('disliked', 'liked')",-6.001705,-6.3492327,-2.9831469,-3.1897397,-0.2065928
5,1.3603703,1.2866325,"('distant', 'outgoing')",-0.8145317,-0.8778195,0.2729193,0.2044065,-0.0685128
6,1.6545377,1.6195354,"('distant', 'open')",-0.91336536,-0.99528754,0.3705862,0.312124,-0.0584622
7,-0.23556821,-0.13669263,"('insensitive', 'sensitive')",0.35722607,0.4429055,0.0608289,0.1531064,0.0922775
8,0.94939685,0.8511,"('unaffectionate', 'affectionate')",-0.28951555,-0.4517568,0.3299406,0.1996716,-0.130269
9,1.5999728,1.578816,"('unaffectionate', 'caring')",0.80299896,0.69070864,1.2014859,1.1347623,-0.0667236
10,-0.93303555,-0.8272101,"('unsympathetic', 'sympathetic')",0.3511294,0.33884862,-0.2909531,-0.2441808,0.0467723
11,0.14316653,0.1177528,"('unhelpful', 'helpful')",2.8568141,2.850532,1.4999903,1.4841424,-0.0158479
12,1.056916,1.1454656,"('unsupportive', 'supportive')",-1.3972323,-1.4614944,-0.1701581,-0.1580144,0.0121437
13,-1.1715063,-1.2122287,"('impolite', 'polite')",-0.3744773,-0.2434155,-0.7729918,-0.7278221,0.0451697
14,-0.04710792,0.008109972,"('antisocial', 'social')",0.11907564,0.19314732,0.0359839,0.1006286,0.0646447
15,0.32554525,0.12231295,"('boring', 'funny')",-0.4390209,-0.46684432,-0.0567378,-0.1722657,-0.1155279
16,0.43222538,0.35624272,"('unpopular', 'popular')",0.4830174,0.43866852,0.4576214,0.3974556,-0.0601658
17,-0.5806406,-0.61341083,"('nasty', 'nice')",-0.48220393,-0.3783537,-0.5314223,-0.4958823,0.03554
18,0.90639675,0.9103571,"('disagreeable', 'welcoming')",-0.52289206,-0.6607473,0.1917523,0.1248049,-0.0669474
19,0.2060612,0.093702726,"('inhospitable', 'hospitable')",-0.7009111,-0.7900237,-0.247425,-0.3481605,-0.1007355
20,0.58458185,0.5783148,"('rough', 'thoughtful')",0.72118187,0.7398826,0.6528819,0.6590987,0.0062168
21,-0.16139424,-0.09940355,"('immoral', 'moral')",-0.24066721,-0.16161554,-0.2010307,-0.1305095,0.0705212
22,-0.4376713,-0.4005857,"('untrustworthy', 'trustworthy')",-0.8115841,-0.68135774,-0.6246277,-0.5409718,0.0836559
23,0.5902736,0.6594539,"('insincere', 'sincere')",5.932436,6.0335183,3.2613549,3.3464861,0.0851312
24,0.93355685,1.037196,"('dishonest', 'honest')",1.0594473,1.0246706,0.996502,1.0309334,0.0344314
25,0.8858559,0.87639993,"('egoistic', 'altruistic')",0.61360395,0.44603255,0.7497299,0.6612163,-0.0885136
26,2.147489,2.0774097,"('hardhearted', 'benevolent')",1.1912421,0.92974985,1.6693656,1.5035799,-0.1657857
27,-0.007546015,-0.047674436,"('hardhearted', 'softhearted')",0.22521934,0.19516349,0.1088367,0.0737445,-0.0350922
28,0.037476137,0.021864682,"('disloyal', 'loyal')",0.965574,0.8613961,0.5015251,0.4416304,-0.0598947
29,0.21060967,0.1963042,"('unfair', 'fair')",-0.4530875,-0.53403604,-0.1212389,-0.1688659,-0.047627
30,0.86559176,0.85923165,"('intolerant', 'tolerant')",0.98276144,0.896605,0.9241766,0.8779184,-0.0462582
31,-0.37127256,-0.47197852,"('evil', 'good')",-1.6753215,-1.8055394,-1.0232971,-1.1387589,-0.1154618
32,0.3436017,0.37833938,"('unkind', 'kind')",1.0052713,0.7994291,0.6744365,0.5888842,-0.0855523
33,1.4142137,1.3112831,"('wrong', 'right')",-0.7656453,-0.77704334,0.3242842,0.2671199,-0.0571643
34,0.72399074,0.8216006,"('mean', 'honorable')",5.3150268,5.5364676,3.0195088,3.179034,0.1595252
35,0.23460773,0.080861166,"('corrupt', 'incorrupt')",-1.2288977,-1.2724282,-0.497145,-0.5957835,-0.0986385
36,0.7140479,0.674214,"('hostile', 'amicable')",-0.8441315,-0.9341868,-0.0650418,-0.1299864,-0.0649446
37,-1.1827486,-1.2162819,"('fake', 'genuine')",-0.14325538,-0.09725789,-0.663002,-0.6567699,0.0062321
38,0.5847266,0.60651547,"('untruthful', 'truthful')",0.76402205,0.7586951,0.6743743,0.6826053,0.008231
39,1.1968861,1.1474622,"('exploitative', 'cooperative')",0.12603858,0.14894477,0.6614623,0.6482035,-0.0132588
40,-0.14762327,-0.031423412,"('stingy', 'generous')",-1.8807482,-1.9495584,-1.0141857,-0.9904909,0.0236948
41,-0.30377725,-0.31126902,"('unforgiving', 'forgiving')",-0.0039008968,-0.11757761,-0.1538391,-0.2144233,-0.0605842
42,-0.5713671,-0.5518713,"('unreliable', 'reliable')",-2.869687,-2.9000497,-1.7205271,-1.7259605,-0.0054334
43,-0.123282075,-0.07343034,"('irresponsible', 'responsible')",0.635309,0.6016426,0.2560135,0.2641061,0.0080926
44,-1.9690874,-2.0556345,"('prejudiced', 'unprejudiced')",-1.6046308,-1.6350822,-1.786859,-1.8453584,-0.0584994
45,-1.2830614,-1.2059689,"('incompetent', 'competent')",0.14354247,0.14541608,-0.5697595,-0.5302764,0.0394831
