,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.058152307,-0.034220107,"('unsociable', 'sociable')",-0.57363415,-0.7520895,-0.2577409,-0.3931548,-0.1354139
1,-0.36922213,-0.6211894,"('unfriendly', 'friendly')",2.1188877,1.9998906,0.8748327,0.6893506,-0.1854821
2,0.03967136,0.028930642,"('unlikable', 'likable')",0.70608526,0.7694383,0.3728783,0.3991845,0.0263062
3,-0.021454193,0.15482517,"('repellent', 'pleasant')",0.24954386,0.36783406,0.1140448,0.2613296,0.1472848
4,-0.824322,-0.8839201,"('disliked', 'liked')",-5.6475472,-5.7719903,-3.2359347,-3.3279552,-0.0920205
5,-1.3195593,-1.3478743,"('distant', 'outgoing')",0.032420844,0.027749997,-0.6435692,-0.6600621,-0.0164929
6,-1.9271009,-1.9837399,"('distant', 'open')",0.23093444,0.23767197,-0.8480833,-0.8730339,-0.0249506
7,0.031878386,0.08623934,"('insensitive', 'sensitive')",0.3646177,0.49233976,0.198248,0.2892895,0.0910415
8,-0.8718338,-1.0452869,"('unaffectionate', 'affectionate')",1.1648141,1.0721236,0.1464902,0.0134184,-0.1330718
9,-0.86611485,-0.9965026,"('unaffectionate', 'caring')",1.2302877,1.2004888,0.1820864,0.1019931,-0.0800933
10,-0.36453927,-0.36404416,"('unsympathetic', 'sympathetic')",-0.69608516,-0.7113038,-0.5303122,-0.537674,-0.0073618
11,0.22245893,0.28760463,"('unhelpful', 'helpful')",1.1413774,1.2811226,0.6819182,0.7843636,0.1024454
12,-0.28231078,-0.20875679,"('unsupportive', 'supportive')",-1.6371284,-1.6560398,-0.9597195,-0.9323983,0.0273212
13,0.31024495,0.2504867,"('impolite', 'polite')",-0.95310384,-0.94241595,-0.3214294,-0.3459646,-0.0245352
14,0.63698107,0.67710793,"('antisocial', 'social')",-0.61158115,-0.61374336,0.0127,0.0316823,0.0189823
15,-0.27417016,-0.40522388,"('boring', 'funny')",0.46532312,0.41503933,0.0955765,0.0049077,-0.0906688
16,-1.0206583,-0.9470318,"('unpopular', 'popular')",0.58922863,0.6741479,-0.2157148,-0.1364419,0.0792729
17,-0.43276885,-0.34853882,"('nasty', 'nice')",-0.2755748,-0.2992389,-0.3541718,-0.3238888,0.030283
18,-0.6689444,-0.71673214,"('disagreeable', 'welcoming')",-0.11376667,-0.121811755,-0.3913555,-0.4192719,-0.0279164
19,-1.2495067,-1.3248477,"('inhospitable', 'hospitable')",0.40710753,0.37505367,-0.4211996,-0.474897,-0.0536974
20,0.70540714,0.753984,"('rough', 'thoughtful')",1.259076,1.276475,0.9822416,1.0152295,0.0329879
21,0.9907025,0.926504,"('immoral', 'moral')",-0.5971013,-0.55677056,0.1968006,0.1848667,-0.0119339
22,0.2823452,0.2047054,"('untrustworthy', 'trustworthy')",-0.96046275,-0.97383964,-0.3390588,-0.3845671,-0.0455083
