,quest_male,quest_female,tuple,diagnostics_male,diagnostics_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.14833656,-0.34335086,"('unsociable', 'sociable')",0.034199573,-0.14928916,-0.6071294,-0.7561565,-0.2404221,-0.4162655,-0.1758434
1,-1.1287562,-1.2491827,"('unfriendly', 'friendly')",-0.68543977,-0.81177026,1.9237287,1.7554481,0.0365109,-0.1018349,-0.1383458
2,-0.022996768,0.01669535,"('unlikable', 'likable')",0.53328186,0.5043182,0.634087,0.6832378,0.3814574,0.4014171,0.0199597
3,0.69171405,0.78974956,"('repellent', 'pleasant')",-0.8281196,-0.8129202,-0.16712226,-0.06966984,-0.1011759,-0.0309468,0.0702291
4,-1.152885,-1.1830078,"('disliked', 'liked')",-0.20254612,-0.19236378,-5.7300344,-5.716285,-2.3618218,-2.3638856,-0.0020638
5,-1.1713271,-1.115179,"('distant', 'outgoing')",-0.5400722,-0.5103341,0.46989915,0.45353922,-0.4138334,-0.3906579,0.0231755
6,-1.3496165,-1.2406995,"('distant', 'open')",-0.91239464,-0.87104577,0.8456976,0.81258756,-0.4721045,-0.4330526,0.0390519
7,0.90952224,0.8470991,"('insensitive', 'sensitive')",-0.6262938,-0.6307382,0.27182102,0.32397014,0.1850165,0.1801104,-0.0049061
8,-0.016279805,-0.07521859,"('unaffectionate', 'affectionate')",-0.5642149,-0.56373006,0.94902086,0.84723026,0.1228421,0.0694272,-0.0534149
9,0.66640085,0.609639,"('unaffectionate', 'caring')",-0.124562226,-0.140486,1.3047956,1.2870803,0.6155448,0.5854111,-0.0301337
10,1.1122162,0.98666424,"('unsympathetic', 'sympathetic')",-1.1170355,-1.1815012,-0.7186783,-0.72126186,-0.2411659,-0.3053663,-0.0642004
11,0.4023394,0.38015452,"('unhelpful', 'helpful')",0.37336367,0.2933542,1.5748765,1.5787976,0.7835266,0.7507688,-0.0327578
12,0.12685814,0.10372049,"('unsupportive', 'supportive')",0.104523644,0.18828253,-1.7954824,-1.7385776,-0.5213669,-0.4821915,0.0391754
13,0.10031494,0.015088558,"('impolite', 'polite')",0.5997292,0.47503525,-0.30483228,-0.37188318,0.1317373,0.0394135,-0.0923238
14,0.48887044,0.4535171,"('antisocial', 'social')",0.14525948,0.14036295,-0.8132816,-0.8099432,-0.0597172,-0.072021,-0.0123038
15,-0.33122134,-0.36417884,"('boring', 'funny')",0.22070634,0.18035065,0.7881455,0.7487608,0.2258768,0.1883109,-0.0375659
16,-0.892656,-0.8967344,"('unpopular', 'popular')",0.269303,0.2462017,0.8793249,0.87848514,0.085324,0.0759841,-0.0093399
