,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.24902281,0.15745158,"('unsociable', 'sociable')",0.5998053,0.45374364,-0.56245613,-0.7449163,0.0954573,-0.0445737,-0.140031
1,0.36210135,0.25133646,"('unfriendly', 'friendly')",-0.33133462,-0.4627092,2.160827,2.0873897,0.7305312,0.625339,-0.1051922
2,-0.055003323,-0.16471913,"('unlikable', 'likable')",-0.08204594,-0.074778944,0.47452572,0.5725982,0.1124922,0.1110334,-0.0014588
3,-0.3429528,-0.24345554,"('repellent', 'pleasant')",0.41704077,0.55404127,0.19693089,0.33584112,0.0903396,0.2154756,0.125136
4,-0.93916434,-0.98326415,"('disliked', 'liked')",-0.725536,-0.70862067,-6.501144,-6.6105213,-2.721948,-2.7674688,-0.0455208
5,-1.0490903,-1.0613419,"('distant', 'outgoing')",-1.1723171,-1.0940001,0.15785258,0.3200388,-0.6878516,-0.6117678,0.0760838
6,-0.83759254,-0.89365864,"('distant', 'open')",-1.6334802,-1.5590068,0.8056348,0.94245034,-0.555146,-0.503405,0.051741
7,0.97682667,0.99041075,"('insensitive', 'sensitive')",0.6106151,0.7777244,0.37900886,0.38188738,0.6554835,0.7166742,0.0611907
8,0.5489022,0.3574904,"('unaffectionate', 'affectionate')",-0.51799893,-0.6894717,1.208467,1.2541575,0.4131234,0.3073921,-0.1057313
9,1.2159902,1.1376764,"('unaffectionate', 'caring')",-0.3309129,-0.31044507,1.6001657,1.7627096,0.8284144,0.8633137,0.0348993
10,0.8917579,0.82063043,"('unsympathetic', 'sympathetic')",0.32582027,0.3406663,-0.34186116,-0.29258823,0.2919057,0.2895695,-0.0023362
11,0.3434244,0.47405222,"('unhelpful', 'helpful')",1.2595963,1.351774,1.9920329,2.091598,1.1983512,1.3058081,0.1074569
12,0.8566026,0.919296,"('unsupportive', 'supportive')",-0.14291288,0.1112469,-2.0400028,-1.9917573,-0.4421043,-0.3204048,0.1216995
13,0.17738913,0.2317066,"('impolite', 'polite')",-0.3727469,-0.46030796,-0.53436166,-0.64391935,-0.2432398,-0.2908402,-0.0476004
14,1.2442616,1.25654,"('antisocial', 'social')",1.2423229,1.3204026,-0.86223555,-0.97624105,0.5414497,0.5335671,-0.0078826
15,-0.26389468,-0.29861638,"('boring', 'funny')",-0.21958798,-0.38074586,0.5807914,0.5014041,0.0324363,-0.0593194,-0.0917557
16,-0.8037244,-0.8481604,"('unpopular', 'popular')",-0.19937378,-0.23750396,0.6908059,0.63616675,-0.1040974,-0.1498325,-0.0457351
17,0.053913716,0.058817282,"('nasty', 'nice')",-0.5189641,-0.41897053,-0.20625055,-0.13888572,-0.223767,-0.1663463,0.0574207
18,-0.5301719,-0.56491315,"('disagreeable', 'welcoming')",-0.20952128,-0.22548497,-0.3843486,-0.50737476,-0.3746806,-0.432591,-0.0579104
19,-1.621105,-1.5484945,"('inhospitable', 'hospitable')",-1.4575197,-1.4843194,-0.027737848,0.10814069,-1.0354542,-0.9748911,0.0605631
20,0.4508296,0.51846105,"('rough', 'thoughtful')",1.6798487,1.63685,0.94690174,0.87679267,1.02586,1.0107013,-0.0151587
21,1.1780958,1.1094557,"('immoral', 'moral')",0.77527237,0.8369154,-0.91241866,-0.8644271,0.3469832,0.360648,0.0136648
22,-0.05736127,-0.117493354,"('untrustworthy', 'trustworthy')",0.67275417,0.5964361,-1.1793607,-1.1652309,-0.1879893,-0.2287627,-0.0407734
23,0.74340504,0.7675157,"('insincere', 'sincere')",0.72443527,0.8259594,6.0209584,6.125252,2.4962662,2.572909,0.0766428
24,1.1983138,1.1128225,"('dishonest', 'honest')",-0.5482465,-0.4712918,0.99453753,1.042928,0.5482016,0.5614862,0.0132846
25,0.84336275,0.7631632,"('egoistic', 'altruistic')",-0.060350947,-0.11282845,1.5656792,1.38528,0.782897,0.6785382,-0.1043588
26,0.6777969,0.4495995,"('hardhearted', 'benevolent')",0.34372067,0.14797397,1.287392,1.0279421,0.7696365,0.5418385,-0.227798
27,-0.46526635,-0.44004658,"('hardhearted', 'softhearted')",0.30029714,0.30342996,1.7971661,1.6996136,0.5440656,0.520999,-0.0230666
28,1.175542,1.0682727,"('disloyal', 'loyal')",0.30655938,0.25884506,1.4026678,1.3442425,0.9615897,0.8904534,-0.0711363
29,0.3966668,0.37993234,"('unfair', 'fair')",-0.40308997,-0.32204273,-0.27484918,-0.48220804,-0.0937575,-0.1414395,-0.047682
30,1.4456697,1.5168868,"('intolerant', 'tolerant')",1.4625535,1.4397691,0.885442,0.89814025,1.2645551,1.2849321,0.020377
31,-2.1716459,-2.1671116,"('evil', 'good')",-1.2666304,-1.3254813,-0.72058666,-0.75061285,-1.3862877,-1.4144018,-0.0281141
