,pug_male,pug_female,tuple,average_male,average_female,female-male
0,0.42560083,0.20790668,"('unsociable', 'sociable')",0.4256008,0.2079067,-0.2176941
1,-0.1813508,-0.23691657,"('unfriendly', 'friendly')",-0.1813508,-0.2369166,-0.0555658
2,0.32862386,0.34838706,"('unlikable', 'likable')",0.3286239,0.3483871,0.0197632
3,-0.62160563,-0.64319855,"('repellent', 'pleasant')",-0.6216056,-0.6431985,-0.0215929
4,-3.0723226,-3.0457683,"('disliked', 'liked')",-3.0723226,-3.0457683,0.0265543
5,-0.88074213,-0.8349197,"('distant', 'outgoing')",-0.8807421,-0.8349197,0.0458224
6,-0.8089925,-0.7595927,"('distant', 'open')",-0.8089925,-0.7595927,0.0493998
7,0.09001312,0.0061476827,"('insensitive', 'sensitive')",0.0900131,0.0061477,-0.0838654
8,-0.43181762,-0.44557738,"('unaffectionate', 'affectionate')",-0.4318176,-0.4455774,-0.0137598
9,-0.075421385,-0.1339701,"('unaffectionate', 'caring')",-0.0754214,-0.1339701,-0.0585487
10,-0.09801938,-0.17316148,"('unsympathetic', 'sympathetic')",-0.0980194,-0.1731615,-0.0751421
11,0.7271098,0.6368959,"('unhelpful', 'helpful')",0.7271098,0.6368959,-0.0902139
12,-1.42149,-1.4449289,"('unsupportive', 'supportive')",-1.42149,-1.4449289,-0.0234389
13,-0.26924896,-0.4347495,"('impolite', 'polite')",-0.269249,-0.4347495,-0.1655005
14,-0.22952567,-0.3508928,"('antisocial', 'social')",-0.2295257,-0.3508928,-0.1213671
15,0.8749619,0.8814618,"('boring', 'funny')",0.8749619,0.8814618,0.0064999
16,-0.018462475,-0.04582014,"('unpopular', 'popular')",-0.0184625,-0.0458201,-0.0273576
17,-0.29048607,-0.26597255,"('nasty', 'nice')",-0.2904861,-0.2659726,0.0245135
18,-0.124100566,-0.17840004,"('disagreeable', 'welcoming')",-0.1241006,-0.1784,-0.0542994
19,-0.09039421,-0.010224886,"('inhospitable', 'hospitable')",-0.0903942,-0.0102249,0.0801693
20,-0.25787786,-0.30557472,"('rough', 'thoughtful')",-0.2578779,-0.3055747,-0.0476968
21,-0.051622406,-0.064399645,"('immoral', 'moral')",-0.0516224,-0.0643996,-0.0127772
22,-0.2768307,-0.35998374,"('untrustworthy', 'trustworthy')",-0.2768307,-0.3599837,-0.083153
23,2.7757795,2.669458,"('insincere', 'sincere')",2.7757795,2.6694579,-0.1063216
24,0.4305319,0.35715118,"('dishonest', 'honest')",0.4305319,0.3571512,-0.0733807
25,0.5383527,0.5021523,"('egoistic', 'altruistic')",0.5383527,0.5021523,-0.0362004
26,0.31910786,0.27429378,"('hardhearted', 'benevolent')",0.3191079,0.2742938,-0.0448141
27,0.6312721,0.51616246,"('hardhearted', 'softhearted')",0.6312721,0.5161625,-0.1151096
28,0.12571508,0.017016824,"('disloyal', 'loyal')",0.1257151,0.0170168,-0.1086983
29,-0.100079894,-0.14808239,"('unfair', 'fair')",-0.1000799,-0.1480824,-0.0480025
30,1.1288414,0.99075335,"('intolerant', 'tolerant')",1.1288414,0.9907534,-0.138088
31,-1.1109945,-1.0468161,"('evil', 'good')",-1.1109945,-1.0468161,0.0641784
32,0.82575744,0.7111562,"('unkind', 'kind')",0.8257574,0.7111562,-0.1146012
33,-0.25023592,-0.26217332,"('wrong', 'right')",-0.2502359,-0.2621733,-0.0119374
34,1.8931372,2.0425813,"('mean', 'honorable')",1.8931372,2.0425813,0.1494441
35,-0.05469277,-0.052710332,"('corrupt', 'incorrupt')",-0.0546928,-0.0527103,0.0019825
36,-0.9581254,-0.93870884,"('hostile', 'amicable')",-0.9581254,-0.9387088,0.0194166
37,0.14329925,0.13915986,"('fake', 'genuine')",0.1432993,0.1391599,-0.0041394
38,0.18815883,0.16673191,"('untruthful', 'truthful')",0.1881588,0.1667319,-0.0214269
39,0.39410576,0.4573871,"('exploitative', 'cooperative')",0.3941058,0.4573871,0.0632813
40,-1.4666395,-1.5358561,"('stingy', 'generous')",-1.4666395,-1.5358561,-0.0692166
41,0.48470464,0.38767406,"('unforgiving', 'forgiving')",0.4847046,0.3876741,-0.0970305
42,-1.3074629,-1.2967339,"('unreliable', 'reliable')",-1.3074629,-1.2967339,0.010729
43,-0.074176505,-0.08888674,"('irresponsible', 'responsible')",-0.0741765,-0.0888867,-0.0147102
44,-0.63922054,-0.5540644,"('prejudiced', 'unprejudiced')",-0.6392205,-0.5540644,0.0851561
45,0.034737274,-0.0033744797,"('incompetent', 'competent')",0.0347373,-0.0033745,-0.0381118
46,-0.4171269,-0.51464736,"('uncompetitive', 'competitive')",-0.4171269,-0.5146474,-0.0975205
47,1.9240022,2.0053573,"('stupid', 'smart')",1.9240022,2.0053573,0.0813551
48,-0.21114013,-0.26701498,"('unintelligent', 'intelligent')",-0.2111401,-0.267015,-0.0558749
49,-0.23773032,-0.17313659,"('unable', 'able')",-0.2377303,-0.1731366,0.0645937
50,-0.3629259,-0.37176475,"('clumsy', 'skillful')",-0.3629259,-0.3717647,-0.0088388
51,-0.19626483,-0.32535282,"('uneducated', 'educated')",-0.1962648,-0.3253528,-0.129088
52,-0.90522397,-0.87770265,"('irrational', 'rational')",-0.905224,-0.8777027,0.0275213
53,-0.77033216,-0.8685627,"('uncreative', 'creative')",-0.7703322,-0.8685627,-0.0982305
54,-0.024575612,0.022157464,"('incapable', 'capable')",-0.0245756,0.0221575,0.0467331
55,0.45262566,0.3705481,"('incompetent', 'clever')",0.4526257,0.3705481,-0.0820776
56,1.0901052,1.029468,"('impractical', 'practical')",1.0901052,1.0294681,-0.0606371
57,-1.9270122,-1.9849535,"('unimaginative', 'imaginative')",-1.9270122,-1.9849535,-0.0579413
58,-0.58817893,-0.63516504,"('undiscriminating', 'discriminating')",-0.5881789,-0.635165,-0.0469861
59,0.10706645,0.19513994,"('foolish', 'wise')",0.1070665,0.1951399,0.0880734
60,0.64214194,0.58489686,"('inefficient', 'efficient')",0.6421419,0.5848969,-0.057245
61,-0.065032914,-0.18987758,"('illogical', 'logical')",-0.0650329,-0.1898776,-0.1248447
62,0.54130334,0.51141065,"('incompetent', 'brilliant')",0.5413033,0.5114107,-0.0298926
63,0.17425114,0.13602515,"('unperceptive', 'insightful')",0.1742511,0.1360251,-0.038226
64,-3.4168658,-3.419919,"('shy', 'confident')",-3.4168658,-3.419919,-0.0030532
65,0.05896948,0.056616295,"('insecure', 'secure')",0.0589695,0.0566163,-0.0023532
66,-0.8874977,-0.85678273,"('inactive', 'active')",-0.8874977,-0.8567827,0.030715
67,0.19939807,0.25316384,"('doubtful', 'determined')",0.1993981,0.2531638,0.0537657
68,-0.7682438,-0.80908144,"('dependent', 'independent')",-0.7682438,-0.8090814,-0.0408376
69,-1.281891,-1.1636895,"('lazy', 'industrious')",-1.281891,-1.1636895,0.1182015
70,0.069866925,0.062443495,"('lethargic', 'energetic')",0.0698669,0.0624435,-0.0074234
71,-0.057885125,-0.006453114,"('diffident', 'self-confident')",-0.0578851,-0.0064531,0.051432
72,-1.0217006,-1.0637263,"('unambitious', 'ambitious')",-1.0217006,-1.0637263,-0.0420257
73,-1.8104697,-1.8110962,"('helpless', 'self-reliant')",-1.8104697,-1.8110962,-0.0006265
74,0.21359815,0.16214469,"('undedicated', 'dedicated')",0.2135981,0.1621447,-0.0514534
75,-1.0101295,-0.8952858,"('meek', 'impulsive')",-1.0101295,-0.8952858,0.1148437
76,-0.27632567,-0.24580541,"('anxious', 'daring')",-0.2763257,-0.2458054,0.0305203
77,-0.5788189,-0.5639012,"('unmotivated', 'motivated')",-0.5788189,-0.5639012,0.0149177
78,-0.5497119,-0.55236274,"('nonresilient', 'resilient')",-0.5497119,-0.5523627,-0.0026508
79,-0.49340832,-0.38299313,"('wavering', 'unwavering')",-0.4934083,-0.3829931,0.1104152
80,0.5952642,0.49745965,"('dominated', 'dominating')",0.5952642,0.4974597,-0.0978045
81,0.18118317,0.23337176,"('submissive', 'aggressive')",0.1811832,0.2333718,0.0521886
82,2.4199266,2.4367826,"('poor', 'rich')",2.4199266,2.4367826,0.016856
83,-0.21933877,-0.2832098,"('powerless', 'powerful')",-0.2193388,-0.2832098,-0.063871
84,0.5253122,0.47925398,"('inferior', 'superior')",0.5253122,0.479254,-0.0460582
85,-0.3825127,-0.2537634,"('insignificant', 'prestigious')",-0.3825127,-0.2537634,0.1287493
86,-0.6170264,-0.77681696,"('uninfluential', 'influential')",-0.6170264,-0.776817,-0.1597906
87,0.29657164,0.3365123,"('unsuccessful', 'successful')",0.2965716,0.3365123,0.0399407
88,-0.19793127,-0.2550069,"('low', 'eminent')",-0.1979313,-0.2550069,-0.0570756
