,nektar_male,nektar_female,tuple,therapeutics_male,therapeutics_female,average_male,average_female,female-male
0,-1.4743645,-1.5711324,"('unsociable', 'sociable')",0.3533874,0.26912144,-0.5604886,-0.6510055,-0.0905169
1,-1.2312071,-1.3633468,"('unfriendly', 'friendly')",0.4074422,0.29033977,-0.4118825,-0.5365036,-0.1246211
2,0.78723806,0.83785594,"('unlikable', 'likable')",1.2567558,1.3123869,1.021997,1.0751214,0.0531244
3,-1.48267,-1.4012392,"('repellent', 'pleasant')",-1.1198784,-1.0167023,-1.3012742,-1.2089708,0.0923034
4,0.1341295,0.09387265,"('disliked', 'liked')",-2.4984798,-2.5586371,-1.1821752,-1.2323823,-0.0502071
5,-1.1964538,-1.1771574,"('distant', 'outgoing')",-0.01948484,-0.025200807,-0.6079693,-0.6011791,0.0067902
6,-1.2766554,-1.2684768,"('distant', 'open')",-0.11732978,-0.15953903,-0.6969926,-0.7140079,-0.0170153
7,-1.7280507,-1.6767834,"('insensitive', 'sensitive')",-1.0661378,-1.0038723,-1.3970942,-1.3403279,0.0567663
8,-0.17731157,-0.33187342,"('unaffectionate', 'affectionate')",0.067480385,-0.04940004,-0.0549156,-0.1906367,-0.1357211
9,-1.3468533,-1.48223,"('unaffectionate', 'caring')",0.36240798,0.28111678,-0.4922226,-0.6005566,-0.108334
10,-2.4320643,-2.4456532,"('unsympathetic', 'sympathetic')",-1.088821,-1.1160841,-1.7604427,-1.7808686,-0.0204259
11,-1.1321157,-1.1653402,"('unhelpful', 'helpful')",1.1662995,1.1545222,0.0170919,-0.005409,-0.0225009
12,-0.8982991,-0.86901367,"('unsupportive', 'supportive')",0.06453134,0.11740924,-0.4168839,-0.3758022,0.0410817
13,-1.3444906,-1.3605124,"('impolite', 'polite')",-0.027546793,-0.033525623,-0.6860187,-0.697019,-0.0110003
14,-0.6023503,-0.5514885,"('antisocial', 'social')",-0.6333344,-0.60528606,-0.6178423,-0.5783873,0.039455
15,0.27596843,0.24313885,"('boring', 'funny')",0.6875887,0.6135013,0.4817786,0.4283201,-0.0534585
16,0.3769959,0.29530683,"('unpopular', 'popular')",0.48930794,0.47505915,0.4331519,0.385183,-0.0479689
17,-0.49210042,-0.47883385,"('nasty', 'nice')",-0.44805863,-0.37288517,-0.4700795,-0.4258595,0.04422
18,0.64873797,0.6440739,"('disagreeable', 'welcoming')",0.24662079,0.22640705,0.4476794,0.4352405,-0.0124389
19,-1.4014249,-1.4012729,"('inhospitable', 'hospitable')",-0.1282314,-0.10661922,-0.7648281,-0.7539461,0.010882
20,-0.3206664,-0.34229538,"('rough', 'thoughtful')",0.28145176,0.253311,-0.0196073,-0.0444922,-0.0248849
21,-0.8860926,-0.8971197,"('immoral', 'moral')",-0.09734966,-0.08978909,-0.4917211,-0.4934544,-0.0017333
22,-0.33864197,-0.2904061,"('untrustworthy', 'trustworthy')",-0.53823787,-0.57454944,-0.4384399,-0.4324778,0.0059621
23,-1.7083732,-1.8015434,"('insincere', 'sincere')",2.2497284,2.251249,0.2706776,0.2248529,-0.0458247
24,-1.4750168,-1.4614065,"('dishonest', 'honest')",-1.3692462,-1.3831328,-1.4221315,-1.4222696,-0.0001381
25,0.21691522,0.17868708,"('egoistic', 'altruistic')",0.4673568,0.3991628,0.342136,0.2889249,-0.0532111
26,0.17312911,0.13121042,"('hardhearted', 'benevolent')",1.3515722,1.2735204,0.7623506,0.7023654,-0.0599852
27,-0.29526487,-0.33286047,"('hardhearted', 'softhearted')",0.33106107,0.26127788,0.0178981,-0.0357913,-0.0536894
28,-1.0652866,-1.207977,"('disloyal', 'loyal')",-0.122968554,-0.2817041,-0.5941276,-0.7448406,-0.150713
29,-0.3795383,-0.38525495,"('unfair', 'fair')",-1.4544868,-1.4604107,-0.9170126,-0.9228328,-0.0058202
