,verisk_male,verisk_female,tuple,analytics_male,analytics_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0845803,-1.1566985,"('unsociable', 'sociable')",0.24782594,0.118525155,-0.7148464,-0.86886036,-0.5172002,-0.6356779,-0.1184777
1,-2.1794806,-2.226282,"('unfriendly', 'friendly')",0.38435504,0.2645814,2.0890274,1.9916762,0.0979673,0.0099919,-0.0879754
2,0.32433873,0.381352,"('unlikable', 'likable')",1.1428102,1.1495152,0.7536469,0.8150495,0.7402653,0.7819722,0.0417069
3,-0.2697491,-0.16124721,"('repellent', 'pleasant')",0.00275564,0.12669903,-0.05586552,-0.042586412,-0.1076197,-0.0257115,0.0819082
4,-0.18487477,-0.15721922,"('disliked', 'liked')",-0.5834307,-0.5654974,-5.8804245,-5.97403,-2.2162433,-2.2322489,-0.0160056
5,-0.8504967,-0.7405111,"('distant', 'outgoing')",0.43930554,0.48656654,0.2923186,0.42158547,-0.0396242,0.0558803,0.0955045
6,-1.3220345,-1.1936963,"('distant', 'open')",-0.50419873,-0.44670093,0.617679,0.7522609,-0.4028514,-0.2960454,0.106806
7,-0.35446385,-0.3398844,"('insensitive', 'sensitive')",0.79485554,0.87666786,0.45831397,0.50537825,0.2995686,0.3473872,0.0478186
8,-1.7668751,-1.7833873,"('unaffectionate', 'affectionate')",-0.2798358,-0.29984817,1.0039786,1.0228778,-0.3475775,-0.3534526,-0.0058751
9,-2.0273738,-2.004769,"('unaffectionate', 'caring')",0.5076987,0.51944697,1.4475535,1.5130619,-0.0240405,0.0092466,0.0332871
10,-1.3733052,-1.3988583,"('unsympathetic', 'sympathetic')",-0.48520336,-0.45625272,-0.97863734,-0.9765951,-0.9457153,-0.943902,0.0018133
11,-0.46777987,-0.49913692,"('unhelpful', 'helpful')",0.5753827,0.618675,1.5276592,1.6456352,0.5450873,0.5883911,0.0433038
12,-1.0709461,-0.99570304,"('unsupportive', 'supportive')",1.0356908,1.1812192,-1.5904412,-1.5501503,-0.5418988,-0.454878,0.0870208
13,0.058741152,-0.016758477,"('impolite', 'polite')",0.28591937,0.1719544,-0.31174344,-0.38296404,0.0109724,-0.0759227,-0.0868951
14,0.36374477,0.45976597,"('antisocial', 'social')",1.0153294,1.0276453,-0.98917925,-1.0286235,0.1299649,0.1529293,0.0229644
15,-0.055274487,-0.17119358,"('boring', 'funny')",0.30314597,0.25422975,0.562065,0.54385114,0.2699788,0.2089624,-0.0610164
16,-0.9252193,-0.9067062,"('unpopular', 'popular')",-0.67420346,-0.5754428,0.7003586,0.74085516,-0.299688,-0.2470979,0.0525901
17,-0.3188232,-0.26428568,"('nasty', 'nice')",-0.7801515,-0.7124556,-0.39725363,-0.3344661,-0.4987428,-0.4370691,0.0616737
