,intention_male,intention_female,tuple,average_male,average_female,female-male
0,-0.17670247,-0.20590281,"('unsociable', 'sociable')",-0.1767025,-0.2059028,-0.0292003
1,0.91757977,0.85246634,"('unfriendly', 'friendly')",0.9175798,0.8524663,-0.0651135
2,0.16120735,0.2827501,"('unlikable', 'likable')",0.1612073,0.2827501,0.1215428
3,0.76963186,0.77449596,"('repellent', 'pleasant')",0.7696319,0.774496,0.0048641
4,-6.8418455,-7.014786,"('disliked', 'liked')",-6.8418455,-7.0147858,-0.1729403
5,-0.38701227,-0.33854684,"('distant', 'outgoing')",-0.3870123,-0.3385468,0.0484655
6,0.1681223,0.11539198,"('distant', 'open')",0.1681223,0.115392,-0.0527303
7,0.833277,0.8608414,"('insensitive', 'sensitive')",0.833277,0.8608414,0.0275644
8,1.0134587,0.89434594,"('unaffectionate', 'affectionate')",1.0134587,0.8943459,-0.1191128
9,1.3368827,1.338971,"('unaffectionate', 'caring')",1.3368827,1.338971,0.0020883
10,0.9090371,0.9301903,"('unsympathetic', 'sympathetic')",0.9090371,0.9301903,0.0211532
11,1.4397596,1.501467,"('unhelpful', 'helpful')",1.4397596,1.501467,0.0617074
12,-1.6121957,-1.6104366,"('unsupportive', 'supportive')",-1.6121957,-1.6104366,0.0017591
13,-0.31335735,-0.26196486,"('impolite', 'polite')",-0.3133574,-0.2619649,0.0513925
14,-0.12585768,-0.09302266,"('antisocial', 'social')",-0.1258577,-0.0930227,0.032835
15,-0.08733023,-0.12652388,"('boring', 'funny')",-0.0873302,-0.1265239,-0.0391937
16,-0.14907464,-0.20997307,"('unpopular', 'popular')",-0.1490746,-0.2099731,-0.0608985
17,0.07467458,0.07275798,"('nasty', 'nice')",0.0746746,0.072758,-0.0019166
18,-0.3697765,-0.37453163,"('disagreeable', 'welcoming')",-0.3697765,-0.3745316,-0.0047551
19,-0.74366677,-0.7464402,"('inhospitable', 'hospitable')",-0.7436668,-0.7464402,-0.0027734
20,0.8100642,0.7336835,"('rough', 'thoughtful')",0.8100642,0.7336835,-0.0763807
21,-0.4058742,-0.23769346,"('immoral', 'moral')",-0.4058742,-0.2376935,0.1681807
22,-0.2887511,-0.28088796,"('untrustworthy', 'trustworthy')",-0.2887511,-0.280888,0.0078631
23,5.506295,5.621126,"('insincere', 'sincere')",5.5062952,5.6211262,0.114831
24,1.3154012,1.2775077,"('dishonest', 'honest')",1.3154012,1.2775077,-0.0378935
25,0.5547475,0.4803555,"('egoistic', 'altruistic')",0.5547475,0.4803555,-0.074392
26,0.7732057,0.6379344,"('hardhearted', 'benevolent')",0.7732057,0.6379344,-0.1352713
27,1.5458223,1.3306913,"('hardhearted', 'softhearted')",1.5458223,1.3306913,-0.215131
28,1.0782931,1.0557504,"('disloyal', 'loyal')",1.0782931,1.0557504,-0.0225427
29,-0.27822503,-0.3854915,"('unfair', 'fair')",-0.278225,-0.3854915,-0.1072665
30,0.41450998,0.504035,"('intolerant', 'tolerant')",0.41451,0.504035,0.089525
31,-0.9590339,-1.0232804,"('evil', 'good')",-0.9590339,-1.0232804,-0.0642465
32,1.0979923,1.0220019,"('unkind', 'kind')",1.0979923,1.0220019,-0.0759904
33,-0.29593462,-0.31470317,"('wrong', 'right')",-0.2959346,-0.3147032,-0.0187686
34,4.2287755,4.382886,"('mean', 'honorable')",4.2287755,4.3828859,0.1541104
35,-0.6576654,-0.88248664,"('corrupt', 'incorrupt')",-0.6576654,-0.8824866,-0.2248212
36,-0.49014276,-0.6248728,"('hostile', 'amicable')",-0.4901428,-0.6248728,-0.13473
