,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5285705,0.5090309,"('unsociable', 'sociable')",-0.13374326,-0.10880518,0.1974136,0.2001128,0.0026992
1,1.2136614,1.2306486,"('unfriendly', 'friendly')",1.4909842,1.3036524,1.3523228,1.2671505,-0.0851723
2,-0.5710385,-0.6115961,"('unlikable', 'likable')",0.2453914,0.2857323,-0.1628235,-0.1629319,-0.0001084
3,-0.71147496,-0.58646524,"('repellent', 'pleasant')",0.5750126,0.6800106,-0.0682312,0.0467727,0.1150039
4,0.32573766,0.35826853,"('disliked', 'liked')",-7.3519683,-7.5458193,-3.5131154,-3.5937753,-0.0806599
5,1.1825341,1.1074827,"('distant', 'outgoing')",-0.28433958,-0.42109323,0.4490973,0.3431947,-0.1059026
6,0.80001956,0.79446596,"('distant', 'open')",-0.060530618,-0.20079814,0.3697445,0.2968339,-0.0729106
7,0.7189822,0.8227725,"('insensitive', 'sensitive')",0.63696575,0.77741915,0.677974,0.8000958,0.1221218
8,0.23734955,0.18736476,"('unaffectionate', 'affectionate')",0.54797083,0.45670176,0.3926602,0.3220333,-0.0706269
9,1.3317754,1.3713697,"('unaffectionate', 'caring')",1.2262188,1.2531388,1.2789972,1.3122542,0.033257
10,-0.0017739311,0.07820866,"('unsympathetic', 'sympathetic')",-0.005046461,0.14236501,-0.0034102,0.1102868,0.113697
11,-0.041538026,-0.07120827,"('unhelpful', 'helpful')",2.1919868,2.276348,1.0752244,1.1025699,0.0273455
12,1.552074,1.6299385,"('unsupportive', 'supportive')",-1.9405484,-1.8902271,-0.1942372,-0.1301443,0.0640929
13,0.7871641,0.7498977,"('impolite', 'polite')",-0.2682579,-0.09891029,0.2594531,0.3254937,0.0660406
14,0.32005748,0.2753295,"('antisocial', 'social')",-0.43510193,-0.28201076,-0.0575222,-0.0033406,0.0541816
15,-0.178429,-0.34121585,"('boring', 'funny')",-0.32026693,-0.27205446,-0.249348,-0.3066351,-0.0572871
16,-0.7519845,-0.7081283,"('unpopular', 'popular')",0.23581819,0.15445694,-0.2580831,-0.2768357,-0.0187526
17,-0.6364521,-0.62707394,"('nasty', 'nice')",-0.67426676,-0.56406623,-0.6553594,-0.5955701,0.0597893
18,-0.5410403,-0.5017232,"('disagreeable', 'welcoming')",-0.4257664,-0.4838538,-0.4834034,-0.4927885,-0.0093851
19,-0.059756972,-0.07358689,"('inhospitable', 'hospitable')",-0.75862753,-0.80779064,-0.4091923,-0.4406888,-0.0314965
20,0.84217167,0.8814074,"('rough', 'thoughtful')",1.075541,1.026852,0.9588563,0.9541297,-0.0047266
21,0.5961065,0.54715484,"('immoral', 'moral')",-0.40638283,-0.27474347,0.0948619,0.1362057,0.0413438
22,0.12655208,0.10555538,"('untrustworthy', 'trustworthy')",-1.1598849,-1.0042481,-0.5166664,-0.4493464,0.06732
23,0.6906151,0.7397765,"('insincere', 'sincere')",6.4831085,6.665271,3.5868618,3.7025237,0.1156619
24,1.1777313,1.2228795,"('dishonest', 'honest')",1.3823863,1.4895574,1.2800589,1.3562185,0.0761596
25,0.30836803,0.32344398,"('egoistic', 'altruistic')",0.84831196,0.6269791,0.57834,0.4752116,-0.1031284
26,1.4997865,1.3925426,"('hardhearted', 'benevolent')",1.2568793,1.0966794,1.3783329,1.244611,-0.1337219
27,0.46105734,0.44202724,"('hardhearted', 'softhearted')",1.2642775,1.2134731,0.8626674,0.8277501,-0.0349173
28,0.31470057,0.31408033,"('disloyal', 'loyal')",1.2636224,1.2681731,0.7891615,0.7911267,0.0019652
29,-0.14363807,-0.14202559,"('unfair', 'fair')",-0.5005119,-0.59344137,-0.322075,-0.3677335,-0.0456585
30,0.83828133,0.8855073,"('intolerant', 'tolerant')",0.91246337,1.0026629,0.8753724,0.9440851,0.0687127
31,-0.9811174,-0.92149127,"('evil', 'good')",-1.2163495,-1.3647605,-1.0987334,-1.1431259,-0.0443925
32,0.7640114,0.71034163,"('unkind', 'kind')",0.8833132,0.89708215,0.8236623,0.8037119,-0.0199504
33,0.56858176,0.51362705,"('wrong', 'right')",-0.52653867,-0.55473745,0.0210215,-0.0205552,-0.0415767
34,0.24535765,0.36548185,"('mean', 'honorable')",6.1056824,6.1530795,3.1755199,3.2592807,0.0837608
35,-0.6684345,-0.703291,"('corrupt', 'incorrupt')",-0.57091445,-0.6931813,-0.6196744,-0.6982361,-0.0785617
36,-0.6858794,-0.56404394,"('hostile', 'amicable')",-0.3211562,-0.46853182,-0.5035178,-0.5162879,-0.0127701
37,0.5878556,0.6253872,"('fake', 'genuine')",0.38546732,0.43159693,0.4866614,0.5284921,0.0418307
38,0.5620461,0.61596805,"('untruthful', 'truthful')",0.53894836,0.6000181,0.5504972,0.6079931,0.0574959
39,1.6304871,1.5848147,"('exploitative', 'cooperative')",0.05456324,0.09535259,0.8425252,0.8400836,-0.0024416
40,-0.17999646,0.040419176,"('stingy', 'generous')",-2.0143602,-2.0486574,-1.0971783,-1.0041192,0.0930591
41,0.48681954,0.56894153,"('unforgiving', 'forgiving')",-0.17959036,-0.1903063,0.1536146,0.1893176,0.035703
42,0.6633768,0.6998379,"('unreliable', 'reliable')",-3.3441074,-3.241879,-1.3403653,-1.2710205,0.0693448
43,1.2580519,1.2622327,"('irresponsible', 'responsible')",0.6998135,0.7291516,0.9789327,0.9956921,0.0167594
44,-2.0775306,-2.1605875,"('prejudiced', 'unprejudiced')",-1.4400657,-1.509933,-1.7587981,-1.8352603,-0.0764622
45,0.61248946,0.776513,"('incompetent', 'competent')",-0.07419397,-0.08919073,0.2691478,0.3436611,0.0745133
46,-0.06407509,0.003321454,"('uncompetitive', 'competitive')",-0.914506,-0.84176356,-0.4892906,-0.419221,0.0700696
47,0.6856259,0.7395809,"('stupid', 'smart')",5.6671305,5.8531594,3.1763783,3.2963703,0.119992
48,0.58692455,0.62340575,"('unintelligent', 'intelligent')",0.9631388,0.9993189,0.7750317,0.8113623,0.0363306
49,0.41248593,0.39513445,"('unable', 'able')",-0.3385347,-0.21910976,0.0369756,0.0880123,0.0510367
50,-1.2325808,-1.2473322,"('clumsy', 'skillful')",-0.17833912,-0.20823604,-0.70546,-0.7277842,-0.0223242
51,0.608588,0.5376368,"('uneducated', 'educated')",0.69083744,0.71751463,0.6497127,0.6275758,-0.0221369
52,-0.92135334,-1.0954877,"('irrational', 'rational')",-0.41115472,-0.47359407,-0.666254,-0.7845409,-0.1182869
53,0.47080395,0.5184732,"('uncreative', 'creative')",0.26146305,0.2192426,0.3661335,0.3688579,0.0027244
54,0.8475738,0.7623784,"('incapable', 'capable')",0.78662014,0.7823802,0.8170969,0.7723793,-0.0447176
55,0.35817918,0.45121175,"('incompetent', 'clever')",0.39331675,0.495838,0.375748,0.4735249,0.0977769
56,2.066201,2.088798,"('impractical', 'practical')",0.03432578,0.14768213,1.0502634,1.1182401,0.0679767
57,-1.2345148,-1.2100441,"('unimaginative', 'imaginative')",-3.6337051,-3.6289597,-2.4341099,-2.4195018,0.0146081
58,0.49362746,0.60583305,"('undiscriminating', 'discriminating')",-0.020244226,-0.08257158,0.2366916,0.2616307,0.0249391
