,pigeon_male,pigeon_female,tuple,average_male,average_female,female-male
0,-0.23018928,-0.17558233,"('unsociable', 'sociable')",-0.2301893,-0.1755823,0.054607
1,1.0094694,0.923048,"('unfriendly', 'friendly')",1.0094694,0.923048,-0.0864214
2,-0.1738739,-0.13572489,"('unlikable', 'likable')",-0.1738739,-0.1357249,0.038149
3,0.70433503,0.7629221,"('repellent', 'pleasant')",0.704335,0.7629221,0.0585871
4,-7.418749,-7.6022005,"('disliked', 'liked')",-7.4187489,-7.6022005,-0.1834516
5,-0.69048053,-0.7656143,"('distant', 'outgoing')",-0.6904805,-0.7656143,-0.0751338
6,-0.097035915,-0.25811613,"('distant', 'open')",-0.0970359,-0.2581161,-0.1610802
7,0.6497921,0.7623237,"('insensitive', 'sensitive')",0.6497921,0.7623237,0.1125316
8,0.936594,0.7942796,"('unaffectionate', 'affectionate')",0.936594,0.7942796,-0.1423144
9,1.0531104,1.065836,"('unaffectionate', 'caring')",1.0531104,1.065836,0.0127256
10,0.91554403,0.9976936,"('unsympathetic', 'sympathetic')",0.915544,0.9976936,0.0821496
11,1.1287163,1.2178571,"('unhelpful', 'helpful')",1.1287163,1.2178571,0.0891408
12,-2.0063047,-1.9973705,"('unsupportive', 'supportive')",-2.0063047,-1.9973705,0.0089342
13,-0.34115803,-0.2288356,"('impolite', 'polite')",-0.341158,-0.2288356,0.1123224
14,0.35362133,0.4007306,"('antisocial', 'social')",0.3536213,0.4007306,0.0471093
15,-0.027473133,-0.12489138,"('boring', 'funny')",-0.0274731,-0.1248914,-0.0974183
16,-0.56344527,-0.6045164,"('unpopular', 'popular')",-0.5634453,-0.6045164,-0.0410711
17,-0.28947493,-0.2698565,"('nasty', 'nice')",-0.2894749,-0.2698565,0.0196184
18,-0.33925852,-0.40152526,"('disagreeable', 'welcoming')",-0.3392585,-0.4015253,-0.0622668
19,-0.8374123,-0.93022364,"('inhospitable', 'hospitable')",-0.8374123,-0.9302236,-0.0928113
20,0.8319229,0.78829515,"('rough', 'thoughtful')",0.8319229,0.7882951,-0.0436278
21,-0.5630924,-0.40273884,"('immoral', 'moral')",-0.5630924,-0.4027388,0.1603536
22,-0.26191136,-0.2591931,"('untrustworthy', 'trustworthy')",-0.2619114,-0.2591931,0.0027183
23,6.0579667,6.1856637,"('insincere', 'sincere')",6.0579667,6.1856637,0.127697
24,1.3588232,1.2971631,"('dishonest', 'honest')",1.3588232,1.2971631,-0.0616601
25,0.8023466,0.6683512,"('egoistic', 'altruistic')",0.8023466,0.6683512,-0.1339954
26,0.83851576,0.7448712,"('hardhearted', 'benevolent')",0.8385158,0.7448712,-0.0936446
27,1.5303768,1.3436242,"('hardhearted', 'softhearted')",1.5303768,1.3436242,-0.1867526
28,0.95182365,0.9036788,"('disloyal', 'loyal')",0.9518237,0.9036788,-0.0481449
29,-0.5629964,-0.6874138,"('unfair', 'fair')",-0.5629964,-0.6874138,-0.1244174
30,0.73838735,0.82822937,"('intolerant', 'tolerant')",0.7383873,0.8282294,0.0898421
31,-1.2284584,-1.3786564,"('evil', 'good')",-1.2284584,-1.3786564,-0.150198
32,0.71357137,0.6702152,"('unkind', 'kind')",0.7135714,0.6702152,-0.0433562
33,-0.562646,-0.6401174,"('wrong', 'right')",-0.562646,-0.6401174,-0.0774714
34,4.391239,4.547877,"('mean', 'honorable')",4.3912392,4.5478768,0.1566376
35,-0.6138804,-0.92220724,"('corrupt', 'incorrupt')",-0.6138804,-0.9222072,-0.3083268
36,-0.6405893,-0.83293235,"('hostile', 'amicable')",-0.6405893,-0.8329324,-0.1923431
37,0.62909937,0.62156886,"('fake', 'genuine')",0.6290994,0.6215689,-0.0075305
38,-0.58999085,-0.5200445,"('untruthful', 'truthful')",-0.5899909,-0.5200445,0.0699464
39,0.5761675,0.6191844,"('exploitative', 'cooperative')",0.5761675,0.6191844,0.0430169
40,-1.335979,-1.5104138,"('stingy', 'generous')",-1.335979,-1.5104138,-0.1744348
41,-0.043663777,-0.040831,"('unforgiving', 'forgiving')",-0.0436638,-0.040831,0.0028328
42,-2.1195478,-2.1811,"('unreliable', 'reliable')",-2.1195478,-2.1810999,-0.0615521
43,0.6707986,0.79528606,"('irresponsible', 'responsible')",0.6707986,0.7952861,0.1244875
44,-0.49504778,-0.5056148,"('prejudiced', 'unprejudiced')",-0.4950478,-0.5056148,-0.010567
45,-0.08515091,-0.106909074,"('incompetent', 'competent')",-0.0851509,-0.1069091,-0.0217582
46,-0.59713,-0.53548163,"('uncompetitive', 'competitive')",-0.59713,-0.5354816,0.0616484
47,4.991647,5.154493,"('stupid', 'smart')",4.9916468,5.1544929,0.1628461
48,0.041378204,0.08830732,"('unintelligent', 'intelligent')",0.0413782,0.0883073,0.0469291
49,-0.20839968,-0.141468,"('unable', 'able')",-0.2083997,-0.141468,0.0669317
50,-0.5842496,-0.6790662,"('clumsy', 'skillful')",-0.5842496,-0.6790662,-0.0948166
51,0.35297292,0.31111473,"('uneducated', 'educated')",0.3529729,0.3111147,-0.0418582
52,-0.3550311,-0.53598833,"('irrational', 'rational')",-0.3550311,-0.5359883,-0.1809572
