,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.74898,-0.931255,"('unsociable', 'sociable')",-0.22463977,-0.49661088,-0.4868099,-0.7139329,-0.227123
1,-0.3286793,-0.68302107,"('unfriendly', 'friendly')",1.7151948,1.6041689,0.6932577,0.4605739,-0.2326838
2,0.4444326,0.39150995,"('unlikable', 'likable')",0.74667424,0.8248039,0.5955534,0.6081569,0.0126035
3,-0.5203992,-0.4469821,"('repellent', 'pleasant')",0.21210074,0.21604483,-0.1541492,-0.1154686,0.0386806
4,-0.4885269,-0.6253426,"('disliked', 'liked')",-6.1732326,-6.383382,-3.3308797,-3.5043621,-0.1734824
5,-0.50737846,-0.550021,"('distant', 'outgoing')",-0.46434212,-0.32767996,-0.4858603,-0.4388505,0.0470098
6,-0.68859017,-0.76598644,"('distant', 'open')",0.105418116,0.22269244,-0.291586,-0.271647,0.019939
7,-0.57968795,-0.52947354,"('insensitive', 'sensitive')",0.54426163,0.43869555,-0.0177132,-0.045389,-0.0276758
8,-1.0052837,-1.2156686,"('unaffectionate', 'affectionate')",0.48210597,0.50736487,-0.2615889,-0.3541518,-0.0925629
9,-0.7682501,-0.98097426,"('unaffectionate', 'caring')",0.8837874,0.94420433,0.0577686,-0.018385,-0.0761536
10,-0.9173779,-0.93065107,"('unsympathetic', 'sympathetic')",-0.13727063,-0.29624006,-0.5273243,-0.6134456,-0.0861213
11,0.089265406,0.174286,"('unhelpful', 'helpful')",1.6690788,1.7348387,0.8791721,0.9545624,0.0753903
12,-0.2960405,-0.17168462,"('unsupportive', 'supportive')",-1.8778793,-1.8807422,-1.0869598,-1.0262134,0.0607464
13,-0.5345424,-0.613827,"('impolite', 'polite')",-0.33766013,-0.3736331,-0.4361013,-0.49373,-0.0576287
14,0.3953401,0.3388095,"('antisocial', 'social')",-0.49254426,-0.6902316,-0.0486021,-0.1757111,-0.127109
15,-0.3219826,-0.49645892,"('boring', 'funny')",0.49044037,0.4613019,0.0842289,-0.0175785,-0.1018074
16,-0.57284206,-0.47835732,"('unpopular', 'popular')",0.31473833,0.32100868,-0.1290519,-0.0786743,0.0503776
17,-0.48133263,-0.32483995,"('nasty', 'nice')",-0.4852663,-0.36985904,-0.4832995,-0.3473495,0.13595
18,-0.56482947,-0.7488786,"('disagreeable', 'welcoming')",-0.39026797,-0.41281036,-0.4775487,-0.5808445,-0.1032958
19,-0.90868014,-0.89666766,"('inhospitable', 'hospitable')",-0.23964019,-0.11849864,-0.5741602,-0.5075831,0.0665771
20,0.40412423,0.46311805,"('rough', 'thoughtful')",1.2886944,1.1809715,0.8464093,0.8220448,-0.0243645
21,0.2559069,0.17742667,"('immoral', 'moral')",-0.4033697,-0.47654185,-0.0737314,-0.1495576,-0.0758262
22,-0.016501136,-0.17062718,"('untrustworthy', 'trustworthy')",-0.7344719,-0.9369664,-0.3754865,-0.5537968,-0.1783103
