,stericycle_male,stericycle_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0910785,-1.2269629,"('unsociable', 'sociable')",-0.096723236,-0.240158,-0.5939009,-0.7335604,-0.1396595
1,-1.2138116,-1.3239387,"('unfriendly', 'friendly')",1.8665537,1.6482571,0.326371,0.1621592,-0.1642118
2,0.7451861,0.7572203,"('unlikable', 'likable')",0.76027924,0.7637099,0.7527326,0.7604651,0.0077325
3,-0.88136065,-0.7220865,"('repellent', 'pleasant')",-0.057204362,0.07456009,-0.4692825,-0.3237632,0.1455193
4,0.039248522,0.045440618,"('disliked', 'liked')",-5.667182,-5.6372113,-2.8139668,-2.7958853,0.0180815
5,-0.30850676,-0.34698766,"('distant', 'outgoing')",0.08835036,0.043717764,-0.1100782,-0.1516349,-0.0415567
6,-0.5221037,-0.57854575,"('distant', 'open')",0.23944838,0.16054434,-0.1413277,-0.2090007,-0.067673
7,-0.9082163,-0.8106578,"('insensitive', 'sensitive')",0.3321136,0.38123116,-0.2880514,-0.2147133,0.0733381
8,-1.1612163,-1.25243,"('unaffectionate', 'affectionate')",0.66364855,0.5338396,-0.2487839,-0.3592952,-0.1105113
9,-1.3464096,-1.3937228,"('unaffectionate', 'caring')",1.1431389,1.1261116,-0.1016353,-0.1338056,-0.0321703
10,-1.6039705,-1.5576303,"('unsympathetic', 'sympathetic')",-0.40379894,-0.45678276,-1.0038848,-1.0072066,-0.0033218
11,-0.5358702,-0.5393111,"('unhelpful', 'helpful')",1.8959936,1.9241234,0.6800617,0.6924062,0.0123445
12,-0.6852866,-0.6079005,"('unsupportive', 'supportive')",-1.5295707,-1.4851813,-1.1074287,-1.046541,0.0608877
13,-0.65388167,-0.7162914,"('impolite', 'polite')",-0.34431916,-0.3624224,-0.4991004,-0.5393569,-0.0402565
14,-0.1512673,-0.13028882,"('antisocial', 'social')",-0.3489985,-0.36095995,-0.2501329,-0.2456244,0.0045085
15,0.6293002,0.5098092,"('boring', 'funny')",0.7736315,0.716215,0.7014658,0.6130121,-0.0884537
16,0.09123678,0.08153649,"('unpopular', 'popular')",0.806937,0.77854115,0.4490869,0.4300388,-0.0190481
17,0.4030531,0.43402663,"('nasty', 'nice')",-0.13815172,-0.11769168,0.1324507,0.1581675,0.0257168
18,-0.23634592,-0.20305935,"('disagreeable', 'welcoming')",-0.17982283,-0.26193208,-0.2080844,-0.2324957,-0.0244113
19,-1.000016,-1.0559312,"('inhospitable', 'hospitable')",-0.0012537818,-0.06680995,-0.5006348,-0.5613706,-0.0607358
20,0.014405895,0.047392268,"('rough', 'thoughtful')",1.133032,1.1008388,0.5737189,0.5741155,0.0003966
21,0.13566892,0.111632206,"('immoral', 'moral')",-0.24563596,-0.25609496,-0.0549835,-0.0722314,-0.0172479
22,-0.44336006,-0.3919053,"('untrustworthy', 'trustworthy')",-0.98635525,-0.991143,-0.7148576,-0.6915241,0.0233335
23,-1.2703284,-1.2740693,"('insincere', 'sincere')",5.618641,5.6377907,2.1741562,2.1818607,0.0077045
24,-0.7069793,-0.72533876,"('dishonest', 'honest')",0.78547984,0.73404074,0.0392503,0.004351,-0.0348993
25,-0.30422056,-0.31180435,"('egoistic', 'altruistic')",1.3410013,1.2712674,0.5183904,0.4797315,-0.0386589
26,0.045811787,-0.09617747,"('hardhearted', 'benevolent')",1.7119257,1.5331503,0.8788688,0.7184864,-0.1603824
27,0.33626598,0.4429938,"('hardhearted', 'softhearted')",1.3385634,1.2688043,0.8374147,0.855899,0.0184843
28,-0.9581311,-1.079697,"('disloyal', 'loyal')",0.8617298,0.7641576,-0.0482006,-0.1577697,-0.1095691
29,0.016315721,0.029951341,"('unfair', 'fair')",-0.48283616,-0.6218285,-0.2332602,-0.2959386,-0.0626784
30,0.05864726,0.014364511,"('intolerant', 'tolerant')",1.4925177,1.399562,0.7755825,0.7069632,-0.0686193
31,-0.26074305,-0.28679502,"('evil', 'good')",-0.8749176,-1.0153881,-0.5678303,-0.6510916,-0.0832613
32,-0.0665952,-0.10473029,"('unkind', 'kind')",1.038048,0.9328981,0.4857264,0.4140839,-0.0716425
33,0.032317452,-0.045760516,"('wrong', 'right')",-0.5348936,-0.6207973,-0.2512881,-0.3332789,-0.0819908
34,0.6229405,0.69245565,"('mean', 'honorable')",5.906242,5.9603205,3.2645912,3.3263881,0.0617969
35,0.9048647,0.8267716,"('corrupt', 'incorrupt')",-0.03612538,-0.16334572,0.4343697,0.331713,-0.1026567
36,-0.31809774,-0.39685342,"('hostile', 'amicable')",0.10245894,-0.11422183,-0.1078194,-0.2555376,-0.1477182
37,0.13087553,0.1604753,"('fake', 'genuine')",0.035114013,0.014968585,0.0829948,0.0877219,0.0047271
38,-0.8044001,-0.8520753,"('untruthful', 'truthful')",0.22809286,0.2669017,-0.2881536,-0.2925868,-0.0044332
39,0.81736153,0.7650467,"('exploitative', 'cooperative')",0.059209786,0.064126715,0.4382856,0.4145867,-0.0236989
40,0.44756252,0.5268179,"('stingy', 'generous')",-1.3708628,-1.3932109,-0.4616502,-0.4331965,0.0284537
41,-0.20673025,-0.24200629,"('unforgiving', 'forgiving')",0.30270118,0.17360677,0.0479855,-0.0341998,-0.0821853
42,0.64661795,0.71373904,"('unreliable', 'reliable')",-3.3251553,-3.2382567,-1.3392687,-1.2622588,0.0770099
43,-0.78526133,-0.7814936,"('irresponsible', 'responsible')",0.5963544,0.5453499,-0.0944535,-0.1180719,-0.0236184
44,1.1308374,1.131628,"('prejudiced', 'unprejudiced')",-1.573327,-1.6068058,-0.2212448,-0.2375889,-0.0163441
