,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,0.6454367,0.5178879,"('unsociable', 'sociable')",0.6454367,0.5178879,-0.1275488
1,0.7076216,0.69809586,"('unfriendly', 'friendly')",0.7076216,0.6980959,-0.0095257
2,0.0077926535,0.27116513,"('unlikable', 'likable')",0.0077927,0.2711651,0.2633724
3,0.12480406,0.35685232,"('repellent', 'pleasant')",0.1248041,0.3568523,0.2320482
4,-6.433079,-6.824247,"('disliked', 'liked')",-6.4330788,-6.8242469,-0.3911681
5,-1.3482658,-1.4976962,"('distant', 'outgoing')",-1.3482658,-1.4976962,-0.1494304
6,-0.7573059,-0.9880514,"('distant', 'open')",-0.7573059,-0.9880514,-0.2307455
7,1.5113522,1.7250183,"('insensitive', 'sensitive')",1.5113522,1.7250183,0.2136661
8,0.44616958,0.4262128,"('unaffectionate', 'affectionate')",0.4461696,0.4262128,-0.0199568
9,1.2747202,1.3376341,"('unaffectionate', 'caring')",1.2747202,1.3376341,0.0629139
10,1.0614374,1.1282501,"('unsympathetic', 'sympathetic')",1.0614374,1.1282501,0.0668127
11,1.6162503,1.7460581,"('unhelpful', 'helpful')",1.6162503,1.7460581,0.1298078
12,-1.0523127,-1.0243381,"('unsupportive', 'supportive')",-1.0523127,-1.0243381,0.0279746
13,0.1923392,0.33635157,"('impolite', 'polite')",0.1923392,0.3363516,0.1440124
14,0.62091047,0.8176624,"('antisocial', 'social')",0.6209105,0.8176624,0.1967519
15,0.3253441,0.19457057,"('boring', 'funny')",0.3253441,0.1945706,-0.1307735
16,-0.76306117,-0.7080787,"('unpopular', 'popular')",-0.7630612,-0.7080787,0.0549825
17,-0.38580453,-0.49639258,"('nasty', 'nice')",-0.3858045,-0.4963926,-0.1105881
18,-0.7303743,-0.6355667,"('disagreeable', 'welcoming')",-0.7303743,-0.6355667,0.0948076
19,-0.6922691,-0.89443237,"('inhospitable', 'hospitable')",-0.6922691,-0.8944324,-0.2021633
20,0.6663874,0.7355464,"('rough', 'thoughtful')",0.6663874,0.7355464,0.069159
21,-0.09231438,0.15326409,"('immoral', 'moral')",-0.0923144,0.1532641,0.2455785
22,0.23189445,0.26977667,"('untrustworthy', 'trustworthy')",0.2318944,0.2697767,0.0378823
23,5.625579,5.9343524,"('insincere', 'sincere')",5.6255789,5.9343524,0.3087735
24,1.5168296,1.6292332,"('dishonest', 'honest')",1.5168296,1.6292332,0.1124036
25,0.5164368,0.46393564,"('egoistic', 'altruistic')",0.5164368,0.4639356,-0.0525012
26,2.250643,2.0128136,"('hardhearted', 'benevolent')",2.250643,2.0128136,-0.2378294
27,0.93335646,0.96291804,"('hardhearted', 'softhearted')",0.9333565,0.962918,0.0295615
28,1.2414166,1.1355565,"('disloyal', 'loyal')",1.2414166,1.1355565,-0.1058601
29,-0.2927852,-0.5113293,"('unfair', 'fair')",-0.2927852,-0.5113293,-0.2185441
30,1.1389153,1.2331595,"('intolerant', 'tolerant')",1.1389153,1.2331595,0.0942442
31,-1.8251837,-2.0394354,"('evil', 'good')",-1.8251837,-2.0394354,-0.2142517
32,1.2653763,1.313266,"('unkind', 'kind')",1.2653763,1.313266,0.0478897
33,-0.11406589,-0.31230238,"('wrong', 'right')",-0.1140659,-0.3123024,-0.1982365
34,4.1725755,4.4246154,"('mean', 'honorable')",4.1725755,4.4246154,0.2520399
35,-0.7416655,-1.207037,"('corrupt', 'incorrupt')",-0.7416655,-1.207037,-0.4653715
36,-0.6511594,-1.0906055,"('hostile', 'amicable')",-0.6511594,-1.0906055,-0.4394461
37,0.19215873,0.32072562,"('fake', 'genuine')",0.1921587,0.3207256,0.1285669
38,0.333295,0.2053765,"('untruthful', 'truthful')",0.333295,0.2053765,-0.1279185
39,0.43354014,0.62553936,"('exploitative', 'cooperative')",0.4335401,0.6255394,0.1919993
40,-0.9786859,-1.1793377,"('stingy', 'generous')",-0.9786859,-1.1793377,-0.2006518
41,0.94773173,0.75167257,"('unforgiving', 'forgiving')",0.9477317,0.7516726,-0.1960591
42,-1.9182347,-1.9077111,"('unreliable', 'reliable')",-1.9182347,-1.9077111,0.0105236
43,1.3221302,1.5556376,"('irresponsible', 'responsible')",1.3221302,1.5556376,0.2335074
44,-1.4146307,-1.256625,"('prejudiced', 'unprejudiced')",-1.4146307,-1.2566251,0.1580056
45,1.0444108,0.93603337,"('incompetent', 'competent')",1.0444108,0.9360334,-0.1083774
46,-0.3503792,-0.2712349,"('uncompetitive', 'competitive')",-0.3503792,-0.2712349,0.0791443
47,4.9483185,5.3149242,"('stupid', 'smart')",4.9483185,5.3149242,0.3666057
48,0.79036,0.90073,"('unintelligent', 'intelligent')",0.79036,0.90073,0.11037
