,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.3557349,-0.40118057,"('unsociable', 'sociable')",-0.26308715,-0.31724235,-0.309411,-0.3592114,-0.0498004
1,1.0285119,0.7178747,"('unfriendly', 'friendly')",1.6089135,1.4488006,1.3187127,1.0833377,-0.235375
2,0.9258259,0.9221933,"('unlikable', 'likable')",0.5910728,0.5320247,0.7584493,0.727109,-0.0313403
3,-0.08730665,0.094631255,"('repellent', 'pleasant')",0.8485423,0.927798,0.3806178,0.5112146,0.1305968
4,-0.3594264,-0.55786365,"('disliked', 'liked')",-7.044115,-7.342069,-3.7017708,-3.9499664,-0.2481956
5,0.48263004,0.25438398,"('distant', 'outgoing')",-0.3256939,-0.34621724,0.0784681,-0.0459166,-0.1243847
6,0.18999112,-0.10436135,"('distant', 'open')",-0.23631565,-0.29912814,-0.0231623,-0.2017448,-0.1785825
7,0.2842323,0.48436567,"('insensitive', 'sensitive')",0.47310233,0.54487044,0.3786673,0.514618,0.1359507
8,0.710919,0.4819196,"('unaffectionate', 'affectionate')",0.94295865,0.9009709,0.8269389,0.6914452,-0.1354937
9,1.7564085,1.5862349,"('unaffectionate', 'caring')",1.3729,1.3769083,1.5646542,1.4815717,-0.0830825
10,0.074866906,0.20624757,"('unsympathetic', 'sympathetic')",-0.66326267,-0.5775785,-0.2941979,-0.1856655,0.1085324
11,-0.3103374,-0.07189313,"('unhelpful', 'helpful')",1.2963371,1.505553,0.4929999,0.71683,0.2238301
12,0.94607335,0.9418543,"('unsupportive', 'supportive')",-1.8419696,-1.9203241,-0.4479481,-0.4892349,-0.0412868
13,-0.44761303,-0.3409965,"('impolite', 'polite')",-1.0647672,-0.9036428,-0.7561901,-0.6223196,0.1338705
14,0.40257037,0.5323807,"('antisocial', 'social')",-0.1314714,-0.15964545,0.1355495,0.1863676,0.0508181
15,-0.25196823,-0.37128177,"('boring', 'funny')",-0.1586676,-0.16571577,-0.2053179,-0.2684988,-0.0631809
16,-1.058453,-1.107724,"('unpopular', 'popular')",0.162617,0.121031746,-0.447918,-0.4933461,-0.0454281
17,-0.78007364,-0.7036123,"('nasty', 'nice')",-0.67132497,-0.6819298,-0.7256993,-0.6927711,0.0329282
18,0.2348679,0.09262575,"('disagreeable', 'welcoming')",-0.4479914,-0.5131987,-0.1065618,-0.2102865,-0.1037247
19,-0.16656168,-0.40956587,"('inhospitable', 'hospitable')",-0.3823831,-0.42993978,-0.2744724,-0.4197528,-0.1452804
20,0.2980283,0.3504923,"('rough', 'thoughtful')",0.9054485,0.89723307,0.6017384,0.6238627,0.0221243
21,0.27730036,0.39641917,"('immoral', 'moral')",-0.5315253,-0.4238765,-0.1271125,-0.0137287,0.1133838
22,0.15283203,0.21877001,"('untrustworthy', 'trustworthy')",-1.0171719,-1.0388697,-0.4321699,-0.4100499,0.02212
23,0.29604694,0.45517486,"('insincere', 'sincere')",5.8068748,6.0435987,3.0514607,3.2493868,0.1979261
24,0.9253645,0.95996505,"('dishonest', 'honest')",0.45827013,0.53424084,0.6918173,0.747103,0.0552857
25,1.1820115,0.9949392,"('egoistic', 'altruistic')",1.9060771,1.7744846,1.5440443,1.384712,-0.1593323
26,1.3279204,0.9993697,"('hardhearted', 'benevolent')",1.8430822,1.6728554,1.5855013,1.3361125,-0.2493888
27,0.76819724,0.7076662,"('hardhearted', 'softhearted')",1.5051862,1.4244828,1.1366917,1.0660745,-0.0706172
28,0.059077244,0.05723935,"('disloyal', 'loyal')",1.0864288,1.1159766,0.572753,0.5866079,0.0138549
29,-0.097216755,-0.22103709,"('unfair', 'fair')",-0.20822197,-0.39243475,-0.1527194,-0.3067359,-0.1540165
30,0.56725234,0.74969965,"('intolerant', 'tolerant')",0.4654942,0.5143773,0.5163733,0.6320385,0.1156652
31,-0.16052635,-0.36462796,"('evil', 'good')",-0.6722922,-0.856057,-0.4164093,-0.6103425,-0.1939332
32,0.8095124,0.767479,"('unkind', 'kind')",0.8473373,0.70471585,0.8284248,0.7360975,-0.0923273
33,1.5909592,1.311212,"('wrong', 'right')",-0.1629717,-0.33215433,0.7139937,0.4895288,-0.2244649
34,-0.12110044,0.03471226,"('mean', 'honorable')",5.355563,5.7199197,2.6172314,2.877316,0.2600846
35,-0.4323991,-0.660837,"('corrupt', 'incorrupt')",-0.15698548,-0.24866234,-0.2946923,-0.4547497,-0.1600574
36,0.0710149,-0.2875309,"('hostile', 'amicable')",0.018365134,-0.15947184,0.04469,-0.2235014,-0.2681914
37,1.0422343,1.0020431,"('fake', 'genuine')",0.4095687,0.49147874,0.7259015,0.746761,0.0208595
38,0.12475188,0.1933773,"('untruthful', 'truthful')",-0.29738423,-0.18115965,-0.0863162,0.0061088,0.092425
39,1.4513595,1.5668255,"('exploitative', 'cooperative')",0.11295719,0.10050662,0.7821584,0.8336661,0.0515077
40,0.17149992,0.08455353,"('stingy', 'generous')",-1.5789616,-1.7798063,-0.7037308,-0.8476264,-0.1438956
